id,time,frame_num,x_pix,y_pix,w_pix,h_pix,x_utm,y_utm
3.0,0.8,12,288.355,213.929,61.996,50.746,300157.35,4767852.44
3.0,0.87,13,301.144,221.714,60.191,41.017,300156.31,4767852.94
5.0,5.73,86,336.188,107.592,28.052,13.308,300159.53,4767826.38
5.0,5.8,87,329.565,104.274,27.607,13.016,300160.53,4767825.34
10.0,6.4,96,264.343,83.679,24.583,17.047,300171.58,4767818.59
10.0,6.47,97,257.836,81.258,23.139,16.34,300173.06,4767817.52
10.0,6.53,98,250.647,79.515,22.187,14.387,300174.55,4767816.85
10.0,6.6,99,243.981,76.863,21.389,13.59,300176.27,4767815.54
10.0,6.67,100,237.973,74.439,20.562,12.284,300177.93,4767814.26
10.0,6.73,101,232.884,72.484,20.646,11.867,300179.38,4767813.19
10.0,6.8,102,227.337,70.424,20.191,11.103,300181.02,4767812.01
10.0,6.87,103,222.923,68.363,21.237,11.086,300182.54,4767810.71
10.0,6.93,104,219.189,66.478,22.693,10.852,300183.94,4767809.44
10.0,7.0,105,213.668,64.616,19.635,10.405,300185.75,4767808.22
10.0,7.07,106,208.422,63.106,16.952,9.874,300187.45,4767807.24
10.0,7.13,107,203.983,61.395,16.125,10.074,300189.15,4767805.97
10.0,7.2,108,199.963,59.958,15.758,9.489,300190.7,4767804.88
10.0,7.27,109,196.243,58.375,15.617,9.305,300192.34,4767803.59
10.0,7.33,110,192.545,56.951,15.096,9.023,300193.96,4767802.39
10.0,7.4,111,189.142,55.7,14.548,8.573,300195.47,4767801.3
10.0,7.47,112,185.82,54.251,14.269,8.574,300197.16,4767799.95
10.0,7.53,113,182.436,53.082,13.206,8.045,300198.75,4767798.85
10.0,7.6,114,179.324,51.82,13.363,8.054,300200.4,4767797.59
10.0,7.67,115,176.331,50.707,12.575,7.953,300201.97,4767796.45
10.0,7.73,116,173.469,49.486,12.285,7.895,300203.66,4767795.12
10.0,7.8,117,170.558,48.511,12.055,7.626,300205.23,4767794.05
10.0,7.87,118,168.113,47.49,11.642,7.721,300206.77,4767792.86
10.0,7.93,119,165.292,46.423,11.566,7.511,300208.51,4767791.58
10.0,8.0,120,163.052,45.699,11.163,6.752,300209.82,4767790.7
11.0,7.07,106,331.735,128.192,34.494,19.237,300158.46,4767833.74
11.0,7.13,107,323.435,123.364,34.207,18.249,300159.57,4767832.61
11.0,7.2,108,312.354,117.707,32.554,17.947,300161.12,4767831.24
11.0,7.27,109,302.143,112.525,31.718,17.282,300162.66,4767829.88
11.0,7.33,110,292.396,108.197,29.886,16.393,300164.19,4767828.71
11.0,7.4,111,283.526,104.003,28.939,16.263,300165.72,4767827.47
11.0,7.47,112,275.156,100.259,27.197,15.162,300167.23,4767826.3
11.0,7.53,113,267.103,96.569,26.294,14.737,300168.8,4767825.06
11.0,7.6,114,259.881,92.991,25.149,13.839,300170.36,4767823.74
11.0,7.67,115,252.855,89.739,23.504,13.643,300171.93,4767822.49
11.0,7.73,116,246.292,86.653,22.887,13.473,300173.51,4767821.21
11.0,7.8,117,240.3,83.97,22.025,13.198,300175.01,4767820.05
11.0,7.87,118,234.414,81.22,21.663,12.795,300176.6,4767818.78
11.0,7.93,119,228.748,78.66,20.732,12.337,300178.19,4767817.53
11.0,8.0,120,223.482,76.484,19.419,11.94,300179.7,4767816.43
13.0,7.6,114,327.527,68.187,17.65,7.971,300165.28,4767805.25
13.0,7.67,115,325.513,68.0,17.349,7.995,300165.62,4767805.2
13.0,7.73,116,324.377,67.972,18.322,7.683,300165.79,4767805.23
13.0,7.8,117,323.182,67.859,19.364,7.37,300166.0,4767805.2
13.0,7.87,118,322.312,67.418,21.188,7.626,300166.21,4767804.91
13.0,7.93,119,318.995,67.221,19.342,7.472,300166.75,4767804.91
13.0,8.0,120,316.51,66.971,18.262,7.429,300167.19,4767804.83
14.0,7.67,115,194.197,52.092,12.63,7.253,300196.52,4767797.09
14.0,7.73,116,191.203,50.959,12.937,7.247,300198.0,4767795.94
14.0,7.8,117,188.706,49.987,12.425,6.654,300199.3,4767794.91
14.0,7.87,118,185.728,49.011,12.21,6.848,300200.78,4767793.87
14.0,7.93,119,182.898,47.94,11.933,7.049,300202.33,4767792.67
14.0,8.0,120,180.618,47.35,11.739,6.708,300203.41,4767792.02
18.0,10.0,150,145.191,170.907,34.346,38.22,300170.8,4767852.21
18.0,10.07,151,151.295,179.937,36.592,40.316,300169.26,4767853.36
18.0,10.13,152,157.642,189.688,38.128,43.186,300167.77,4767854.49
18.0,10.2,153,165.791,200.082,42.025,45.952,300166.24,4767855.52
18.0,10.27,154,173.595,211.058,44.42,48.441,300164.84,4767856.53
18.0,10.33,155,180.733,218.908,46.066,42.207,300163.82,4767857.14
18.0,8.13,122,74.586,67.782,12.509,11.594,300214.43,4767819.93
18.0,8.2,123,75.634,69.122,13.072,12.67,300213.08,4767820.89
18.0,8.27,124,76.696,70.758,13.077,13.42,300211.56,4767822.04
18.0,8.33,125,78.034,72.795,13.483,12.967,300209.74,4767823.4
18.0,8.4,126,79.563,74.682,13.949,13.314,300208.07,4767824.58
18.0,8.47,127,80.722,76.655,14.131,13.355,300206.5,4767825.78
18.0,8.53,128,81.993,78.495,14.811,14.029,300205.06,4767826.85
18.0,8.6,129,83.438,80.645,15.682,14.784,300203.46,4767828.04
18.0,8.67,130,84.994,82.786,15.692,14.995,300201.92,4767829.16
18.0,8.73,131,86.516,84.923,16.509,15.792,300200.46,4767830.23
18.0,8.8,132,88.029,87.162,16.514,16.888,300199.01,4767831.3
18.0,8.87,133,89.934,89.198,16.992,18.05,300197.66,4767832.2
18.0,8.93,134,91.897,92.441,17.778,18.066,300195.8,4767833.63
18.0,9.0,135,93.717,95.183,18.415,19.205,300194.3,4767834.75
18.0,9.07,136,95.743,98.307,19.215,19.861,300192.68,4767835.97
18.0,9.13,137,98.325,101.577,20.045,20.548,300191.02,4767837.14
18.0,9.2,138,100.475,105.022,20.278,21.026,300189.46,4767838.33
18.0,9.27,139,102.941,108.741,21.143,20.981,300187.86,4767839.54
18.0,9.33,140,105.262,112.728,22.101,21.65,300186.29,4767840.76
18.0,9.4,141,108.047,116.593,22.922,22.886,300184.8,4767841.85
18.0,9.47,142,111.159,120.888,23.586,24.231,300183.24,4767842.97
18.0,9.53,143,114.239,125.835,24.557,25.778,300181.63,4767844.21
18.0,9.6,144,117.825,130.927,25.749,26.796,300180.05,4767845.37
18.0,9.67,145,121.513,136.312,26.611,27.898,300178.5,4767846.51
18.0,9.73,146,125.53,142.362,28.095,29.749,300176.91,4767847.7
18.0,9.8,147,129.834,148.761,29.38,31.451,300175.36,4767848.86
18.0,9.87,148,134.581,154.71,30.938,34.902,300173.95,4767849.82
18.0,9.93,149,139.584,162.484,32.795,36.019,300172.37,4767851.03
21.0,8.2,123,179.147,123.749,26.336,23.767,300174.5,4767839.94
21.0,8.27,124,185.824,129.512,27.66,23.956,300172.76,4767841.24
21.0,8.33,125,194.055,136.518,29.368,25.246,300170.83,4767842.69
21.0,8.4,126,202.471,143.786,31.429,27.523,300169.02,4767844.05
21.0,8.47,127,211.326,151.594,32.786,29.289,300167.28,4767845.38
21.0,8.53,128,221.528,160.231,35.545,30.903,300165.5,4767846.69
21.0,8.6,129,232.495,169.5,37.854,33.27,300163.79,4767847.96
21.0,8.67,130,244.425,179.69,40.888,35.628,300162.11,4767849.21
21.0,8.73,131,257.55,191.297,44.238,39.03,300160.43,4767850.5
21.0,8.8,132,272.252,204.336,47.558,42.09,300158.77,4767851.79
21.0,8.87,133,288.633,216.626,51.51,41.588,300157.23,4767852.77
25.0,8.33,125,242.645,220.7,49.112,36.959,300159.84,4767854.96
26.0,10.0,150,245.511,69.522,19.813,11.57,300178.15,4767810.35
26.0,10.07,151,241.067,68.157,19.194,11.155,300179.36,4767809.55
26.0,10.13,152,236.779,66.588,19.361,11.319,300180.66,4767808.55
26.0,10.2,153,233.107,64.874,19.334,11.863,300181.95,4767807.36
26.0,10.27,154,229.166,63.438,18.406,11.579,300183.25,4767806.37
26.0,10.33,155,225.622,62.07,18.213,10.828,300184.48,4767805.38
26.0,10.4,156,222.117,60.846,17.595,10.679,300185.7,4767804.47
26.0,10.47,157,218.596,59.791,17.009,10.249,300186.88,4767803.69
26.0,10.53,158,215.556,58.741,16.655,9.725,300188.01,4767802.87
26.0,10.6,159,211.995,57.597,15.74,9.909,300189.32,4767801.95
26.0,10.67,160,208.698,56.42,15.383,10.108,300190.64,4767800.96
26.0,10.73,161,205.763,55.358,15.258,9.712,300191.87,4767800.02
26.0,10.8,162,202.508,53.983,13.949,8.939,300193.39,4767798.74
26.0,10.87,163,199.724,53.16,14.103,9.293,300194.53,4767797.99
26.0,10.93,164,197.093,52.286,13.757,8.685,300195.69,4767797.16
26.0,11.0,165,194.629,51.045,13.913,8.793,300197.09,4767795.86
26.0,11.07,166,192.187,50.32,13.643,8.655,300198.19,4767795.13
26.0,11.13,167,189.444,49.54,12.546,8.455,300199.43,4767794.33
26.0,11.2,168,186.997,48.478,11.44,7.472,300200.84,4767793.14
26.0,11.27,169,184.038,47.862,10.595,7.525,300202.09,4767792.51
26.0,8.93,134,339.161,108.949,25.177,17.652,300159.11,4767826.77
26.0,9.0,135,335.721,105.792,31.925,17.706,300159.73,4767825.67
26.0,9.07,136,329.153,102.613,33.202,16.904,300160.73,4767824.66
26.0,9.13,137,321.64,99.115,32.582,16.773,300161.92,4767823.49
26.0,9.2,138,313.646,96.216,31.503,15.892,300163.17,4767822.55
26.0,9.27,139,306.338,93.183,31.071,15.638,300164.43,4767821.46
26.0,9.33,140,299.357,90.288,28.753,14.725,300165.71,4767820.36
26.0,9.4,141,292.997,87.654,27.732,14.533,300166.93,4767819.3
26.0,9.47,142,286.831,84.998,26.617,13.658,300168.2,4767818.17
26.0,9.53,143,280.734,83.06,26.159,14.091,300169.39,4767817.38
26.0,9.6,144,274.528,80.571,25.118,13.413,300170.77,4767816.23
26.0,9.67,145,269.302,78.826,24.794,13.117,300171.91,4767815.43
26.0,9.73,146,264.153,76.988,23.302,12.644,300173.1,4767814.54
26.0,9.8,147,259.282,75.196,22.531,12.61,300174.3,4767813.62
26.0,9.87,148,254.511,73.253,21.878,12.493,300175.57,4767812.55
26.0,9.93,149,249.7,71.311,20.221,11.919,300176.91,4767811.44
30.0,9.4,141,80.178,54.249,11.992,11.969,300226.08,4767806.7
30.0,9.47,142,81.261,55.486,11.674,13.006,300224.35,4767808.0
30.0,9.53,143,83.166,57.111,11.988,11.771,300222.03,4767809.6
30.0,9.6,144,84.72,58.562,12.811,12.343,300220.1,4767810.97
30.0,9.67,145,86.362,60.506,12.887,12.645,300217.76,4767812.75
30.0,9.73,146,88.184,62.373,13.247,12.773,300215.56,4767814.34
30.0,9.8,147,89.884,64.324,13.389,13.073,300213.45,4767815.94
30.0,9.87,148,91.835,65.964,13.436,13.37,300211.62,4767817.18
30.0,9.93,149,93.451,68.069,13.696,14.107,300209.61,4767818.75
31.0,10.0,150,259.638,84.212,22.059,13.312,300172.14,4767819.14
31.0,10.07,151,254.438,81.972,21.595,12.262,300173.4,4767818.13
31.0,10.13,152,249.491,79.854,20.998,12.344,300174.64,4767817.12
31.0,10.2,153,244.527,77.614,20.462,12.166,300175.99,4767815.99
31.0,10.27,154,240.197,75.619,19.637,11.876,300177.23,4767814.93
31.0,10.33,155,235.942,73.815,19.263,11.487,300178.45,4767813.95
31.0,10.4,156,231.814,72.293,18.719,11.304,300179.62,4767813.11
31.0,10.47,157,227.629,70.629,18.218,10.962,300180.9,4767812.15
31.0,10.53,158,223.726,69.016,17.599,10.635,300182.16,4767811.16
31.0,10.6,159,219.711,67.57,17.091,10.735,300183.42,4767810.27
31.0,10.67,160,216.065,66.045,16.463,10.516,300184.7,4767809.26
31.0,10.73,161,212.51,64.703,16.136,9.992,300185.94,4767808.36
31.0,10.8,162,209.043,63.383,15.915,9.871,300187.2,4767807.44
31.0,10.87,163,205.903,62.279,15.687,9.328,300188.33,4767806.65
31.0,10.93,164,202.854,61.01,15.003,9.359,300189.57,4767805.69
31.0,11.0,165,199.421,59.441,14.406,9.426,300191.08,4767804.43
31.0,11.07,166,196.581,58.254,14.778,9.139,300192.33,4767803.45
31.0,11.13,167,194.021,57.2,14.069,8.831,300193.48,4767802.55
31.0,11.2,168,190.975,56.047,14.286,8.853,300194.84,4767801.56
31.0,11.27,169,188.412,54.634,13.416,9.315,300196.3,4767800.21
31.0,11.33,170,185.359,52.913,14.368,10.745,300198.14,4767798.5
31.0,11.4,171,182.451,51.105,15.084,12.784,300200.11,4767796.58
31.0,11.47,172,180.286,49.839,14.612,13.001,300201.59,4767795.18
31.0,11.53,173,177.55,48.754,14.808,13.671,300203.14,4767793.98
31.0,11.6,174,175.477,47.904,14.213,13.397,300204.38,4767793.01
31.0,11.67,175,173.275,47.204,13.647,13.043,300205.56,4767792.21
31.0,11.73,176,171.236,46.64,13.778,12.795,300206.61,4767791.56
31.0,11.8,177,169.348,46.054,12.946,12.495,300207.66,4767790.87
31.0,11.87,178,167.18,45.008,12.866,12.575,300209.24,4767789.52
31.0,11.93,179,165.474,44.668,12.036,11.478,300210.07,4767789.12
31.0,12.0,180,163.403,43.495,11.888,11.81,300211.83,4767787.51
31.0,12.07,181,161.554,42.905,11.435,11.638,300213.0,4767786.72
31.0,12.13,182,159.833,42.228,11.372,11.584,300214.25,4767785.76
31.0,12.2,183,158.017,41.557,11.118,11.434,300215.56,4767784.8
31.0,12.27,184,156.417,40.995,10.858,11.356,300216.7,4767783.97
31.0,12.33,185,154.797,40.546,10.401,11.064,300217.75,4767783.31
31.0,12.4,186,153.19,39.746,10.338,10.769,300219.23,4767782.05
31.0,12.47,187,151.549,39.489,10.099,10.328,300220.11,4767781.68
31.0,12.53,188,150.068,39.343,10.348,9.764,300220.8,4767781.5
31.0,9.47,142,311.94,106.521,28.843,15.318,300162.23,4767827.1
31.0,9.53,143,304.795,103.675,28.077,14.838,300163.33,4767826.28
31.0,9.6,144,297.323,100.144,27.284,14.79,300164.61,4767825.14
31.0,9.67,145,290.026,97.034,26.329,14.678,300165.9,4767824.1
31.0,9.73,146,283.365,94.151,25.021,13.882,300167.15,4767823.09
31.0,9.8,147,276.93,91.391,24.645,13.455,300168.41,4767822.06
31.0,9.87,148,271.044,88.945,23.76,13.858,300169.62,4767821.11
31.0,9.93,149,265.267,86.419,22.831,13.526,300170.89,4767820.07
33.0,10.53,158,336.692,119.579,27.419,15.232,300158.57,4767830.75
33.0,10.6,159,329.774,115.798,27.916,15.19,300159.53,4767829.76
33.0,10.67,160,320.542,111.831,27.115,14.044,300160.8,4767828.74
33.0,10.73,161,311.757,107.784,26.788,13.443,300162.12,4767827.61
33.0,10.8,162,303.706,104.325,25.528,13.344,300163.38,4767826.6
33.0,10.87,163,295.966,100.779,24.584,13.384,300164.69,4767825.48
33.0,10.93,164,288.448,97.832,24.16,13.115,300165.98,4767824.55
33.0,11.0,165,281.727,94.74,22.977,12.399,300167.26,4767823.45
33.0,11.07,166,275.277,91.907,21.846,11.965,300168.54,4767822.4
33.0,11.13,167,269.018,89.383,21.929,11.791,300169.81,4767821.45
33.0,11.2,168,263.306,86.649,20.993,11.531,300171.12,4767820.3
33.0,11.27,169,257.874,84.379,20.412,11.161,300172.36,4767819.33
33.0,11.33,170,252.544,82.0,19.638,10.641,300173.67,4767818.25
33.0,11.4,171,247.351,80.025,19.266,10.585,300174.93,4767817.34
33.0,11.47,172,242.36,77.917,18.667,10.203,300176.24,4767816.3
33.0,11.53,173,237.893,76.232,18.082,9.673,300177.42,4767815.46
33.0,11.6,174,233.334,74.412,17.26,9.678,300178.71,4767814.5
33.0,11.67,175,229.134,72.583,17.227,9.701,300179.99,4767813.47
33.0,11.73,176,224.732,70.941,16.901,9.393,300181.3,4767812.54
33.0,11.8,177,220.723,69.227,16.208,9.456,300182.62,4767811.49
33.0,11.87,178,216.985,67.653,16.032,9.003,300183.9,4767810.49
33.0,11.93,179,213.17,66.097,15.594,9.058,300185.23,4767809.47
33.0,12.0,180,209.787,64.672,15.028,8.799,300186.49,4767808.49
33.0,12.07,181,206.476,63.234,15.13,8.56,300187.78,4767807.46
33.0,12.13,182,203.296,62.177,14.943,8.383,300188.91,4767806.71
33.0,12.2,183,199.961,60.74,14.413,8.611,300190.31,4767805.61
33.0,12.27,184,197.018,59.412,14.51,8.514,300191.62,4767804.54
33.0,12.33,185,194.069,58.335,13.712,8.203,300192.84,4767803.67
33.0,12.4,186,191.073,57.36,13.292,7.931,300194.06,4767802.88
33.0,12.47,187,188.333,56.209,12.828,7.744,300195.36,4767801.87
33.0,12.53,188,185.866,55.273,12.752,7.784,300196.5,4767801.04
33.0,12.6,189,183.328,54.085,12.504,7.747,300197.87,4767799.91
33.0,12.67,190,180.589,53.278,12.0,7.373,300199.07,4767799.17
33.0,12.73,191,178.258,51.983,11.869,7.444,300200.55,4767797.84
33.0,12.8,192,175.777,51.04,11.121,7.382,300201.87,4767796.87
33.0,12.87,193,173.647,50.111,11.011,7.172,300203.13,4767795.88
33.0,12.93,194,171.391,49.41,10.825,6.79,300204.28,4767795.14
34.0,10.67,160,327.278,67.888,18.023,7.824,300165.37,4767805.03
34.0,10.73,161,324.828,67.747,17.323,8.099,300165.77,4767805.04
34.0,10.8,162,322.984,67.174,17.974,8.336,300166.15,4767804.69
34.0,10.87,163,320.487,66.921,17.135,8.034,300166.58,4767804.61
34.0,10.93,164,317.759,66.791,15.947,7.866,300167.03,4767804.64
34.0,11.0,165,315.67,66.827,15.264,7.575,300167.34,4767804.76
34.0,11.07,166,313.734,66.876,14.921,7.181,300167.64,4767804.89
34.0,11.13,167,311.48,66.703,14.562,7.129,300168.03,4767804.86
34.0,11.2,168,309.335,66.073,15.287,7.58,300168.49,4767804.47
34.0,11.27,169,307.245,65.709,15.478,7.307,300168.9,4767804.28
34.0,11.33,170,305.422,65.624,15.75,6.914,300169.21,4767804.3
34.0,11.4,171,303.827,65.712,15.472,6.763,300169.45,4767804.45
34.0,11.47,172,301.668,65.656,15.253,6.583,300169.81,4767804.5
34.0,11.53,173,299.589,65.218,15.245,7.221,300170.25,4767804.25
34.0,11.6,174,297.566,65.107,15.892,7.247,300170.61,4767804.26
34.0,11.67,175,295.798,64.889,16.385,7.459,300170.95,4767804.17
34.0,11.73,176,293.273,64.61,15.773,7.536,300171.44,4767804.06
34.0,11.8,177,291.049,64.875,14.087,7.435,300171.74,4767804.39
34.0,11.87,178,289.806,64.776,13.996,7.266,300171.97,4767804.37
34.0,11.93,179,288.125,64.817,11.31,6.727,300172.25,4767804.48
34.0,12.67,190,268.259,60.787,11.379,6.588,300176.87,4767802.02
34.0,12.73,191,266.94,60.425,11.903,6.345,300177.23,4767801.76
43.0,12.13,182,325.051,67.705,15.442,7.334,300165.74,4767805.0
43.0,12.2,183,323.252,67.626,16.442,7.413,300166.03,4767805.02
43.0,12.27,184,320.882,67.523,16.185,7.267,300166.41,4767805.05
43.0,12.33,185,318.271,67.399,15.78,7.619,300166.83,4767805.08
43.0,12.4,186,316.001,67.102,15.881,7.87,300167.24,4767804.96
43.0,12.47,187,313.661,66.793,15.834,7.673,300167.67,4767804.83
43.0,12.53,188,311.959,66.799,15.073,7.267,300167.93,4767804.92
43.0,12.6,189,309.06,66.851,14.757,6.482,300168.38,4767805.09
43.0,12.67,190,307.12,66.828,13.684,6.312,300168.69,4767805.17
43.0,12.73,191,304.731,66.442,15.353,6.53,300169.15,4767804.98
43.0,12.8,192,303.321,66.103,15.515,6.518,300169.45,4767804.78
43.0,12.87,193,301.774,66.115,14.932,5.853,300169.69,4767804.86
44.0,12.6,189,23.587,191.09,37.986,16.969,300178.32,4767860.93
44.0,12.67,190,28.735,190.681,38.332,16.84,300177.95,4767860.63
44.0,12.73,191,33.67,190.425,38.008,16.969,300177.57,4767860.36
44.0,12.8,192,39.408,189.961,37.767,16.683,300177.16,4767860.02
44.0,12.87,193,43.078,189.37,33.641,16.495,300176.94,4767859.77
44.0,12.93,194,47.189,189.027,30.984,16.596,300176.64,4767859.53
44.0,13.0,195,50.655,188.574,26.153,16.874,300176.42,4767859.3
44.0,13.07,196,53.892,188.267,20.865,16.25,300176.19,4767859.11
50.0,13.33,200,140.639,120.791,23.861,19.716,300179.61,4767841.21
50.0,13.4,201,145.055,125.669,24.511,20.827,300178.02,4767842.39
52.0,13.47,202,281.658,106.211,26.989,15.64,300165.64,4767828.46
52.0,13.53,203,274.527,102.609,26.388,15.216,300166.96,4767827.34
52.0,13.6,204,266.386,98.678,24.654,14.614,300168.55,4767826.06
52.0,13.67,205,259.237,95.19,24.355,13.738,300170.04,4767824.83
52.0,13.73,206,252.48,91.708,23.258,13.341,300171.59,4767823.51
52.0,13.8,207,246.002,88.733,22.4,13.214,300173.09,4767822.34
52.0,13.87,208,239.937,85.85,21.432,12.486,300174.61,4767821.12
52.0,13.93,209,234.558,83.312,20.858,11.843,300176.03,4767819.99
52.0,14.0,210,229.199,80.833,20.272,11.961,300177.51,4767818.83
52.0,14.07,211,223.993,78.52,19.313,11.434,300178.99,4767817.71
52.0,14.13,212,219.287,76.451,18.872,11.238,300180.4,4767816.65
52.0,14.2,213,214.904,74.427,18.078,10.816,300181.81,4767815.55
52.0,14.27,214,210.482,72.356,17.282,10.976,300183.31,4767814.37
52.0,14.33,215,206.423,70.279,16.874,10.744,300184.82,4767813.1
52.0,14.4,216,202.399,68.388,16.544,10.71,300186.33,4767811.9
52.0,14.47,217,198.334,66.736,16.45,10.502,300187.82,4767810.84
52.0,14.53,218,194.651,64.91,15.595,9.862,300189.38,4767809.56
52.0,14.6,219,190.984,63.27,15.101,9.748,300190.92,4767808.38
52.0,14.67,220,187.711,61.818,14.928,9.536,300192.35,4767807.29
52.0,14.73,221,184.555,60.198,14.285,9.371,300193.91,4767806.0
52.0,14.8,222,181.256,58.988,14.031,9.424,300195.33,4767805.04
52.0,14.87,223,178.07,57.744,13.276,8.917,300196.8,4767804.01
52.0,14.93,224,175.271,56.45,12.846,8.475,300198.27,4767802.87
52.0,15.0,225,172.53,55.476,12.621,8.37,300199.56,4767802.02
52.0,15.07,226,169.601,54.333,12.69,7.952,300201.07,4767800.96
52.0,15.13,227,167.292,53.194,12.498,8.256,300202.47,4767799.84
52.0,15.2,228,164.855,51.951,12.053,8.189,300204.03,4767798.56
52.0,15.27,229,162.283,51.078,11.673,7.923,300205.4,4767797.68
52.0,15.33,230,159.922,50.07,11.716,7.655,300206.86,4767796.59
52.0,15.4,231,157.546,49.086,11.046,7.359,300208.36,4767795.5
52.0,15.47,232,155.384,48.025,10.981,7.483,300209.92,4767794.26
52.0,15.53,233,153.397,47.122,10.907,7.301,300211.34,4767793.17
52.0,15.6,234,151.301,46.181,11.029,7.202,300212.87,4767792.0
52.0,15.67,235,149.267,45.508,10.189,6.813,300214.16,4767791.17
52.0,15.73,236,147.436,44.593,10.012,6.614,300215.68,4767789.96
52.0,15.8,237,145.5,43.936,9.51,6.536,300217.0,4767789.09
52.0,15.87,238,143.716,43.07,9.558,6.677,300218.55,4767787.87
52.0,15.93,239,142.019,42.508,9.426,6.796,300219.76,4767787.09
52.0,16.0,240,140.449,41.782,8.997,6.282,300221.15,4767786.02
63.0,14.67,220,336.628,135.242,30.377,20.251,300157.59,4767835.58
63.0,14.73,221,328.569,130.04,33.764,19.22,300158.62,4767834.43
63.0,14.8,222,317.967,124.294,33.399,18.216,300160.02,4767833.15
63.0,14.87,223,307.121,119.277,32.102,17.598,300161.5,4767832.02
63.0,14.93,224,297.041,114.373,30.503,16.864,300163.01,4767830.8
63.0,15.0,225,287.774,110.205,29.34,16.052,300164.46,4767829.71
63.0,15.07,226,279.381,106.338,27.875,14.614,300165.88,4767828.63
63.0,15.13,227,271.177,102.539,26.471,14.305,300167.37,4767827.49
63.0,15.2,228,263.442,98.928,25.05,13.775,300168.87,4767826.32
63.0,15.27,229,256.313,95.251,24.481,13.229,300170.41,4767825.02
63.0,15.33,230,249.555,92.263,23.672,13.022,300171.87,4767823.94
63.0,15.4,231,243.216,89.226,22.807,12.644,300173.37,4767822.74
63.0,15.47,232,237.331,86.334,21.591,12.282,300174.87,4767821.53
63.0,15.53,233,231.311,83.682,20.126,11.466,300176.42,4767820.39
63.0,15.6,234,225.821,81.229,19.881,11.134,300177.92,4767819.26
63.0,15.67,235,220.652,78.789,19.361,10.887,300179.45,4767818.06
63.0,15.73,236,215.979,76.554,18.376,10.643,300180.92,4767816.91
63.0,15.8,237,211.288,74.416,17.954,10.513,300182.43,4767815.75
63.0,15.87,238,207.054,72.224,17.487,10.359,300183.97,4767814.47
63.0,15.93,239,202.48,70.446,16.986,9.957,300185.48,4767813.45
63.0,16.0,240,198.285,68.403,16.547,9.998,300187.11,4767812.15
69.0,15.4,231,155.88,139.392,26.459,23.327,300174.28,4767845.39
69.0,16.67,250,155.855,139.633,26.442,26.388,300174.24,4767845.44
69.0,18.33,275,157.747,139.514,27.219,27.077,300174.06,4767845.32
69.0,18.4,276,161.526,143.65,28.401,28.476,300173.02,4767846.09
