id,time,video_end_time,frame_num,x_pix,y_pix,w_pix,h_pix,x_utm,y_utm
9.0,1685917876.33,1685917873,50,196.941,65.859,14.89,10.757,-1328.64,-1126.99
1.0,1685917873.33,1685917873,5,220.75,150.933,30.562,25.107,-1380.29,-1117.08
2.0,1685917873.33,1685917873,5,166.661,159.128,37.05,28.64,-1381.15,-1111.79
3.0,1685917873.33,1685917873,5,265.39,71.25,12.913,9.628,-1339.66,-1138.48
4.0,1685917879.33,1685917873,95,320.86,48.564,8.613,6.588,-1307.46,-1169.0
17.0,1685917879.33,1685917873,95,152.686,87.069,20.484,12.5,-1349.07,-1114.54
34.0,1685917879.33,1685917873,95,17.83,145.246,33.854,29.342,-1374.09,-1097.75
35.0,1685917879.33,1685917873,95,202.665,65.032,13.811,9.695,-1327.85,-1128.5
2.0,1685917876.47,1685917873,52,297.608,47.136,7.896,6.399,-1301.72,-1164.64
4.0,1685917876.47,1685917873,52,288.489,97.415,18.358,15.216,-1361.81,-1132.79
6.0,1685917876.47,1685917873,52,242.911,117.032,23.155,18.438,-1369.91,-1122.97
7.0,1685917876.47,1685917873,52,268.452,142.242,25.796,22.582,-1379.08,-1122.35
9.0,1685917876.47,1685917873,52,189.049,69.078,15.558,11.831,-1332.48,-1124.37
1.0,1685917873.07,1685917873,1,190.493,187.649,40.425,33.653,-1387.19,-1112.65
2.0,1685917873.07,1685917873,1,116.654,203.73,53.328,41.603,-1388.51,-1107.06
3.0,1685917873.07,1685917873,1,257.296,77.947,14.23,10.735,-1346.09,-1134.23
4.0,1685917879.0,1685917873,90,318.671,51.16,8.237,7.155,-1312.91,-1165.22
17.0,1685917879.0,1685917873,90,174.326,77.812,17.698,11.143,-1341.65,-1119.56
35.0,1685917880.8,1685917873,117,105.296,105.979,27.418,17.252,-1360.08,-1106.58
42.0,1685917880.8,1685917873,117,288.149,103.271,14.866,12.92,-1365.0,-1131.21
44.0,1685917880.8,1685917873,117,282.768,75.732,13.44,9.587,-1345.29,-1139.59
52.0,1685917880.8,1685917873,117,253.706,79.978,14.69,11.873,-1347.77,-1132.89
53.0,1685917880.8,1685917873,117,262.436,159.621,27.696,25.375,-1383.19,-1120.04
4.0,1685917878.8,1685917873,87,317.175,53.01,8.367,7.186,-1316.48,-1162.77
17.0,1685917878.8,1685917873,87,185.395,72.924,15.999,10.215,-1336.96,-1122.65
2.0,1685917876.4,1685917873,51,296.684,47.602,7.614,6.402,-1302.79,-1163.8
4.0,1685917876.4,1685917873,51,287.43,100.333,18.028,15.947,-1363.41,-1131.86
6.0,1685917876.4,1685917873,51,239.112,121.345,23.856,19.551,-1371.53,-1121.92
7.0,1685917876.4,1685917873,51,265.63,148.319,26.463,23.272,-1380.61,-1121.42
5.0,1685917876.4,1685917873,51,129.968,83.329,22.127,15.002,-1344.73,-1111.04
9.0,1685917876.4,1685917873,51,192.979,67.598,15.259,11.461,-1330.78,-1125.61
17.0,1685917880.47,1685917873,112,20.542,148.321,38.835,25.503,-1375.09,-1098.19
35.0,1685917880.47,1685917873,112,136.28,92.029,22.202,15.076,-1352.22,-1111.52
42.0,1685917880.47,1685917873,112,279.796,120.297,18.111,15.62,-1372.28,-1126.66
44.0,1685917880.47,1685917873,112,274.893,84.822,15.291,11.805,-1352.8,-1134.68
52.0,1685917880.47,1685917873,112,238.177,93.104,17.756,14.168,-1357.19,-1126.74
53.0,1685917880.47,1685917873,112,239.69,206.856,36.618,38.304,-1390.78,-1115.29
1.0,1685917874.2,1685917873,18,269.871,91.637,16.227,12.651,-1357.49,-1131.78
2.0,1685917874.2,1685917873,18,241.957,91.31,17.866,13.643,-1356.13,-1127.72
3.0,1685917874.2,1685917873,18,283.82,56.384,8.48,7.206,-1319.98,-1151.64
4.0,1685917879.47,1685917873,97,321.562,47.305,8.018,6.878,-1304.56,-1170.89
17.0,1685917879.47,1685917873,97,142.645,91.509,21.998,13.087,-1352.11,-1112.55
35.0,1685917879.47,1685917873,97,196.908,67.014,14.245,10.389,-1330.24,-1126.61
4.0,1685917878.0,1685917873,75,310.279,62.377,10.776,8.426,-1331.35,-1152.72
6.0,1685917878.0,1685917873,75,288.418,66.234,11.144,9.269,-1335.07,-1145.63
7.0,1685917878.0,1685917873,75,302.85,75.815,12.322,10.106,-1346.41,-1143.06
2.0,1685917875.87,1685917873,43,288.327,53.623,8.407,7.197,-1315.22,-1155.15
4.0,1685917875.87,1685917873,43,271.584,129.148,24.567,21.583,-1375.2,-1124.37
5.0,1685917875.87,1685917873,43,169.236,68.664,17.458,12.579,-1330.68,-1120.41
6.0,1685917875.87,1685917873,43,191.406,178.049,38.797,32.632,-1385.54,-1113.09
2.0,1685917877.4,1685917873,66,308.598,40.543,7.789,5.767,-1283.82,-1177.86
4.0,1685917877.4,1685917873,66,303.769,72.009,12.425,10.521,-1342.65,-1145.21
6.0,1685917877.4,1685917873,66,276.535,78.834,14.595,11.555,-1347.87,-1137.18
7.0,1685917877.4,1685917873,66,294.009,92.045,15.137,12.904,-1358.73,-1135.18
9.0,1685917877.4,1685917873,66,103.358,105.642,28.614,19.601,-1359.82,-1106.32
1.0,1685917873.47,1685917873,7,232.304,136.656,27.097,21.91,-1376.61,-1119.42
2.0,1685917873.47,1685917873,7,185.419,142.224,32.824,24.44,-1377.14,-1114.34
3.0,1685917873.47,1685917873,7,269.007,68.279,12.196,9.487,-1336.41,-1140.64
2.0,1685917877.27,1685917873,64,307.349,41.062,8.132,5.828,-1285.38,-1176.55
4.0,1685917877.27,1685917873,64,302.431,75.085,12.224,10.276,-1345.68,-1143.35
6.0,1685917877.27,1685917873,64,272.922,82.314,15.438,12.166,-1350.7,-1135.25
7.0,1685917877.27,1685917873,64,291.877,97.048,15.808,13.495,-1361.72,-1133.36
9.0,1685917877.27,1685917873,64,120.608,98.114,25.95,17.974,-1355.84,-1108.88
1.0,1685917873.73,1685917873,11,249.751,115.186,21.365,17.361,-1369.34,-1124.05
2.0,1685917873.73,1685917873,11,212.282,118.069,24.591,19.245,-1369.44,-1119.25
3.0,1685917873.73,1685917873,11,274.861,63.394,10.733,8.279,-1330.39,-1144.61
1.0,1685917874.27,1685917873,19,271.864,89.298,15.883,12.322,-1355.98,-1132.76
2.0,1685917874.27,1685917873,19,245.192,88.533,17.505,13.472,-1354.3,-1128.92
3.0,1685917874.27,1685917873,19,285.001,55.557,8.4,7.069,-1318.59,-1152.62
2.0,1685917876.6,1685917873,54,299.629,46.027,7.784,6.253,-1299.08,-1166.65
4.0,1685917876.6,1685917873,54,291.996,92.549,15.754,14.113,-1358.98,-1134.72
6.0,1685917876.6,1685917873,54,249.416,109.342,20.522,16.759,-1366.71,-1125.0
7.0,1685917876.6,1685917873,54,273.944,131.657,23.213,20.231,-1376.08,-1124.25
9.0,1685917876.6,1685917873,54,180.486,72.732,16.898,11.888,-1336.45,-1121.75
2.0,1685917875.47,1685917873,37,280.852,58.967,10.118,8.321,-1324.13,-1148.93
3.0,1685917875.47,1685917873,37,301.083,44.541,6.821,6.436,-1295.21,-1169.14
4.0,1685917875.47,1685917873,37,250.857,166.174,33.314,29.907,-1384.34,-1118.53
5.0,1685917875.47,1685917873,37,190.917,60.922,14.308,10.937,-1320.61,-1127.4
4.0,1685917879.27,1685917873,94,320.598,48.975,9.13,6.873,-1308.37,-1168.4
17.0,1685917879.27,1685917873,94,157.528,85.062,20.102,12.305,-1347.6,-1115.56
31.0,1685917879.27,1685917873,94,207.691,163.116,39.693,29.161,-1382.87,-1115.13
17.0,1685917880.2,1685917873,108,63.534,127.438,34.724,21.151,-1368.98,-1101.76
35.0,1685917880.2,1685917873,108,156.49,83.532,19.579,13.636,-1346.21,-1115.57
42.0,1685917880.2,1685917873,108,270.449,138.796,22.142,19.166,-1378.16,-1122.96
44.0,1685917880.2,1685917873,108,266.748,94.312,17.733,13.358,-1359.11,-1130.58
4.0,1685917878.93,1685917873,89,318.092,51.714,8.305,7.047,-1314.0,-1164.44
17.0,1685917878.93,1685917873,89,178.144,76.258,17.106,10.934,-1340.24,-1120.56
4.0,1685917877.93,1685917873,74,309.816,63.77,10.816,8.459,-1333.23,-1151.59
6.0,1685917877.93,1685917873,74,287.158,67.458,11.129,9.006,-1336.51,-1144.65
7.0,1685917877.93,1685917873,74,301.715,77.5,12.813,10.385,-1347.92,-1142.05
17.0,1685917880.4,1685917873,111,31.101,142.604,40.721,24.049,-1373.57,-1098.94
35.0,1685917880.4,1685917873,111,141.871,89.704,21.778,14.736,-1350.69,-1112.56
42.0,1685917880.4,1685917873,111,277.521,124.409,18.292,16.035,-1373.73,-1125.72
44.0,1685917880.4,1685917873,111,273.018,87.06,16.317,12.13,-1354.41,-1133.64
52.0,1685917880.4,1685917873,111,235.081,95.959,18.788,14.851,-1358.91,-1125.67
53.0,1685917880.4,1685917873,111,234.2,216.622,38.694,39.907,-1391.92,-1114.52
35.0,1685917880.73,1685917873,116,112.18,102.8,26.266,16.867,-1358.47,-1107.56
42.0,1685917880.73,1685917873,116,286.823,106.422,15.231,13.069,-1366.53,-1130.28
44.0,1685917880.73,1685917873,116,281.164,77.303,14.174,10.242,-1346.7,-1138.61
52.0,1685917880.73,1685917873,116,250.978,82.259,15.384,12.185,-1349.62,-1131.67
53.0,1685917880.73,1685917873,116,258.758,167.068,29.641,27.633,-1384.67,-1119.1
1.0,1685917875.13,1685917873,32,292.435,66.677,10.975,8.455,-1335.88,-1146.16
2.0,1685917875.13,1685917873,32,273.602,64.704,11.789,8.775,-1332.12,-1143.55
3.0,1685917875.13,1685917873,32,297.459,46.848,7.629,6.388,-1300.98,-1164.97
17.0,1685917880.0,1685917873,105,90.467,114.964,30.883,18.136,-1364.3,-1104.68
35.0,1685917880.0,1685917873,105,169.174,78.214,17.951,12.41,-1341.79,-1118.56
42.0,1685917880.0,1685917873,105,261.475,156.978,26.106,22.976,-1382.59,-1120.2
44.0,1685917880.0,1685917873,105,259.258,103.818,19.635,14.798,-1364.29,-1127.32
17.0,1685917879.8,1685917873,102,112.997,104.868,26.353,15.729,-1359.72,-1107.64
35.0,1685917879.8,1685917873,102,180.393,73.554,16.689,11.876,-1337.39,-1121.55
42.0,1685917879.8,1685917873,102,248.596,180.777,31.125,29.247,-1387.02,-1117.33
44.0,1685917879.8,1685917873,102,249.229,115.419,22.821,16.888,-1369.43,-1123.95
4.0,1685917879.6,1685917873,99,322.558,45.895,7.185,5.918,-1301.15,-1173.18
17.0,1685917879.6,1685917873,99,131.931,96.529,23.82,14.274,-1355.23,-1110.61
35.0,1685917879.6,1685917873,99,190.393,69.629,14.949,10.894,-1333.27,-1124.49
42.0,1685917879.6,1685917873,99,231.038,212.884,38.854,37.824,-1391.42,-1114.47
2.0,1685917875.67,1685917873,40,284.802,55.904,9.188,7.894,-1319.2,-1152.27
4.0,1685917875.67,1685917873,40,262.837,145.098,28.057,25.217,-1379.72,-1121.5
5.0,1685917875.67,1685917873,40,180.631,64.4,16.033,11.711,-1325.4,-1123.93
17.0,1685917880.13,1685917873,107,73.214,122.856,33.047,20.044,-1367.36,-1102.74
35.0,1685917880.13,1685917873,107,160.795,81.829,18.973,13.069,-1344.87,-1116.53
42.0,1685917880.13,1685917873,107,267.838,144.175,23.673,20.497,-1379.58,-1122.07
44.0,1685917880.13,1685917873,107,264.425,97.375,18.442,14.09,-1360.89,-1129.47
2.0,1685917875.4,1685917873,36,279.679,59.964,10.815,8.346,-1325.63,-1147.94
3.0,1685917875.4,1685917873,36,300.375,44.882,6.75,6.166,-1296.08,-1168.44
4.0,1685917875.4,1685917873,36,245.672,174.498,35.456,32.286,-1385.85,-1117.51
5.0,1685917875.4,1685917873,36,193.858,59.945,14.092,10.318,-1319.18,-1128.45
2.0,1685917877.07,1685917873,61,305.012,42.187,6.612,5.926,-1288.7,-1173.93
4.0,1685917877.07,1685917873,61,299.821,79.319,13.995,11.369,-1349.44,-1140.9
6.0,1685917877.07,1685917873,61,267.578,88.672,16.74,13.366,-1355.35,-1132.31
7.0,1685917877.07,1685917873,61,287.43,105.125,17.777,14.929,-1365.91,-1130.66
9.0,1685917877.07,1685917873,61,142.383,88.507,22.485,15.669,-1349.77,-1112.74
2.0,1685917877.13,1685917873,62,305.661,41.771,6.924,5.77,-1287.47,-1174.81
4.0,1685917877.13,1685917873,62,300.711,77.938,13.293,10.931,-1348.26,-1141.68
6.0,1685917877.13,1685917873,62,269.254,86.593,16.207,12.967,-1353.9,-1133.21
7.0,1685917877.13,1685917873,62,288.65,102.199,16.85,14.279,-1364.45,-1131.54
9.0,1685917877.13,1685917873,62,135.725,91.532,23.157,16.001,-1351.83,-1111.47
35.0,1685917880.93,1685917873,119,90.507,112.33,29.764,19.226,-1362.99,-1104.65
42.0,1685917880.93,1685917873,119,290.948,98.035,13.56,12.024,-1362.25,-1132.95
44.0,1685917880.93,1685917873,119,285.382,72.6,12.757,9.672,-1342.26,-1141.54
52.0,1685917880.93,1685917873,119,258.676,76.251,14.444,10.621,-1344.53,-1135.12
53.0,1685917880.93,1685917873,119,268.98,146.973,25.023,22.517,-1380.34,-1121.87
2.0,1685917876.2,1685917873,48,293.721,50.075,8.432,6.841,-1308.3,-1160.12
4.0,1685917876.2,1685917873,48,282.717,109.345,20.062,17.773,-1367.78,-1129.12
6.0,1685917876.2,1685917873,48,225.903,137.409,28.237,21.869,-1376.68,-1118.71
7.0,1685917876.2,1685917873,48,254.055,169.359,30.63,29.973,-1385.03,-1118.55
5.0,1685917876.2,1685917873,48,146.422,77.174,19.658,13.847,-1339.48,-1114.54
1.0,1685917874.0,1685917873,15,262.313,100.242,18.433,14.326,-1362.46,-1128.51
2.0,1685917874.0,1685917873,15,231.21,100.819,19.89,15.653,-1361.66,-1124.17
3.0,1685917874.0,1685917873,15,280.227,59.268,9.651,7.755,-1324.57,-1148.57
2.0,1685917876.13,1685917873,47,292.724,50.521,7.917,6.832,-1309.19,-1159.38
4.0,1685917876.13,1685917873,47,280.84,112.706,20.02,17.906,-1369.22,-1128.2
6.0,1685917876.13,1685917873,47,220.283,143.705,29.832,23.654,-1378.37,-1117.6
7.0,1685917876.13,1685917873,47,249.122,178.772,32.55,31.765,-1386.68,-1117.5
5.0,1685917876.13,1685917873,47,151.366,74.83,20.046,14.171,-1337.18,-1115.77
1.0,1685917873.27,1685917873,4,213.596,159.123,32.529,27.874,-1382.1,-1115.88
2.0,1685917873.27,1685917873,4,155.745,169.31,41.111,31.489,-1383.18,-1110.53
3.0,1685917873.27,1685917873,4,263.445,72.9,13.898,9.686,-1341.36,-1137.37
1.0,1685917874.87,1685917873,28,287.298,72.298,11.278,9.184,-1342.04,-1142.04
2.0,1685917874.87,1685917873,28,266.694,70.31,12.72,10.163,-1338.67,-1139.18
3.0,1685917874.87,1685917873,28,294.04,49.341,7.901,5.986,-1306.67,-1161.03
4.0,1685917878.07,1685917873,76,310.646,61.285,10.993,8.112,-1329.82,-1153.64
6.0,1685917878.07,1685917873,76,289.602,64.775,11.212,9.026,-1333.25,-1146.78
7.0,1685917878.07,1685917873,76,303.466,74.535,11.529,9.64,-1345.2,-1143.81
1.0,1685917873.53,1685917873,8,237.344,130.463,25.333,20.837,-1374.76,-1120.6
2.0,1685917873.53,1685917873,8,193.145,135.198,29.968,22.69,-1375.19,-1115.57
3.0,1685917873.53,1685917873,8,270.537,67.002,11.67,8.996,-1334.92,-1141.62
4.0,1685917879.53,1685917873,98,322.169,46.434,7.428,6.54,-1302.48,-1172.28
17.0,1685917879.53,1685917873,98,137.412,93.839,22.905,13.792,-1353.59,-1111.58
35.0,1685917879.53,1685917873,98,193.627,68.388,14.683,10.556,-1331.87,-1125.5
2.0,1685917876.0,1685917873,45,290.641,51.809,8.129,7.193,-1311.76,-1157.5
4.0,1685917876.0,1685917873,45,276.278,120.213,22.381,19.357,-1372.15,-1126.28
6.0,1685917876.0,1685917873,45,207.442,158.568,34.305,27.516,-1381.85,-1115.38
7.0,1685917876.0,1685917873,45,237.633,200.586,38.085,37.769,-1389.9,-1115.45
4.0,1685917879.13,1685917873,92,319.543,50.289,9.114,6.88,-1311.16,-1166.48
17.0,1685917879.13,1685917873,92,166.332,81.183,19.035,11.765,-1344.54,-1117.58
2.0,1685917877.47,1685917873,67,308.973,40.306,7.046,5.371,-1283.06,-1178.41
4.0,1685917877.47,1685917873,67,304.695,70.431,12.003,10.603,-1341.0,-1146.28
6.0,1685917877.47,1685917873,67,278.031,77.125,14.232,11.075,-1346.37,-1138.15
7.0,1685917877.47,1685917873,67,294.828,89.879,15.351,12.499,-1357.33,-1136.01
35.0,1685917880.87,1685917873,118,98.032,109.212,28.075,18.384,-1361.62,-1105.6
42.0,1685917880.87,1685917873,118,289.598,100.534,13.67,12.442,-1363.6,-1132.09
44.0,1685917880.87,1685917873,118,284.188,74.011,12.563,9.556,-1343.65,-1140.64
52.0,1685917880.87,1685917873,118,256.333,78.021,14.71,11.311,-1346.11,-1134.03
53.0,1685917880.87,1685917873,118,266.011,153.517,26.155,22.795,-1381.88,-1120.92
35.0,1685917880.67,1685917873,115,118.689,99.844,25.51,16.966,-1356.89,-1108.55
42.0,1685917880.67,1685917873,115,285.53,109.587,15.429,13.416,-1367.98,-1129.41
44.0,1685917880.67,1685917873,115,279.894,78.994,13.68,10.726,-1348.18,-1137.69
52.0,1685917880.67,1685917873,115,248.345,84.585,15.688,12.543,-1351.42,-1130.53
53.0,1685917880.67,1685917873,115,255.114,175.467,31.603,29.321,-1386.2,-1118.19
2.0,1685917877.33,1685917873,65,308.203,40.931,8.224,5.828,-1285.06,-1177.04
4.0,1685917877.33,1685917873,65,303.046,73.422,11.985,10.007,-1344.07,-1144.32
6.0,1685917877.33,1685917873,65,274.736,80.464,14.368,11.859,-1349.22,-1136.24
7.0,1685917877.33,1685917873,65,292.907,94.477,14.891,12.79,-1360.22,-1134.26
9.0,1685917877.33,1685917873,65,112.278,101.94,27.329,18.342,-1357.95,-1107.59
2.0,1685917876.67,1685917873,55,300.362,45.521,7.338,5.991,-1297.82,-1167.55
4.0,1685917876.67,1685917873,55,293.349,90.203,14.999,13.426,-1357.49,-1135.68
6.0,1685917876.67,1685917873,55,252.73,105.695,20.142,16.077,-1365.03,-1126.09
7.0,1685917876.67,1685917873,55,276.599,126.786,22.014,19.271,-1374.54,-1125.25
9.0,1685917876.67,1685917873,55,176.045,74.406,17.501,12.426,-1338.11,-1120.54
17.0,1685917880.27,1685917873,109,53.478,132.091,36.663,22.021,-1370.49,-1100.82
35.0,1685917880.27,1685917873,109,152.035,85.298,20.756,14.085,-1347.55,-1114.62
42.0,1685917880.27,1685917873,109,273.106,133.445,21.046,18.422,-1376.62,-1123.92
44.0,1685917880.27,1685917873,109,268.924,91.622,16.844,12.744,-1357.45,-1131.64
1.0,1685917874.13,1685917873,17,267.445,94.183,17.255,13.804,-1359.05,-1130.72
2.0,1685917874.13,1685917873,17,238.591,94.086,18.65,14.57,-1357.86,-1126.58
3.0,1685917874.13,1685917873,17,282.473,57.328,8.803,7.098,-1321.52,-1150.56
1.0,1685917875.33,1685917873,35,294.246,62.481,13.891,9.194,-1330.41,-1149.29
2.0,1685917875.33,1685917873,35,278.148,61.035,11.138,8.268,-1327.17,-1146.86
3.0,1685917875.33,1685917873,35,299.711,45.232,7.338,6.345,-1296.97,-1167.76
4.0,1685917875.33,1685917873,35,240.252,184.326,37.896,34.394,-1387.47,-1116.49
5.0,1685917875.33,1685917873,35,197.179,58.732,13.469,10.117,-1317.3,-1129.74
2.0,1685917875.93,1685917873,44,289.599,52.758,8.352,6.83,-1313.61,-1156.29
4.0,1685917875.93,1685917873,44,273.957,124.51,23.49,20.873,-1373.67,-1125.32
5.0,1685917875.93,1685917873,44,165.202,69.966,17.964,12.826,-1332.13,-1119.31
6.0,1685917875.93,1685917873,44,200.175,167.489,36.37,29.825,-1383.65,-1114.27
7.0,1685917875.93,1685917873,44,231.818,212.238,40.659,38.33,-1391.35,-1114.54
4.0,1685917877.8,1685917873,72,308.647,65.6,9.856,8.22,-1335.53,-1150.07
6.0,1685917877.8,1685917873,72,284.86,69.909,12.03,9.932,-1339.27,-1142.84
7.0,1685917877.8,1685917873,72,300.158,80.529,13.775,11.188,-1350.49,-1140.42
17.0,1685917880.07,1685917873,106,82.179,118.872,31.812,18.966,-1365.87,-1103.71
35.0,1685917880.07,1685917873,106,164.991,80.103,18.582,12.64,-1343.44,-1117.51
42.0,1685917880.07,1685917873,106,264.863,150.233,24.574,21.963,-1381.07,-1121.15
44.0,1685917880.07,1685917873,106,261.864,100.703,19.274,14.28,-1362.7,-1128.34
2.0,1685917877.0,1685917873,60,304.066,42.66,6.68,5.698,-1290.04,-1172.87
4.0,1685917877.0,1685917873,60,298.499,80.97,14.094,12.086,-1350.78,-1139.96
6.0,1685917877.0,1685917873,60,265.309,91.216,16.899,13.795,-1357.03,-1131.22
7.0,1685917877.0,1685917873,60,285.854,108.041,17.949,15.524,-1367.27,-1129.79
9.0,1685917877.0,1685917873,60,148.764,85.584,21.418,15.405,-1347.64,-1114.05
35.0,1685917880.53,1685917873,113,130.676,94.428,23.31,15.766,-1353.73,-1110.53
42.0,1685917880.53,1685917873,113,281.846,116.589,17.078,14.93,-1370.88,-1127.56
44.0,1685917880.53,1685917873,113,276.771,82.958,14.845,11.051,-1351.41,-1135.64
52.0,1685917880.53,1685917873,113,241.758,90.007,16.725,13.918,-1355.21,-1128.02
53.0,1685917880.53,1685917873,113,245.442,195.33,34.868,35.246,-1389.27,-1116.25
1.0,1685917874.67,1685917873,25,283.077,77.046,13.055,10.309,-1346.56,-1139.06
2.0,1685917874.67,1685917873,25,260.683,75.451,13.765,10.589,-1343.85,-1135.79
3.0,1685917874.67,1685917873,25,291.176,51.055,7.304,6.482,-1310.21,-1158.41
17.0,1685917880.33,1685917873,110,42.788,137.265,38.425,22.804,-1372.07,-1099.89
35.0,1685917880.33,1685917873,110,147.091,87.516,20.997,14.08,-1349.18,-1113.59
42.0,1685917880.33,1685917873,110,275.398,128.83,19.976,17.031,-1375.2,-1124.81
44.0,1685917880.33,1685917873,110,271.051,89.439,16.868,12.454,-1356.04,-1132.6
2.0,1685917876.93,1685917873,59,302.707,43.652,6.013,5.496,-1292.85,-1170.93
4.0,1685917876.93,1685917873,59,297.412,82.82,14.876,12.113,-1352.24,-1139.02
6.0,1685917876.93,1685917873,59,263.239,93.843,17.593,14.054,-1358.67,-1130.2
7.0,1685917876.93,1685917873,59,284.504,111.272,18.677,15.888,-1368.7,-1128.93
9.0,1685917876.93,1685917873,59,154.775,83.301,20.497,14.715,-1345.92,-1115.3
1.0,1685917875.2,1685917873,33,293.201,65.193,11.419,8.578,-1334.03,-1147.25
2.0,1685917875.2,1685917873,33,275.456,63.623,11.753,8.468,-1330.75,-1144.59
3.0,1685917875.2,1685917873,33,298.029,46.34,7.722,6.514,-1299.73,-1165.79
4.0,1685917875.2,1685917873,33,227.582,206.126,42.667,41.994,-1390.5,-1114.52
5.0,1685917875.2,1685917873,33,202.991,56.905,13.157,9.326,-1314.38,-1131.97
1.0,1685917874.53,1685917873,23,279.698,80.816,13.23,10.954,-1349.76,-1136.93
2.0,1685917874.53,1685917873,23,256.184,79.056,14.845,11.992,-1347.06,-1133.63
3.0,1685917874.53,1685917873,23,289.331,52.605,7.86,5.848,-1313.28,-1156.37
2.0,1685917875.73,1685917873,41,285.822,55.129,8.255,7.631,-1317.87,-1153.18
4.0,1685917875.73,1685917873,41,266.109,139.321,26.421,23.89,-1378.2,-1122.47
5.0,1685917875.73,1685917873,41,177.114,65.675,15.981,11.628,-1327.04,-1122.81
1.0,1685917874.33,1685917873,20,274.223,86.86,14.73,11.968,-1354.32,-1133.89
2.0,1685917874.33,1685917873,20,248.253,85.825,16.723,13.462,-1352.39,-1130.15
3.0,1685917874.33,1685917873,20,286.164,54.756,8.645,6.616,-1317.2,-1153.59
2.0,1685917877.53,1685917873,68,309.584,39.763,7.229,5.046,-1281.27,-1179.61
4.0,1685917877.53,1685917873,68,305.408,69.534,11.692,10.216,-1340.04,-1146.94
6.0,1685917877.53,1685917873,68,279.352,75.581,13.28,10.756,-1344.96,-1139.05
7.0,1685917877.53,1685917873,68,295.794,87.746,14.609,12.097,-1355.89,-1136.89
1.0,1685917873.87,1685917873,13,256.66,106.948,20.133,15.809,-1365.79,-1126.35
2.0,1685917873.87,1685917873,13,222.282,108.569,22.42,17.503,-1365.45,-1121.71
3.0,1685917873.87,1685917873,13,277.446,61.197,10.04,7.731,-1327.37,-1146.59
4.0,1685917878.4,1685917873,81,313.983,57.499,9.757,8.057,-1324.22,-1157.57
7.0,1685917878.4,1685917873,81,306.992,67.964,10.509,9.333,-1338.32,-1148.2
4.0,1685917877.73,1685917873,71,307.906,66.921,10.959,8.108,-1337.13,-1149.05
6.0,1685917877.73,1685917873,71,283.73,71.246,12.385,9.713,-1340.7,-1141.92
7.0,1685917877.73,1685917873,71,299.147,82.186,14.139,10.874,-1351.81,-1139.56
1.0,1685917874.07,1685917873,16,264.862,97.03,17.705,14.242,-1360.7,-1129.62
2.0,1685917874.07,1685917873,16,235.113,97.452,19.533,15.718,-1359.83,-1125.36
3.0,1685917874.07,1685917873,16,281.352,58.263,9.3,7.07,-1323.01,-1149.58
11.0,1685917858.0,1685917854,60,285.922,69.172,12.4,10.051,-1338.49,-1143.44
12.0,1685917858.0,1685917854,60,300.272,77.116,11.931,9.406,-1347.49,-1141.99
13.0,1685917858.0,1685917854,60,311.791,57.699,9.659,7.297,-1324.38,-1156.9
17.0,1685917858.0,1685917854,60,261.667,96.98,16.831,12.909,-1360.55,-1129.19
10.0,1685917856.53,1685917854,38,154.209,83.693,22.53,15.074,-1346.25,-1115.16
11.0,1685917856.53,1685917854,38,236.366,125.365,25.512,21.659,-1372.96,-1121.1
12.0,1685917856.53,1685917854,38,268.614,137.146,23.623,21.417,-1377.63,-1122.99
13.0,1685917856.53,1685917854,38,294.079,82.651,14.123,11.61,-1351.96,-1138.55
10.0,1685917855.8,1685917854,27,195.916,66.593,16.392,11.672,-1329.6,-1126.53
10.0,1685917856.6,1685917854,39,149.401,85.538,23.499,15.632,-1347.63,-1114.16
11.0,1685917856.6,1685917854,39,240.492,120.774,24.719,19.704,-1371.35,-1122.16
12.0,1685917856.6,1685917854,39,270.993,132.195,23.246,21.047,-1376.18,-1123.88
13.0,1685917856.6,1685917854,39,295.068,80.763,14.208,11.391,-1350.45,-1139.49
13.0,1685917859.0,1685917854,75,320.123,48.461,7.294,5.604,-1307.15,-1168.95
17.0,1685917859.0,1685917854,75,286.015,68.202,11.13,8.994,-1337.35,-1144.0
18.0,1685917859.0,1685917854,75,269.164,135.068,22.535,18.576,-1377.02,-1123.31
19.0,1685917859.0,1685917854,75,227.308,137.682,27.221,21.538,-1376.8,-1118.82
11.0,1685917857.0,1685917854,45,259.709,98.335,19.004,15.531,-1361.28,-1128.59
12.0,1685917857.0,1685917854,45,282.91,109.173,16.423,15.355,-1367.7,-1129.18
13.0,1685917857.0,1685917854,45,300.922,71.173,11.675,10.639,-1341.6,-1145.15
10.0,1685917857.0,1685917854,45,114.814,100.358,28.516,19.7,-1357.07,-1107.98
10.0,1685917856.27,1685917854,34,171.323,76.231,19.784,14.748,-1339.84,-1119.3
11.0,1685917856.27,1685917854,34,215.26,149.846,33.148,26.446,-1379.9,-1116.66
12.0,1685917856.27,1685917854,34,256.344,162.055,30.032,27.229,-1383.59,-1119.31
13.0,1685917856.27,1685917854,34,288.359,91.1,16.04,12.62,-1357.88,-1134.65
8.0,1685917855.4,1685917854,21,265.403,132.99,24.372,20.302,-1376.29,-1123.2
11.0,1685917858.73,1685917854,71,292.402,59.939,14.515,7.205,-1326.52,-1150.76
12.0,1685917858.73,1685917854,71,308.651,65.363,9.396,5.695,-1335.23,-1150.24
