id,time,x_pix,y_pix,w_pix,h_pix
1.0,1685917569.53,137.656,143.985,15.836,10.93
6.0,1685917569.53,46.215,179.112,20.205,14.666
7.0,1685917569.53,9.311,172.433,18.184,15.327
1.0,1685917569.67,142.465,142.944,14.901,10.874
6.0,1685917569.67,50.649,177.496,20.055,14.268
7.0,1685917569.67,13.394,171.048,19.863,15.431
7.0,1685917570.8,54.731,160.622,18.402,14.011
9.0,1685917570.8,29.59,176.282,19.228,14.656
6.0,1685917570.47,74.413,169.888,16.203,13.641
7.0,1685917570.47,42.148,163.406,18.624,14.904
8.0,1685917570.47,145.465,151.302,13.524,10.667
1.0,1685917569.73,144.786,142.755,14.329,10.864
6.0,1685917569.73,53.101,177.116,19.479,14.035
7.0,1685917569.73,16.3,170.4,19.852,14.806
1.0,1685917568.0,81.591,154.813,15.979,11.812
2.0,1685917568.0,75.282,169.467,15.429,14.638
3.0,1685917568.0,44.885,180.186,22.676,16.582
5.0,1685917568.0,55.738,167.96,17.938,12.847
6.0,1685917568.0,7.145,194.63,14.209,16.372
1.0,1685917569.4,133.145,144.988,16.997,11.198
6.0,1685917569.4,42.102,180.786,20.367,15.39
7.0,1685917569.4,7.102,173.962,13.721,15.376
1.0,1685917569.13,124.14,146.827,17.108,11.327
6.0,1685917569.13,34.372,182.996,20.893,14.905
6.0,1685917570.2,67.745,172.566,18.91,14.068
7.0,1685917570.2,33.0,166.561,19.071,14.49
8.0,1685917570.2,138.661,153.086,15.012,12.495
6.0,1685917570.4,73.334,171.003,17.246,13.671
7.0,1685917570.4,40.125,164.242,18.586,15.18
8.0,1685917570.4,143.864,151.795,15.296,11.323
1.0,1685917567.67,69.916,157.568,18.019,12.298
2.0,1685917567.67,66.876,173.038,17.79,14.408
3.0,1685917567.67,35.368,183.816,22.566,16.985
5.0,1685917567.67,45.8,170.913,18.184,13.433
1.0,1685917568.4,96.497,151.942,16.527,11.875
3.0,1685917568.4,57.671,177.098,22.135,16.061
5.0,1685917568.4,67.009,165.101,16.722,12.06
6.0,1685917568.4,12.706,190.607,21.646,15.815
6.0,1685917570.33,71.908,171.397,18.331,14.043
7.0,1685917570.33,38.072,164.66,18.797,15.389
8.0,1685917570.33,142.533,151.986,14.616,11.609
1.0,1685917567.27,55.127,161.28,18.47,12.668
2.0,1685917567.27,54.844,177.24,18.384,14.381
3.0,1685917567.27,22.34,188.208,24.427,17.85
1.0,1685917568.93,116.701,148.136,17.268,11.659
6.0,1685917568.93,28.388,184.906,21.419,15.064
1.0,1685917567.87,75.764,156.492,13.583,11.309
2.0,1685917567.87,72.523,170.871,17.693,14.197
3.0,1685917567.87,41.259,181.992,22.554,16.85
5.0,1685917567.87,51.592,169.224,18.597,13.207
6.0,1685917567.87,6.073,196.483,11.899,16.085
6.0,1685917570.53,75.881,169.28,14.681,13.604
7.0,1685917570.53,44.832,162.49,18.472,14.519
1.0,1685917567.47,62.194,159.202,18.636,13.005
2.0,1685917567.47,60.108,174.772,17.624,14.335
