id,time,x_pix,y_pix,w_pix,h_pix
2.0,1685917866.47,179.608,104.665,8.303,8.948
4.0,1685917866.47,4.352,150.48,12.352,15.986
11.0,1685917866.47,81.206,188.882,26.793,19.374
11.0,1685917867.13,127.314,149.712,18.203,13.519
13.0,1685917867.13,86.005,181.42,25.041,18.289
11.0,1685917869.73,198.035,90.418,7.608,6.787
13.0,1685917869.73,189.398,97.088,9.932,8.226
22.0,1685917869.73,136.908,139.816,15.318,12.717
22.0,1685917871.4,189.173,98.887,8.775,8.126
2.0,1685917866.33,176.649,106.92,8.723,8.93
4.0,1685917866.33,13.492,144.56,22.508,16.753
11.0,1685917866.33,68.434,199.396,29.599,21.33
1.0,1685917865.27,44.191,128.616,20.119,13.967
2.0,1685917865.27,144.293,133.751,14.359,13.811
4.0,1685917865.27,92.156,108.478,13.359,10.925
6.0,1685917865.27,123.894,93.11,12.158,9.601
22.0,1685917871.47,190.448,98.023,8.597,7.916
11.0,1685917868.6,177.685,107.39,10.359,8.232
13.0,1685917868.6,163.15,118.685,12.94,10.262
15.0,1685917868.6,81.483,105.398,13.932,8.982
22.0,1685917871.67,194.474,94.177,7.576,7.868
11.0,1685917869.13,188.302,98.389,9.643,7.373
13.0,1685917869.13,176.86,106.935,10.253,8.353
13.0,1685917870.73,206.805,83.638,12.479,9.688
22.0,1685917870.73,173.198,110.284,10.328,9.798
2.0,1685917865.8,163.209,118.15,11.443,11.305
4.0,1685917865.8,59.552,123.65,16.902,12.705
2.0,1685917866.4,178.214,105.617,8.844,9.114
4.0,1685917866.4,8.627,148.214,19.235,17.702
11.0,1685917866.4,74.703,194.352,28.094,20.408
11.0,1685917866.93,116.121,159.262,19.933,14.251
13.0,1685917866.93,65.286,198.264,29.267,21.277
14.0,1685917866.93,23.853,138.932,24.024,18.134
2.0,1685917866.2,173.618,109.251,9.202,9.504
4.0,1685917866.2,26.714,138.828,20.303,16.088
13.0,1685917870.13,196.265,91.565,8.709,7.415
22.0,1685917870.13,153.575,126.131,12.056,10.928
1.0,1685917865.47,26.161,136.602,21.989,15.21
2.0,1685917865.47,152.24,127.479,13.111,12.483
4.0,1685917865.47,81.062,113.723,14.492,11.369
1.0,1685917864.13,111.123,97.934,12.934,10.641
2.0,1685917864.13,70.225,195.457,30.72,23.046
3.0,1685917864.13,26.543,129.435,19.627,12.14
11.0,1685917868.27,169.509,114.041,11.488,9.293
13.0,1685917868.27,151.626,128.154,14.15,11.029
15.0,1685917868.27,98.466,98.397,12.827,7.831
11.0,1685917868.2,167.789,115.685,11.456,9.421
13.0,1685917868.2,149.105,130.436,15.247,11.089
15.0,1685917868.2,101.436,96.993,12.524,8.114
13.0,1685917870.33,200.703,89.46,11.949,7.824
22.0,1685917870.33,161.131,120.372,11.75,10.81
22.0,1685917872.0,199.409,90.179,7.055,7.925
25.0,1685917872.0,78.722,189.791,26.466,20.265
11.0,1685917866.87,112.134,162.708,20.874,15.102
13.0,1685917866.87,58.378,203.908,30.753,22.413
1.0,1685917864.8,77.403,113.618,16.548,11.775
2.0,1685917864.8,121.615,152.696,19.738,16.622
4.0,1685917864.8,113.427,98.793,11.54,9.484
1.0,1685917864.53,92.534,106.9,14.846,10.901
2.0,1685917864.53,103.872,166.987,22.868,19.138
4.0,1685917864.53,123.68,93.812,11.022,8.822
22.0,1685917871.2,185.221,101.662,9.361,8.745
11.0,1685917868.33,171.127,112.528,11.223,9.138
13.0,1685917868.33,154.016,126.264,13.905,10.657
15.0,1685917868.33,95.442,99.742,12.898,8.177
1.0,1685917864.73,81.342,111.747,15.965,11.412
2.0,1685917864.73,117.415,156.324,20.557,16.534
4.0,1685917864.73,116.17,97.541,11.388,9.138
11.0,1685917867.0,120.216,155.899,18.827,14.199
13.0,1685917867.0,72.887,192.111,27.041,19.746
11.0,1685917869.53,195.278,92.441,7.531,7.17
13.0,1685917869.53,185.587,99.758,9.752,8.328
22.0,1685917869.53,126.665,148.619,17.235,13.296
23.0,1685917869.53,12.401,134.018,20.84,12.685
1.0,1685917865.53,19.704,139.581,23.143,16.129
2.0,1685917865.53,154.792,125.415,12.842,12.122
4.0,1685917865.53,77.016,115.533,15.076,11.914
11.0,1685917868.13,165.801,116.988,11.581,9.735
13.0,1685917868.13,146.427,132.588,15.155,11.51
15.0,1685917868.13,104.373,95.787,11.842,7.906
1.0,1685917865.0,64.478,119.642,18.079,12.485
2.0,1685917865.0,132.122,142.988,17.569,15.779
4.0,1685917865.0,104.961,102.415,12.098,9.917
11.0,1685917868.93,184.946,101.133,9.673,8.188
13.0,1685917868.93,171.931,110.749,10.185,9.187
11.0,1685917870.0,201.575,87.463,7.737,6.702
13.0,1685917870.0,193.992,93.481,9.466,7.624
22.0,1685917870.0,148.369,130.296,13.066,11.739
1.0,1685917864.67,85.197,110.155,15.548,11.156
2.0,1685917864.67,113.296,159.79,21.066,16.867
4.0,1685917864.67,118.667,96.332,11.428,8.932
11.0,1685917869.87,199.689,89.273,8.195,6.775
13.0,1685917869.87,192.195,94.48,10.933,8.512
22.0,1685917869.87,142.953,135.026,14.959,12.02
11.0,1685917869.93,200.503,88.375,8.154,6.746
13.0,1685917869.93,193.09,93.856,10.376,8.043
22.0,1685917869.93,145.926,132.456,14.403,12.186
1.0,1685917865.2,49.632,126.15,18.766,13.299
2.0,1685917865.2,141.525,136.262,15.288,14.278
4.0,1685917865.2,95.392,106.948,12.985,10.671
11.0,1685917867.73,153.234,127.51,14.168,10.691
13.0,1685917867.73,127.493,148.008,17.533,13.078
15.0,1685917867.73,120.583,89.169,11.019,7.256
11.0,1685917869.27,190.74,96.605,8.512,7.508
13.0,1685917869.27,179.627,104.396,10.279,8.401
22.0,1685917869.27,109.483,162.729,20.583,15.278
23.0,1685917869.27,36.57,123.682,17.811,12.091
11.0,1685917867.27,134.099,144.025,16.807,12.548
13.0,1685917867.27,96.892,172.848,22.762,16.099
1.0,1685917865.6,13.153,142.563,23.854,16.489
2.0,1685917865.6,156.98,123.66,12.275,12.129
4.0,1685917865.6,73.122,117.483,15.686,12.097
11.0,1685917868.0,161.981,120.33,12.526,10.33
13.0,1685917868.0,140.85,136.969,15.975,11.778
15.0,1685917868.0,110.007,93.253,11.566,7.773
11.0,1685917869.6,196.169,91.721,7.885,7.253
13.0,1685917869.6,186.606,99.003,9.466,7.758
22.0,1685917869.6,130.467,145.63,16.6,12.731
23.0,1685917869.6,7.917,136.898,17.887,13.611
13.0,1685917870.47,202.511,87.56,12.375,9.195
22.0,1685917870.47,165.572,116.973,10.624,10.108
13.0,1685917871.07,209.766,81.367,11.31,8.246
22.0,1685917871.07,181.89,103.444,8.741,8.513
22.0,1685917871.8,196.43,92.551,7.934,8.18
11.0,1685917866.6,92.697,178.931,24.241,17.417
11.0,1685917866.53,87.311,183.511,24.926,18.36
11.0,1685917866.67,97.724,174.274,23.096,16.9
11.0,1685917868.53,176.234,108.646,10.646,8.494
13.0,1685917868.53,160.611,120.682,12.789,10.107
15.0,1685917868.53,85.127,103.786,13.729,8.489
11.0,1685917867.93,159.895,122.071,13.071,10.591
13.0,1685917867.93,137.763,139.446,16.118,12.061
15.0,1685917867.93,112.73,92.212,11.337,7.679
1.0,1685917865.73,4.502,148.003,12.981,15.936
2.0,1685917865.73,161.467,119.792,12.174,11.99
4.0,1685917865.73,64.258,121.602,16.509,12.394
8.0,1685917865.73,104.764,102.132,14.851,11.222
1.0,1685917864.6,88.811,108.693,15.345,10.521
2.0,1685917864.6,108.592,163.405,21.813,17.739
4.0,1685917864.6,121.186,95.249,11.292,8.844
13.0,1685917871.13,210.077,80.738,11.131,8.512
22.0,1685917871.13,183.713,102.476,9.449,8.202
11.0,1685917867.07,123.647,152.464,18.55,13.909
13.0,1685917867.07,79.826,186.386,25.932,19.124
11.0,1685917869.4,193.275,94.342,8.557,6.673
13.0,1685917869.4,182.91,101.802,9.874,7.612
22.0,1685917869.4,118.456,155.256,18.003,14.05
23.0,1685917869.4,25.507,128.787,19.226,12.138
2.0,1685917866.27,175.281,108.185,8.807,9.034
4.0,1685917866.27,20.224,141.846,21.612,16.511
2.0,1685917865.87,165.26,116.79,11.359,10.859
4.0,1685917865.87,55.299,125.965,16.114,13.388
11.0,1685917869.47,194.252,93.248,7.762,6.819
13.0,1685917869.47,184.33,100.867,9.635,8.304
22.0,1685917869.47,122.559,151.666,18.071,14.175
23.0,1685917869.47,19.001,131.387,20.055,11.937
11.0,1685917867.8,155.535,125.774,13.871,10.471
13.0,1685917867.8,131.005,145.14,17.753,12.442
15.0,1685917867.8,117.939,90.264,11.046,7.282
11.0,1685917868.07,163.83,118.589,12.41,10.183
13.0,1685917868.07,143.671,134.8,16.139,11.696
15.0,1685917868.07,107.242,94.51,11.527,7.479
2.0,1685917866.0,168.857,113.63,10.214,10.425
4.0,1685917866.0,44.36,130.561,18.157,14.749
22.0,1685917871.53,191.927,96.765,7.857,8.266
1.0,1685917865.67,8.514,145.773,19.953,17.194
2.0,1685917865.67,159.355,121.574,12.152,11.896
4.0,1685917865.67,68.847,119.464,16.447,12.386
22.0,1685917871.6,193.266,95.521,7.997,7.663
1.0,1685917864.87,73.374,115.429,17.325,12.439
2.0,1685917864.87,125.267,149.759,18.84,15.727
4.0,1685917864.87,110.719,100.09,12.088,9.341
11.0,1685917867.53,145.514,134.22,15.176,11.177
13.0,1685917867.53,115.732,157.777,19.897,14.328
15.0,1685917867.53,127.554,86.263,9.819,6.58
11.0,1685917866.8,107.469,166.036,21.315,15.606
2.0,1685917866.07,170.441,112.135,9.496,9.934
4.0,1685917866.07,38.481,133.286,18.681,15.327
11.0,1685917867.6,148.071,131.834,14.861,10.972
13.0,1685917867.6,120.079,154.29,18.508,13.598
15.0,1685917867.6,125.319,87.301,9.762,6.738
11.0,1685917868.4,172.836,110.963,11.122,8.735
13.0,1685917868.4,156.384,124.032,13.383,10.812
15.0,1685917868.4,92.043,100.848,13.375,8.516
13.0,1685917870.27,200.333,89.606,13.432,8.661
22.0,1685917870.27,158.961,122.089,11.955,10.97
1.0,1685917864.2,108.776,99.045,13.067,10.52
2.0,1685917864.2,75.467,191.085,29.259,21.908
3.0,1685917864.2,21.181,131.686,20.42,11.799
13.0,1685917870.07,195.114,92.6,8.625,7.746
22.0,1685917870.07,151.383,127.867,12.708,11.488
1.0,1685917864.47,95.973,105.204,14.573,10.759
2.0,1685917864.47,98.779,171.197,23.946,19.504
4.0,1685917864.47,126.063,92.749,11.345,8.981
11.0,1685917868.87,183.757,102.215,9.709,7.978
13.0,1685917868.87,170.274,112.439,10.293,9.074
13.0,1685917870.8,207.786,82.586,11.496,8.773
22.0,1685917870.8,175.056,109.064,10.138,9.525
1.0,1685917864.93,68.937,117.343,17.755,12.485
2.0,1685917864.93,128.372,146.704,17.53,15.577
4.0,1685917864.93,107.836,101.258,11.918,9.644
11.0,1685917869.2,189.43,97.392,8.922,7.384
13.0,1685917869.2,178.139,105.921,9.813,8.522
22.0,1685917869.2,105.362,165.924,21.291,15.659
11.0,1685917869.07,187.349,99.152,9.314,7.605
13.0,1685917869.07,175.228,108.288,10.353,8.578
