id,time,frame_num,x_pix,y_pix,w_pix,h_pix,x_utm,y_utm
172.0,25.33,380,144.086,156.707,15.819,10.099,981.94,-2414.15
172.0,25.4,381,146.978,153.903,15.23,10.077,984.99,-2413.93
172.0,25.47,382,150.322,151.317,15.35,10.427,988.05,-2413.81
172.0,25.53,383,152.866,149.184,14.504,9.543,990.67,-2413.68
172.0,25.6,384,155.599,146.849,13.504,9.616,993.68,-2413.52
172.0,25.67,385,157.835,145.068,12.286,8.803,996.1,-2413.41
172.0,25.73,386,160.738,143.121,13.069,8.399,998.94,-2413.38
172.0,25.8,387,162.52,140.829,12.413,8.503,1002.19,-2413.04
172.0,25.87,388,165.283,139.008,12.948,8.575,1005.12,-2413.0
172.0,25.93,389,167.188,137.543,11.422,7.696,1007.53,-2412.91
172.0,26.0,390,169.257,135.834,10.785,7.699,1010.43,-2412.77
172.0,26.07,391,170.5,134.349,9.057,7.093,1012.94,-2412.54
172.0,26.13,392,172.923,132.591,9.948,7.256,1016.23,-2412.44
172.0,26.2,393,174.511,131.353,9.08,6.94,1018.62,-2412.34
172.0,26.27,394,176.088,129.749,8.142,6.423,1021.73,-2412.11
172.0,26.33,395,178.316,128.366,9.535,6.048,1024.74,-2412.08
172.0,26.4,396,179.489,127.109,7.794,5.452,1027.36,-2411.88
172.0,26.47,397,180.841,125.552,7.756,6.079,1030.7,-2411.6
172.0,26.53,398,182.658,124.469,7.701,5.609,1033.37,-2411.58
172.0,26.6,399,184.262,123.456,7.303,5.382,1035.93,-2411.55
172.0,26.67,400,186.012,122.209,8.274,5.64,1039.12,-2411.45
172.0,26.73,401,187.234,121.07,7.256,5.171,1042.02,-2411.27
172.0,26.8,402,188.66,120.156,7.448,4.907,1044.58,-2411.23
172.0,26.87,403,189.957,119.228,6.851,4.833,1047.2,-2411.15
172.0,26.93,404,191.148,118.242,6.451,4.49,1050.02,-2411.02
172.0,27.0,405,192.51,117.136,6.353,4.471,1053.29,-2410.87
172.0,27.07,406,193.882,116.085,7.104,4.791,1056.56,-2410.74
172.0,27.13,407,194.996,115.441,7.098,5.0,1058.73,-2410.73
172.0,27.2,408,196.208,114.39,6.132,4.377,1062.13,-2410.56
172.0,27.27,409,197.291,113.247,5.89,4.144,1065.86,-2410.3
172.0,27.33,410,198.593,112.146,7.018,4.41,1069.73,-2410.11
172.0,27.4,411,199.555,111.512,7.203,4.406,1072.13,-2410.05
172.0,27.47,412,200.378,111.172,7.439,4.527,1073.6,-2410.1
179.0,25.93,389,93.895,134.702,15.959,13.19,999.35,-2400.2
179.0,26.0,390,90.477,136.61,16.12,13.084,996.66,-2400.45
179.0,26.07,391,86.252,138.476,16.527,13.759,994.03,-2400.56
179.0,26.13,392,81.537,140.701,17.473,14.379,991.09,-2400.72
179.0,26.2,393,77.059,142.641,18.72,14.633,988.61,-2400.82
179.0,26.27,394,72.225,145.103,19.008,14.743,985.71,-2401.03
179.0,26.33,395,67.421,147.345,19.063,15.082,983.17,-2401.17
179.0,26.4,396,62.035,149.778,20.771,15.74,980.53,-2401.29
179.0,26.47,397,56.498,152.21,21.851,16.491,978.02,-2401.39
179.0,26.53,398,51.061,154.935,21.771,16.768,975.42,-2401.57
179.0,26.6,399,44.793,157.904,23.645,17.634,972.72,-2401.73
179.0,26.67,400,38.409,160.872,24.919,18.361,970.16,-2401.87
179.0,26.73,401,32.022,163.713,25.151,18.657,967.83,-2401.96
179.0,26.8,402,25.244,166.757,25.975,19.83,965.48,-2402.06
179.0,26.87,403,17.689,170.165,27.442,20.779,962.99,-2402.17
179.0,26.93,404,11.924,174.115,25.073,21.049,960.43,-2402.57
179.0,27.0,405,7.335,177.697,18.763,21.138,958.25,-2402.98
180.0,26.13,392,106.472,197.483,25.353,17.654,951.22,-2416.96
180.0,26.2,393,111.187,193.284,24.441,16.94,953.59,-2416.84
180.0,26.27,394,116.707,188.304,23.231,15.844,956.6,-2416.69
180.0,26.33,395,121.56,183.2,22.272,15.405,959.89,-2416.41
180.0,26.4,396,126.047,179.011,21.13,14.813,962.82,-2416.24
180.0,26.47,397,130.336,174.927,20.986,13.917,965.87,-2416.04
180.0,26.53,398,134.295,171.513,19.533,13.566,968.61,-2415.92
180.0,26.6,399,138.163,167.884,19.091,13.914,971.68,-2415.74
180.0,26.67,400,141.336,164.54,19.213,13.312,974.66,-2415.5
180.0,26.73,401,144.838,161.446,18.162,12.883,977.64,-2415.35
180.0,26.8,402,147.786,158.771,17.65,12.307,980.35,-2415.2
180.0,26.87,403,150.72,156.412,16.985,11.508,982.9,-2415.11
180.0,26.93,404,153.481,153.748,16.515,11.263,985.87,-2414.92
180.0,27.0,405,156.05,151.397,15.448,10.658,988.64,-2414.76
180.0,27.07,406,158.708,149.139,15.473,10.266,991.46,-2414.64
180.0,27.13,407,161.316,146.931,14.783,10.274,994.36,-2414.51
180.0,27.2,408,163.383,144.803,14.907,9.478,997.23,-2414.3
180.0,27.27,409,165.883,142.796,13.982,9.461,1000.15,-2414.2
180.0,27.33,410,168.03,140.958,13.665,8.827,1002.93,-2414.07
180.0,27.4,411,170.016,139.161,12.888,8.985,1005.74,-2413.92
180.0,27.47,412,171.82,137.624,12.012,8.363,1008.27,-2413.8
180.0,27.53,413,173.547,136.176,11.61,7.936,1010.75,-2413.7
180.0,27.6,414,175.206,134.499,11.226,7.978,1013.67,-2413.5
180.0,27.67,415,176.956,132.675,10.367,8.003,1016.98,-2413.27
180.0,27.73,416,178.883,131.218,10.714,7.949,1019.86,-2413.18
180.0,27.8,417,180.3,129.578,9.899,7.415,1023.06,-2412.92
180.0,27.87,418,181.613,128.353,9.44,6.687,1025.6,-2412.77
180.0,27.93,419,183.505,126.975,9.967,7.33,1028.69,-2412.69
180.0,28.0,420,184.998,125.537,10.415,7.42,1031.91,-2412.5
204.0,28.13,422,156.117,162.221,18.135,13.621,977.95,-2417.23
204.0,28.2,423,159.02,159.809,17.463,13.048,980.46,-2417.18
204.0,28.27,424,161.945,156.984,16.686,12.781,983.5,-2417.03
204.0,28.33,425,164.829,154.401,16.601,12.19,986.47,-2416.93
204.0,28.4,426,167.442,151.795,15.934,12.342,989.6,-2416.77
204.0,28.47,427,169.927,149.331,15.356,12.131,992.72,-2416.62
204.0,28.53,428,172.263,147.161,14.676,12.017,995.63,-2416.5
204.0,28.6,429,174.527,145.035,14.018,11.386,998.62,-2416.37
204.0,28.67,430,176.635,143.105,13.77,11.111,1001.47,-2416.26
204.0,28.73,431,178.66,141.276,13.236,10.635,1004.31,-2416.15
204.0,28.8,432,180.708,139.52,13.346,10.571,1007.17,-2416.07
204.0,28.87,433,182.618,137.615,12.854,10.624,1010.36,-2415.91
204.0,28.93,434,184.217,136.01,11.71,10.299,1013.16,-2415.77
204.0,29.0,435,185.708,134.477,10.602,9.673,1015.95,-2415.62
204.0,29.07,436,187.175,132.833,10.298,9.287,1019.03,-2415.43
204.0,29.13,437,188.863,131.272,10.339,9.686,1022.15,-2415.3
204.0,29.2,438,190.59,129.633,10.384,9.543,1025.56,-2415.15
204.0,29.27,439,192.336,128.234,10.259,9.135,1028.67,-2415.08
204.0,29.33,440,193.981,126.997,9.949,8.913,1031.57,-2415.03
204.0,29.4,441,195.188,125.886,9.937,8.873,1034.18,-2414.93
204.0,29.47,442,196.656,124.383,9.748,8.754,1037.8,-2414.74
204.0,29.53,443,197.725,123.527,10.108,8.652,1040.02,-2414.69
204.0,29.6,444,199.159,122.277,10.057,8.523,1043.32,-2414.58
204.0,29.67,445,200.45,121.216,9.718,8.321,1046.25,-2414.5
204.0,29.73,446,201.578,120.018,9.155,7.974,1049.56,-2414.32
204.0,29.8,447,202.65,118.906,9.241,8.29,1052.77,-2414.16
204.0,29.87,448,203.665,118.071,8.731,8.115,1055.33,-2414.08
204.0,29.93,449,204.672,117.19,8.668,7.995,1058.1,-2413.99
204.0,30.0,450,205.861,116.265,8.686,7.604,1061.15,-2413.92
204.0,30.07,451,207.035,115.152,8.489,8.046,1064.84,-2413.76
204.0,30.13,452,208.096,114.224,8.335,7.81,1068.07,-2413.65
204.0,30.2,453,208.916,113.411,8.162,7.543,1070.94,-2413.52
204.0,30.27,454,209.766,112.86,8.024,6.762,1073.08,-2413.51
204.0,30.33,455,210.841,112.097,8.249,6.609,1076.08,-2413.47
204.0,30.4,456,211.681,110.943,8.018,6.898,1080.34,-2413.17
204.0,30.47,457,212.345,110.001,7.351,7.063,1083.95,-2412.92
204.0,30.53,458,212.922,109.673,6.51,6.266,1085.43,-2412.93
204.0,30.6,459,213.8,109.024,6.346,5.958,1088.28,-2412.87
204.0,30.67,460,214.666,108.239,6.995,5.744,1091.71,-2412.74
204.0,30.73,461,215.388,107.845,6.792,5.26,1093.66,-2412.76
204.0,30.8,462,216.119,107.116,6.871,6.013,1096.95,-2412.61
204.0,30.87,463,216.916,106.324,7.109,6.369,1100.64,-2412.45
204.0,30.93,464,217.552,105.609,6.431,5.339,1104.03,-2412.27
204.0,31.0,465,218.093,105.096,6.246,4.993,1106.58,-2412.16
204.0,31.07,466,218.881,104.833,6.232,4.612,1108.29,-2412.27
204.0,31.13,467,219.845,103.916,6.675,5.009,1113.06,-2412.08
204.0,31.2,468,220.452,103.38,6.545,5.406,1115.98,-2411.97
204.0,31.27,469,220.976,102.845,6.566,5.397,1118.9,-2411.84
204.0,31.33,470,221.538,102.212,6.502,5.596,1122.39,-2411.66
204.0,31.4,471,221.981,101.717,5.936,4.915,1125.19,-2411.51
204.0,31.47,472,222.528,101.397,5.917,4.323,1127.27,-2411.51
204.0,31.53,473,222.917,101.265,5.477,4.08,1128.29,-2411.57
204.0,31.6,474,223.733,100.723,5.877,4.043,1131.82,-2411.52
204.0,31.67,475,224.55,100.006,6.382,4.748,1136.39,-2411.36
204.0,31.73,476,225.011,99.613,6.316,4.717,1138.98,-2411.28
204.0,31.8,477,225.368,99.274,6.331,4.404,1141.21,-2411.19
207.0,28.13,422,206.538,116.425,8.971,6.71,1061.0,-2414.17
207.0,28.2,423,207.686,115.38,7.675,6.657,1064.48,-2414.04
207.0,28.27,424,208.206,114.768,7.335,6.918,1066.51,-2413.92
207.0,28.33,425,209.087,113.95,7.537,6.786,1069.38,-2413.81
207.0,28.4,426,210.103,113.329,7.44,6.549,1071.79,-2413.82
207.0,28.47,427,211.226,112.322,7.725,6.713,1075.55,-2413.68
207.0,28.53,428,211.92,111.464,7.685,6.317,1078.73,-2413.49
207.0,28.6,429,212.747,110.746,7.117,6.361,1081.61,-2413.39
207.0,28.67,430,213.554,110.221,7.311,6.425,1083.88,-2413.38
207.0,28.73,431,214.264,109.324,6.591,6.274,1087.48,-2413.16
207.0,28.8,432,214.815,108.465,6.27,5.55,1090.96,-2412.9
211.0,28.47,427,28.027,156.319,21.314,13.976,972.73,-2399.51
211.0,28.53,428,23.173,158.697,21.464,13.992,970.72,-2399.7
211.0,28.6,429,16.653,161.349,21.768,14.97,968.52,-2399.78
211.0,28.67,430,11.014,164.224,20.976,15.439,966.33,-2400.01
211.0,28.73,431,6.579,167.228,15.181,15.126,964.23,-2400.37
215.0,29.07,436,137.659,109.269,10.132,7.696,1051.89,-2395.09
215.0,29.13,437,135.644,110.087,10.572,7.225,1049.28,-2395.21
215.0,29.2,438,133.506,110.766,11.048,7.617,1047.01,-2395.23
215.0,29.27,439,131.496,111.748,10.867,7.51,1044.2,-2395.44
215.0,29.33,440,130.034,112.68,9.433,7.97,1041.75,-2395.71
215.0,29.4,441,129.23,113.512,6.92,7.744,1039.78,-2396.04
216.0,29.87,448,110.464,120.769,13.311,9.262,1021.66,-2396.71
216.0,29.93,449,108.098,121.831,13.568,9.296,1019.44,-2396.85
216.0,30.0,450,104.744,122.975,13.765,9.739,1016.97,-2396.88
216.0,30.07,451,101.744,124.19,14.032,9.828,1014.55,-2396.99
216.0,30.13,452,98.826,125.645,14.281,9.636,1011.89,-2397.22
216.0,30.2,453,95.65,126.782,15.042,10.284,1009.73,-2397.26
216.0,30.27,454,92.405,128.198,15.221,10.244,1007.26,-2397.41
216.0,30.33,455,88.912,129.712,15.321,10.713,1004.72,-2397.56
216.0,30.4,456,85.391,131.176,15.616,10.994,1002.35,-2397.68
216.0,30.47,457,81.706,132.764,15.99,10.845,999.89,-2397.83
216.0,30.53,458,77.908,134.195,16.541,12.022,997.7,-2397.89
216.0,30.6,459,74.233,135.85,16.675,11.889,995.36,-2398.05
216.0,30.67,460,70.109,137.475,17.336,12.153,993.09,-2398.14
216.0,30.73,461,66.341,139.172,18.202,12.42,990.89,-2398.29
216.0,30.8,462,61.683,141.113,18.41,12.203,988.43,-2398.41
216.0,30.87,463,57.42,142.846,18.741,13.015,986.32,-2398.51
216.0,30.93,464,52.446,144.93,19.209,13.279,983.92,-2398.63
216.0,31.0,465,47.614,147.018,19.629,14.326,981.63,-2398.77
216.0,31.07,466,42.521,149.274,19.831,14.342,979.28,-2398.93
216.0,31.13,467,37.246,151.545,21.032,14.618,977.02,-2399.06
216.0,31.2,468,32.031,153.939,21.605,14.928,974.78,-2399.23
216.0,31.27,469,26.1,156.493,22.517,15.59,972.48,-2399.37
216.0,31.33,470,19.964,159.04,23.545,16.427,970.28,-2399.47
216.0,31.4,471,14.045,161.754,24.07,16.535,968.1,-2399.64
216.0,31.47,472,9.324,164.916,20.655,16.716,965.8,-2400.03
216.0,31.53,473,5.586,167.187,14.791,16.445,964.21,-2400.27
218.0,29.93,449,19.027,161.149,20.937,13.462,968.79,-2399.96
220.0,31.0,465,119.734,195.493,28.298,22.103,952.69,-2418.19
220.0,31.07,466,123.929,192.0,27.057,21.432,954.76,-2418.16
220.0,31.13,467,128.22,187.924,26.088,20.531,957.29,-2418.04
220.0,31.2,468,132.457,183.736,24.807,19.522,960.06,-2417.89
220.0,31.27,469,136.213,180.152,24.307,19.279,962.59,-2417.77
220.0,31.33,470,139.672,176.926,23.452,18.766,965.0,-2417.67
220.0,31.4,471,143.067,174.089,22.591,18.136,967.25,-2417.63
220.0,31.47,472,146.607,171.026,22.173,18.077,969.81,-2417.56
220.0,31.53,473,149.361,168.276,21.266,17.275,972.19,-2417.43
220.0,31.6,474,152.167,165.472,20.783,16.556,974.75,-2417.29
220.0,31.67,475,154.957,163.198,20.333,15.628,976.97,-2417.25
220.0,31.73,476,157.333,160.679,19.355,15.136,979.48,-2417.1
220.0,31.8,477,160.122,158.463,19.075,15.098,981.86,-2417.06
220.0,31.87,478,162.517,156.004,18.139,14.757,984.55,-2416.91
220.0,31.93,479,164.681,153.832,17.817,14.006,987.05,-2416.78
220.0,32.0,480,166.915,151.644,17.532,14.085,989.7,-2416.65
222.0,31.53,473,109.743,182.426,24.009,16.745,959.83,-2414.82
222.0,31.6,474,114.227,178.637,23.934,16.239,962.45,-2414.67
222.0,31.67,475,118.649,174.984,22.898,16.182,965.15,-2414.52
222.0,31.73,476,123.095,171.689,22.056,15.608,967.76,-2414.45
222.0,31.8,477,126.888,168.529,20.916,15.306,970.37,-2414.31
222.0,31.87,478,130.439,165.538,20.109,14.834,972.99,-2414.16
222.0,31.93,479,133.973,162.816,19.416,14.153,975.52,-2414.06
222.0,32.0,480,137.27,160.193,18.706,13.804,978.08,-2413.95
223.0,32.13,482,159.436,160.448,15.648,12.536,979.89,-2417.38
223.0,32.2,483,162.095,158.204,15.32,11.803,982.31,-2417.33
223.0,32.27,484,164.502,155.56,14.676,11.534,985.23,-2417.14
223.0,32.33,485,167.256,153.125,14.166,11.073,988.12,-2417.05
223.0,32.4,486,169.293,150.648,13.587,11.268,991.12,-2416.82
223.0,32.47,487,171.544,148.632,13.479,11.189,993.76,-2416.73
223.0,32.53,488,173.542,146.502,13.082,10.967,996.62,-2416.56
223.0,32.6,489,175.751,144.716,13.396,10.579,999.22,-2416.51
223.0,32.67,490,177.814,142.953,12.857,10.357,1001.87,-2416.44
223.0,32.73,491,179.451,141.001,11.945,10.075,1004.83,-2416.23
223.0,32.8,492,181.326,139.323,11.7,9.793,1007.57,-2416.14
223.0,32.87,493,183.068,137.526,11.618,9.405,1010.58,-2415.98
223.0,32.93,494,184.245,136.109,11.038,9.235,1013.01,-2415.8
223.0,33.0,495,185.734,134.879,10.075,8.799,1015.3,-2415.75
223.0,33.07,496,187.378,133.251,10.382,8.884,1018.36,-2415.6
223.0,33.13,497,188.931,131.856,10.239,9.099,1021.13,-2415.5
223.0,33.2,498,190.231,130.525,9.924,8.617,1023.83,-2415.36
223.0,33.27,499,191.982,129.045,9.854,8.256,1027.03,-2415.27
223.0,33.33,500,193.362,127.84,9.724,8.453,1029.72,-2415.18
223.0,33.4,501,194.517,126.62,9.242,8.28,1032.48,-2415.03
223.0,33.47,502,195.619,125.476,8.932,8.029,1035.16,-2414.89
223.0,33.53,503,196.826,124.227,9.502,7.81,1038.19,-2414.73
223.0,33.6,504,198.174,122.805,9.125,8.007,1041.78,-2414.53
223.0,33.67,505,199.495,121.852,8.993,7.939,1044.42,-2414.5
223.0,33.73,506,200.766,121.056,9.316,7.822,1046.74,-2414.52
223.0,33.8,507,201.614,120.214,9.355,7.654,1049.1,-2414.41
223.0,33.87,508,202.647,119.044,8.88,7.706,1052.41,-2414.21
223.0,33.93,509,203.436,118.322,8.304,7.54,1054.58,-2414.12
223.0,34.0,510,204.289,117.44,8.332,7.376,1057.26,-2413.99
223.0,34.07,511,205.51,116.675,8.038,7.046,1059.86,-2414.0
223.0,34.13,512,206.612,115.799,7.839,6.721,1062.79,-2413.92
223.0,34.2,513,207.689,114.866,7.771,6.721,1065.98,-2413.82
223.0,34.27,514,208.5,113.791,7.659,7.047,1069.57,-2413.57
223.0,34.33,515,209.113,113.27,7.365,6.973,1071.47,-2413.51
223.0,34.4,516,210.043,112.503,7.349,6.596,1074.35,-2413.43
223.0,34.47,517,210.945,111.932,7.429,6.809,1076.67,-2413.42
223.0,34.53,518,211.695,111.21,7.545,6.65,1079.45,-2413.3
223.0,34.6,519,212.423,110.563,6.928,6.472,1082.05,-2413.21
223.0,34.67,520,212.981,109.702,6.444,6.051,1085.37,-2412.96
223.0,34.73,521,213.793,108.996,6.254,6.222,1088.38,-2412.86
223.0,34.8,522,214.706,108.618,6.137,5.433,1090.33,-2412.95
223.0,34.87,523,215.585,107.781,6.852,5.757,1094.03,-2412.79
223.0,34.93,524,216.184,107.254,6.866,6.003,1096.45,-2412.71
223.0,35.0,525,216.952,106.826,6.943,5.8,1098.66,-2412.73
223.0,35.07,526,217.615,105.802,6.701,5.934,1103.27,-2412.39
223.0,35.13,527,218.132,105.26,6.194,5.419,1105.91,-2412.26
223.0,35.2,528,218.751,104.861,6.105,4.936,1108.07,-2412.25
223.0,35.27,529,219.468,104.593,6.417,4.775,1109.77,-2412.33
223.0,35.33,530,220.224,103.53,6.623,6.342,1115.11,-2411.98
223.0,35.4,531,220.744,103.08,6.429,6.566,1117.61,-2411.9
223.0,35.47,532,221.166,102.616,6.507,6.323,1120.14,-2411.77
223.0,35.53,533,221.493,102.585,6.438,5.781,1120.56,-2411.87
223.0,35.6,534,221.861,102.345,5.925,5.955,1122.02,-2411.85
223.0,35.67,535,222.512,101.683,6.007,5.406,1125.83,-2411.68
223.0,35.73,536,222.935,101.257,5.724,5.184,1128.34,-2411.57
223.0,35.8,537,223.205,101.0,5.388,4.902,1129.9,-2411.5
230.0,32.73,491,135.572,163.489,18.578,12.61,975.08,-2414.44
230.0,32.8,492,138.766,160.837,17.51,12.454,977.64,-2414.31
230.0,32.87,493,142.504,158.189,16.427,11.629,980.39,-2414.26
230.0,32.93,494,145.774,155.332,16.235,11.474,983.44,-2414.09
230.0,33.0,495,149.136,152.742,15.957,10.72,986.42,-2413.98
230.0,33.07,496,151.693,150.323,15.66,10.725,989.27,-2413.78
230.0,33.13,497,154.568,148.128,14.892,10.601,992.07,-2413.69
230.0,33.2,498,156.863,146.099,12.807,9.654,994.73,-2413.53
230.0,33.27,499,159.8,144.133,13.63,9.477,997.53,-2413.5
230.0,33.33,500,162.132,142.002,12.968,9.557,1000.59,-2413.31
230.0,33.4,501,164.395,140.113,13.551,9.686,1003.46,-2413.16
230.0,33.47,502,166.766,138.357,12.803,9.066,1006.3,-2413.08
230.0,33.53,503,168.343,136.846,11.778,8.261,1008.76,-2412.91
230.0,33.6,504,170.558,135.219,10.354,7.953,1011.61,-2412.82
230.0,33.67,505,172.137,133.738,10.354,7.746,1014.23,-2412.66
230.0,33.73,506,174.506,132.251,9.917,7.576,1017.13,-2412.64
230.0,33.8,507,176.568,130.58,9.782,7.411,1020.41,-2412.49
230.0,33.87,508,178.047,129.107,9.031,6.881,1023.34,-2412.29
230.0,33.93,509,179.656,127.667,9.651,7.177,1026.36,-2412.12
230.0,34.0,510,181.528,126.066,9.724,7.937,1029.89,-2411.93
230.0,34.07,511,182.939,124.961,8.71,7.171,1032.46,-2411.83
236.0,33.67,505,80.927,183.338,25.073,16.083,958.03,-2411.64
236.0,33.73,506,85.901,179.452,23.758,15.37,960.56,-2411.44
236.0,33.8,507,91.983,175.483,22.477,14.208,963.36,-2411.34
236.0,33.87,508,97.436,171.878,20.811,13.938,966.07,-2411.23
236.0,33.93,509,102.622,168.202,20.012,13.668,969.0,-2411.07
236.0,34.0,510,107.356,164.866,19.613,13.075,971.83,-2410.91
236.0,34.07,511,112.022,161.843,18.752,12.496,974.58,-2410.81
236.0,34.13,512,115.896,159.102,18.079,12.269,977.18,-2410.67
236.0,34.2,513,120.189,156.187,18.016,11.886,980.13,-2410.53
236.0,34.27,514,124.112,153.429,17.549,11.473,983.07,-2410.38
236.0,34.33,515,127.726,150.906,16.678,11.464,985.92,-2410.23
236.0,34.4,516,131.301,148.729,16.228,11.167,988.55,-2410.17
236.0,34.47,517,134.569,146.398,15.567,11.123,991.45,-2410.01
236.0,34.53,518,137.796,144.42,15.303,10.938,994.09,-2409.93
236.0,34.6,519,140.897,141.868,15.417,10.167,997.54,-2409.67
236.0,34.67,520,143.439,140.139,14.444,9.978,1000.05,-2409.55
236.0,34.73,521,146.477,138.234,14.544,9.592,1002.99,-2409.45
236.0,34.8,522,148.89,136.382,13.379,9.277,1005.9,-2409.26
236.0,34.87,523,151.56,134.578,13.045,9.2,1008.91,-2409.12
236.0,34.93,524,153.867,132.88,12.713,9.177,1011.85,-2408.94
236.0,35.0,525,156.317,131.276,12.475,9.086,1014.8,-2408.82
236.0,35.07,526,158.499,130.034,11.93,8.431,1017.24,-2408.78
236.0,35.13,527,161.047,128.372,12.562,8.765,1020.55,-2408.64
236.0,35.2,528,162.983,127.023,12.104,8.721,1023.33,-2408.5
236.0,35.27,529,165.368,125.689,12.22,8.627,1026.31,-2408.45
236.0,35.33,530,167.237,124.534,11.885,8.12,1028.94,-2408.37
236.0,35.4,531,169.057,123.122,11.077,7.781,1032.15,-2408.16
236.0,35.47,532,170.798,122.006,10.875,7.914,1034.88,-2408.06
236.0,35.53,533,172.394,121.106,10.566,7.647,1037.21,-2408.02
236.0,35.6,534,173.875,119.961,9.886,7.189,1040.1,-2407.84
236.0,35.67,535,175.939,119.084,10.085,7.145,1042.69,-2407.9
236.0,35.73,536,177.484,117.939,9.313,6.932,1045.81,-2407.72
236.0,35.8,537,179.16,116.741,9.995,7.033,1049.22,-2407.55
236.0,35.87,538,180.461,115.838,9.364,6.274,1051.9,-2407.42
236.0,35.93,539,181.97,114.743,9.222,6.555,1055.24,-2407.25
236.0,36.0,540,183.138,113.862,8.796,6.32,1058.0,-2407.09
238.0,33.67,505,134.105,185.969,23.15,17.317,958.74,-2418.47
238.0,33.73,506,138.034,182.276,21.795,16.653,961.28,-2418.38
238.0,33.8,507,142.388,178.148,21.532,15.999,964.3,-2418.26
238.0,33.87,508,146.223,174.291,20.519,15.336,967.3,-2418.11
238.0,33.93,509,149.573,170.885,19.969,15.235,970.12,-2417.96
238.0,34.0,510,152.848,167.778,19.201,14.458,972.87,-2417.85
238.0,34.07,511,155.838,164.713,18.128,13.707,975.71,-2417.69
238.0,34.13,512,158.538,161.702,16.862,13.495,978.64,-2417.5
238.0,34.2,513,161.766,159.092,16.503,13.037,981.41,-2417.46
238.0,34.27,514,163.389,156.228,13.93,11.903,984.42,-2417.1
238.0,34.33,515,166.81,153.786,15.156,11.788,987.35,-2417.13
238.0,34.4,516,168.54,151.523,13.785,11.353,990.03,-2416.9
238.0,34.47,517,170.902,149.125,13.186,11.639,993.09,-2416.74
238.0,34.53,518,173.017,146.943,13.331,11.596,996.0,-2416.58
238.0,34.6,519,175.802,144.817,13.878,11.378,999.09,-2416.55
238.0,34.67,520,178.009,142.936,13.505,11.185,1001.93,-2416.47
238.0,34.73,521,179.966,141.104,13.104,10.715,1004.78,-2416.36
238.0,34.8,522,181.385,139.307,12.368,10.568,1007.6,-2416.14
238.0,34.87,523,183.117,137.612,11.487,10.16,1010.46,-2416.01
238.0,34.93,524,184.685,136.044,10.528,9.715,1013.21,-2415.88
238.0,35.0,525,186.482,134.251,9.948,9.911,1016.49,-2415.71
238.0,35.07,526,188.254,132.858,10.116,9.214,1019.23,-2415.66
238.0,35.13,527,189.974,131.49,10.027,9.201,1022.03,-2415.61
238.0,35.2,528,191.442,130.07,10.32,9.232,1024.97,-2415.48
238.0,35.27,529,193.065,128.676,9.972,9.178,1028.02,-2415.39
238.0,35.33,530,194.391,127.098,9.152,9.203,1031.48,-2415.16
238.0,35.4,531,195.818,125.918,9.456,9.169,1034.3,-2415.09
238.0,35.47,532,197.32,124.585,9.704,8.898,1037.58,-2414.97
238.0,35.53,533,198.514,123.581,9.538,8.678,1040.15,-2414.9
238.0,35.6,534,200.009,122.435,9.443,8.58,1043.25,-2414.84
238.0,35.67,535,201.386,121.384,9.748,8.389,1046.19,-2414.79
238.0,35.73,536,202.445,120.437,9.087,7.617,1048.86,-2414.7
238.0,35.8,537,203.376,119.367,8.676,7.631,1051.88,-2414.52
238.0,35.87,538,204.342,118.311,8.643,7.618,1054.98,-2414.36
238.0,35.93,539,205.701,117.261,8.926,7.933,1058.34,-2414.29
238.0,36.0,540,206.873,116.316,8.696,7.583,1061.45,-2414.21
242.0,34.0,510,126.85,169.189,15.11,10.169,969.87,-2414.44
242.0,34.93,524,131.541,165.803,17.806,12.566,972.86,-2414.37
242.0,35.0,525,134.26,163.885,17.762,11.917,974.64,-2414.34
242.0,35.07,526,137.527,161.186,17.534,12.126,977.23,-2414.21
242.0,35.13,527,140.936,158.546,16.995,11.569,979.91,-2414.11
242.0,35.2,528,144.133,155.733,15.877,11.306,982.88,-2413.93
242.0,35.27,529,147.617,153.15,15.531,10.381,985.83,-2413.84
242.0,35.33,530,150.595,150.722,14.755,10.158,988.71,-2413.71
242.0,35.4,531,153.304,148.203,14.768,10.067,991.82,-2413.5
242.0,35.47,532,156.168,146.155,13.758,9.799,994.57,-2413.43
242.0,35.53,533,158.914,143.949,13.503,9.077,997.63,-2413.29
242.0,35.6,534,161.396,142.14,13.499,9.015,1000.29,-2413.21
242.0,35.67,535,163.882,139.833,13.486,9.059,1003.75,-2412.99
242.0,35.73,536,166.228,137.969,12.629,8.781,1006.75,-2412.86
242.0,35.8,537,168.376,136.279,11.626,8.754,1009.6,-2412.74
242.0,35.87,538,170.387,134.514,11.297,8.778,1012.66,-2412.57
242.0,35.93,539,172.037,133.395,10.48,7.93,1014.75,-2412.53
242.0,36.0,540,174.291,131.577,11.33,8.046,1018.2,-2412.37
244.0,34.13,512,135.11,162.805,15.567,9.942,975.62,-2414.22
244.0,34.2,513,138.488,160.028,15.567,10.193,978.34,-2414.09
244.0,34.27,514,141.336,157.448,13.711,9.558,980.97,-2413.91
244.0,34.33,515,144.913,154.698,13.083,9.457,983.98,-2413.8
244.0,34.4,516,146.935,152.723,10.804,8.398,986.19,-2413.63
244.0,34.47,517,150.53,150.432,12.005,8.948,989.02,-2413.62
