id,time,frame_num,x_pix,y_pix,w_pix,h_pix,x_utm,y_utm,speed
222,62.4,936.0,243.605,175.185,36.066,31.223,298613.85287923185,4768882.349613383,28.69580072629659
222,62.47,937.0,248.927,166.333,32.882,28.601,298615.4868153897,4768881.355384776,27.339513161282444
222,62.53,938.0,253.862,158.347,30.648,27.036,298617.12519222626,4768880.358454076,31.987844910401087
222,62.6,939.0,258.229,150.898,28.689,25.112,298618.80005858967,4768879.339319979,28.016394620811898
222,62.67,940.0,261.544,144.6,26.669,23.138,298620.3458005237,4768878.398756394,25.849248987231686
222,62.73,941.0,264.934,138.39,25.375,22.375,298622.00448762334,4768877.389467166,32.36596291770069
222,62.8,942.0,267.947,133.362,24.777,20.923,298623.47280982573,4768876.496012467,24.566444680503093
222,62.87,943.0,270.388,128.593,23.208,19.436,298624.95700161177,4768875.592901336,24.819758423630066
222,62.93,944.0,272.859,123.84,22.07,18.547,298626.55255510984,4768874.622028072,31.12921100004372
222,63.0,945.0,275.554,119.972,20.37,16.856,298627.96979197516,4768873.759658127,23.735360690189427
222,63.07,946.0,277.725,115.967,19.086,15.653,298629.5126766833,4768872.820833127,25.803416954610057
222,63.13,947.0,279.868,112.13,18.796,15.588,298631.095217824,4768871.857877711,30.883292858367412
222,63.2,948.0,281.446,108.39,18.442,15.313,298632.7301180748,4768870.8630624665,27.342872068852884
222,63.27,949.0,283.174,105.398,17.491,14.341,298634.13974735467,4768870.005321637,23.578786727195535
222,63.33,950.0,284.9,102.55,17.083,13.38,298635.553817314,4768869.144878713,27.598812377376305
222,63.4,951.0,286.151,99.707,16.323,12.962,298637.03642564686,4768868.2427310925,24.79384386798642
222,63.47,952.0,287.237,97.077,16.032,12.483,298638.48381822667,4768867.362011793,24.206593808374624
222,63.53,953.0,288.63,94.601,15.538,11.726,298639.93152048625,4768866.481104058,28.249877090445537
222,63.6,954.0,290.492,91.813,13.897,12.378,298641.66222254554,4768865.427994676,28.96338293558087
222,63.67,955.0,291.684,89.739,13.945,11.42,298643.0175995823,4768864.603265622,22.66931756953509
222,63.73,956.0,292.844,87.557,14.188,11.263,298644.4989341421,4768863.701893075,28.90261425979227
222,63.8,957.0,293.9,85.8,13.47,10.75,298645.75912873034,4768862.935081285,21.080990564956092
222,63.87,958.0,295.09,83.815,12.9,10.134,298647.24204674334,4768862.032745229,24.806187513304316
222,63.93,959.0,296.031,82.165,12.956,9.422,298648.5358736318,4768861.245468628,25.246011782163478
222,64.0,960.0,297.352,80.622,11.776,9.281,298649.8008185792,4768860.475766307,21.20694919137558
225,63.47,952.0,184.36,188.638,43.894,35.667,298612.6455767598,4768887.668388655,
225,63.53,953.0,192.776,178.942,40.384,33.439,298614.20178350556,4768886.7214573715,30.372685099388452
225,63.6,954.0,201.786,167.905,37.201,31.952,298616.17837647814,4768885.5187266115,33.05684651880565
225,63.67,955.0,208.828,159.399,36.321,28.122,298617.8868751418,4768884.479127703,28.574999779119064
225,63.73,956.0,215.816,151.366,33.542,25.712,298619.6892824806,4768883.382386604,35.179697422982755
225,63.8,957.0,222.094,144.541,30.811,24.024,298621.38635223964,4768882.3497420335,28.40882300656205
225,63.87,958.0,227.524,138.208,29.156,22.559,298623.0992915823,4768881.307441031,28.651673029360456
225,63.93,959.0,232.593,132.431,27.634,21.078,298624.81381437776,4768880.264176518,33.468061056428866
225,64.0,960.0,236.95,127.005,26.24,19.933,298626.5486474364,4768879.208553477,29.013719486157456
226,64.2,963.0,283.903,72.96,12.613,9.803,298657.37867254904,4768858.792778971,
226,64.27,964.0,284.865,71.429,12.22,9.331,298658.95360610465,4768857.834452669,26.33729411513948
226,64.33,965.0,286.356,69.482,11.743,9.481,298661.06789518456,4768856.547935643,41.25159929165076
226,64.4,966.0,287.755,68.461,11.472,9.12,298662.2509797209,4768855.828044304,19.88589902050307
226,64.47,967.0,289.167,66.452,11.854,9.944,298664.6289224312,4768854.38109752,39.765896577165826
226,64.53,968.0,290.586,64.565,12.262,10.759,298666.99671000993,4768852.940330001,46.19824431307158
226,64.6,969.0,291.255,63.685,12.295,10.549,298668.1556980173,4768852.2351010805,19.382824290027134
226,64.67,970.0,291.57,62.722,12.366,9.954,298669.4387504147,4768851.454380616,21.479938431687184
226,64.73,971.0,291.999,62.066,12.647,8.676,298670.33979924466,4768850.906104284,17.57918593157978
226,64.8,972.0,292.77,61.582,13.888,7.494,298671.0406377251,4768850.47965331,11.802801463771765
226,64.87,973.0,293.213,60.359,14.981,7.505,298672.7983285929,4768849.410121595,29.416086117684124
233,64.73,971.0,217.591,215.469,44.155,41.415,298608.3347519041,4768886.300598861,
233,64.8,972.0,224.534,205.499,40.353,39.753,298609.5644810981,4768885.552324861,20.609587624762792
233,64.87,973.0,231.616,193.185,37.86,35.973,298611.22760887677,4768884.540333538,27.819021534069698
233,64.93,974.0,237.826,182.757,35.059,32.745,298612.8145906969,4768883.5746760275,30.973555035000064
233,65.0,975.0,242.972,172.65,33.521,30.632,298614.5199224541,4768882.53700414,28.517806819857324
233,65.07,976.0,247.009,164.423,32.489,27.783,298616.05519957724,4768881.602808255,25.67695703415643
233,65.13,977.0,251.936,157.212,30.062,25.994,298617.57650024927,4768880.677116856,29.7255968983435
233,65.2,978.0,255.963,150.228,28.285,24.237,298619.15460071084,4768879.716863534,26.39457272767348
233,65.27,979.0,259.595,143.981,25.988,21.638,298620.7063667776,4768878.772634345,25.956399867353415
233,65.33,980.0,262.422,138.465,25.497,21.229,298622.1861178841,4768877.872225309,28.86943789112752
233,65.4,981.0,265.403,132.99,24.372,20.302,298623.7743734773,4768876.905792723,26.560673710285997
233,65.47,982.0,268.033,127.917,22.706,18.968,298625.3654862963,4768875.937621553,26.60750239216769
235,65.6,984.0,204.807,63.509,15.499,10.674,298675.0793769008,4768871.8065811945,
235,65.67,985.0,202.332,64.329,16.06,11.072,298673.92834121233,4768872.5069712335,19.41018036779887
235,65.73,986.0,199.019,65.583,15.864,11.144,298672.25285548944,4768873.526482202,32.80286234303875
235,65.8,987.0,195.916,66.593,16.392,11.672,298670.9257410342,4768874.334013849,22.42493146036589
235,65.87,988.0,192.552,67.932,16.861,11.926,298669.26516080165,4768875.344455023,27.819021538476484
235,65.93,989.0,189.23,69.1,17.125,12.82,298667.84888803004,4768876.20623833,27.80287754445111
235,66.0,990.0,185.849,70.402,17.857,13.086,298666.34059971536,4768877.124011881,25.292170283748757
235,66.07,991.0,182.536,71.631,18.512,13.24,298664.9655668291,4768877.960701261,23.086350768713196
235,66.13,992.0,179.1,73.185,18.755,13.483,298663.3186183138,4768878.962847715,32.13599574271162
235,66.2,993.0,175.234,74.856,19.259,13.905,298661.6158341027,4768879.998969454,28.489167291861108
235,66.27,994.0,171.323,76.231,19.784,14.748,298660.24207498936,4768880.834883761,23.116828398529528
235,66.33,995.0,167.303,78.042,20.672,14.735,298658.5570534948,4768881.86019712,32.87771957299635
235,66.4,996.0,163.338,79.66,21.359,14.965,298657.0900050659,4768882.752876745,24.566860038109887
235,66.47,997.0,158.775,81.732,21.719,14.569,298655.3288376124,4768883.824523917,29.452833270994084
235,66.53,998.0,154.209,83.693,22.53,15.074,298653.7256765289,4768884.800026297,31.29518955117744
235,66.6,999.0,149.401,85.538,23.499,15.632,298652.27449768357,4768885.683049489,24.346143306082165
235,66.67,1000.0,144.423,87.359,24.241,16.672,298650.8861427597,4768886.527845153,23.34348661684809
235,66.73,1001.0,138.906,89.773,24.936,17.527,298649.17320341704,4768887.570146156,33.42695186758607
235,66.93,1004.0,121.222,97.509,27.214,19.215,298644.25710881373,4768890.561524897,28.780418689389986
235,67.0,1005.0,114.814,100.358,28.516,19.7,298642.64093537285,4768891.544945125,27.03021740556355
235,67.07,1006.0,108.117,103.148,29.788,20.736,298641.13581396424,4768892.460791655,25.20001619899204
235,67.13,1007.0,100.706,106.538,30.771,21.668,298639.4304822066,4768893.498463543,33.27077463117126
235,67.2,1008.0,92.978,109.914,32.296,22.666,298637.8244638972,4768894.475704507,26.86625984746654
235,67.27,1009.0,84.904,113.487,33.94,23.518,298636.2390655303,4768895.440398508,26.51530170646241
235,67.33,1010.0,76.462,117.313,35.189,24.216,298634.6479527113,4768896.408569677,31.042086124191435
235,67.4,1011.0,67.408,121.321,36.827,25.624,298633.0888887393,4768897.357239546,26.076809624685424
235,67.47,1012.0,57.449,125.986,38.876,26.773,298631.4086176036,4768898.379662376,28.103671051817667
235,67.53,1013.0,47.16,130.867,41.274,27.846,298629.79433729564,4768899.361930657,31.504849710732604
235,67.6,1014.0,36.255,135.905,43.283,28.922,298628.23114232434,4768900.313114184,26.14129581907919
235,67.67,1015.0,24.896,141.588,44.488,30.722,298626.63620818575,4768901.283610577,26.71428571382506
235,67.73,1016.0,16.711,147.258,37.172,32.577,298625.24650938105,4768902.129223974,27.93842435669557
236,66.0,990.0,183.611,187.215,43.022,35.0,298612.4957510758,4768887.021306735,
236,66.07,991.0,191.953,177.708,40.206,32.6,298614.04465991585,4768886.07881613,25.913907693950247
236,66.13,992.0,200.891,167.046,37.431,30.301,298615.97588200384,4768884.903692955,37.68362450061338
236,66.2,993.0,208.306,158.227,36.572,28.365,298617.77226521086,4768883.810617461,30.043505870140347
236,66.27,994.0,215.26,149.846,33.148,26.446,298619.68001013016,4768882.649779834,31.906112269675052
236,66.33,995.0,221.519,142.791,30.445,24.654,298621.4633809793,4768881.564622188,34.809401664378136
236,66.4,996.0,226.943,136.531,28.765,23.573,298623.19979749114,4768880.508035637,29.046409034790425
236,66.47,997.0,231.842,130.746,27.066,21.978,298624.946369134,4768879.445269823,29.210705332859863
236,66.53,998.0,236.366,125.365,25.512,21.659,298626.71641794563,4768878.368218461,34.539027839196514
236,66.6,999.0,240.492,120.774,24.719,19.704,298628.36209268786,4768877.366847081,27.537358673334015
236,66.67,1000.0,244.298,116.46,23.836,19.077,298630.01792256127,4768876.359296437,27.69881747871246
236,66.73,1001.0,247.982,112.069,22.963,18.276,298631.8377829369,4768875.251935395,35.51056180597431
236,66.8,1002.0,251.415,108.593,22.166,17.399,298633.3971565886,4768874.3030770905,26.112003653672012
236,66.87,1003.0,254.343,104.88,20.893,16.612,298635.1465854578,4768873.238572692,29.25608257051834
236,66.93,1004.0,257.18,101.789,20.255,16.025,298636.7189714669,4768872.281796539,30.69428104298049
236,67.0,1005.0,259.709,98.335,19.004,15.531,298638.5664400109,4768871.157636291,30.894487983923547
236,67.07,1006.0,262.219,95.59,18.07,15.188,298640.15056460473,4768870.193717364,26.50721889018996
236,67.13,1007.0,264.34,92.841,17.445,14.858,298641.8149661565,4768869.180950968,32.47221033695466
236,67.2,1008.0,266.389,90.268,16.838,14.073,298643.47206980333,4768868.172625249,27.711708278764487
236,67.27,1009.0,268.652,87.855,16.355,13.945,298645.1221852242,4768867.168551775,27.616173901155722
236,67.33,1010.0,270.776,85.606,15.637,13.516,298646.7488234764,4768866.178763847,31.756889015045108
236,67.4,1011.0,272.755,83.817,15.781,12.715,298648.11339155183,4768865.348442167,22.868300854979527
236,67.47,1012.0,274.338,81.934,15.061,12.221,298649.5918688853,4768864.448808204,24.729144993502914
236,67.53,1013.0,276.296,80.204,14.61,11.938,298651.0341663721,4768863.571189202,28.20953345090308
236,67.6,1014.0,277.936,78.454,14.299,11.264,298652.54214500706,4768862.653604087,25.238858932152596
236,67.67,1015.0,279.126,76.559,13.883,11.496,298654.23415472714,4768861.624038484,28.29905890074275
236,67.73,1016.0,280.657,74.942,13.679,11.043,298655.76116985164,4768860.694869916,29.815171382361736
236,67.8,1017.0,282.076,73.352,13.083,10.318,298657.32911518175,4768859.740795858,26.231310159361303
236,67.87,1018.0,283.461,72.078,12.909,10.724,298658.646728919,4768858.939045274,22.072699915775836
236,67.93,1019.0,284.798,70.697,12.494,10.146,298660.1166345742,4768858.044627065,28.70588402746971
236,68.0,1020.0,285.922,69.172,12.4,10.051,298661.7927747107,4768857.024717893,28.029867453957554
236,68.07,1021.0,287.045,68.035,11.79,9.727,298663.10880499467,4768856.223930819,22.029664596267377
236,68.13,1022.0,288.216,66.51,11.766,9.722,298664.9315225966,4768855.114831193,35.56293326132739
236,68.2,1023.0,289.19,65.146,11.926,9.966,298666.6222585437,4768854.0860406635,28.273446114916872
236,68.27,1024.0,290.271,64.209,11.883,9.954,298667.84468983236,4768853.342207344,20.492905692429414
236,68.33,1025.0,291.147,63.283,12.158,9.052,298669.0829907046,4768852.588717592,24.175860317977342
236,68.4,1026.0,291.771,62.772,12.86,7.638,298669.7851029586,4768852.161491543,11.774236839822722
236,68.47,1027.0,292.128,62.352,13.068,7.038,298670.36824591475,4768851.806656743,9.752027518359517
236,68.53,1028.0,292.141,61.554,13.298,6.712,298671.4606237352,4768851.141959244,21.391846839866954
236,68.6,1029.0,292.066,60.859,13.281,6.243,298672.4371991642,4768850.547725973,16.423601733889313
236,68.67,1030.0,292.693,60.162,15.035,7.181,298673.46737242275,4768849.920879129,17.236056181649552
236,68.73,1031.0,292.402,59.939,14.515,7.205,298673.7789444838,4768849.731291639,6.273843405113735
237,66.0,990.0,235.735,198.385,39.555,37.886,298609.6958095473,4768883.356981792,
237,66.07,991.0,241.643,188.986,36.689,34.792,298611.05593694333,4768882.529362206,22.786497972486288
237,66.13,992.0,246.914,178.807,34.331,32.019,298612.6676697052,4768881.548644073,31.446603773191754
237,66.2,993.0,251.956,169.922,32.515,29.552,298614.2473536196,4768880.587427242,26.42895752494858
237,66.27,994.0,256.344,162.055,30.032,27.229,298615.7800831962,4768879.654781505,25.638778025527262
237,66.33,995.0,259.573,155.307,27.787,25.445,298617.2027248339,4768878.789122827,27.755379860454646
237,66.4,996.0,262.946,148.5,26.276,24.486,298618.77924184274,4768877.829833016,26.364013821108674
237,66.47,997.0,265.937,142.756,24.489,23.156,298620.2342420072,4768876.944484602,24.334824289077968
237,66.53,998.0,268.614,137.146,23.623,21.417,298621.76380467816,4768876.0137658855,29.841246627803763
237,66.6,999.0,270.993,132.195,23.246,21.047,298623.2172213899,4768875.129380981,24.305034329594392
237,66.67,1000.0,273.687,127.387,21.686,19.289,298624.7499509665,4768874.196735245,25.638778026221683
237,66.73,1001.0,276.023,123.095,19.842,18.553,298626.21668971574,4768873.304244057,28.620602524407552
237,66.8,1002.0,277.891,119.38,19.643,17.44,298627.57492397923,4768872.4777764175,22.714285719909753
237,66.87,1003.0,279.709,116.07,18.067,16.703,298628.84971437795,4768871.70208327,21.321637949318802
237,66.93,1004.0,281.191,112.424,17.479,15.566,298630.33962061617,4768870.79549497,29.06936149302111
237,67.0,1005.0,282.91,109.173,16.423,15.355,298631.75940502755,4768869.931574877,23.743957339696138
237,67.07,1006.0,284.242,105.978,16.153,14.62,298633.2302747761,4768869.03657003,24.59799228542204
237,67.13,1007.0,285.547,102.936,15.927,14.139,298634.7128831094,4768868.134422409,28.926151187276215
237,67.2,1008.0,286.912,100.345,15.034,13.689,298636.0565215618,4768867.316836129,22.472205052598927
237,67.27,1009.0,288.481,97.752,14.773,12.98,298637.47788942646,4768866.451952525,23.77616711329313
237,67.33,1010.0,289.691,95.223,14.314,12.197,298638.9313061381,4768865.567567621,28.35587338452295
237,67.4,1011.0,291.009,92.922,13.738,11.996,298640.3336375127,4768864.714267472,23.458604441221393
237,67.47,1012.0,292.525,90.891,13.67,11.774,298641.6350719866,4768863.922361755,21.793090089126302
237,67.53,1013.0,293.703,88.878,13.723,11.553,298642.9685553075,4768863.110954738,26.026695693292044
237,67.6,1014.0,294.503,87.01,13.447,10.917,298644.2636559694,4768862.322903062,21.657821325487262
237,67.67,1015.0,295.433,84.95,12.83,10.733,298645.74784775544,4768861.419791931,24.819758423627544
237,67.73,1016.0,296.147,83.202,13.381,10.505,298647.0692828123,4768860.615716124,25.78220747435262
237,67.8,1017.0,297.465,81.59,12.936,10.014,298648.3605621546,4768859.829989672,21.639438674732588
237,67.87,1018.0,298.689,80.015,11.827,9.58,298649.66643730755,4768859.03538186,21.8739431241712
237,67.93,1019.0,299.679,78.478,11.739,9.668,298650.99262272316,4768858.228415523,25.887040941453964
237,68.0,1020.0,300.272,77.116,11.931,9.406,298652.1969816155,4768857.495579017,20.14032405733624
237,68.07,1021.0,301.197,75.557,11.404,8.674,298653.63008806447,4768856.623552641,23.97362496407814
237,68.13,1022.0,302.027,74.085,11.353,8.475,298655.0470152497,4768855.761371132,27.649090800142016
237,68.2,1023.0,302.726,72.785,11.126,8.76,298656.34084213804,4768854.9740945315,21.639438670424372
237,68.27,1024.0,303.552,71.168,10.578,8.925,298658.0141250483,4768853.955923945,27.983960421183745
237,68.33,1025.0,304.346,69.819,10.65,9.571,298659.47800657165,4768853.0651713405,28.570089260081172
237,68.4,1026.0,305.16,68.627,10.32,9.128,298660.8203712511,4768852.248360134,22.46539288749152
237,68.47,1027.0,306.069,67.592,10.693,8.774,298662.031063955,4768851.511669588,20.29376097400061
237,68.53,1028.0,306.659,66.896,10.651,8.059,298662.8708723163,4768851.000657274,16.412224446195587
237,68.6,1029.0,307.276,66.255,9.932,7.203,298663.65801188734,4768850.521693224,13.202504400954556
237,68.67,1030.0,308.039,65.856,9.786,5.957,298664.1729261497,4768850.208374686,8.793550511687208
237,68.73,1031.0,308.651,65.363,9.396,5.695,298664.8077738027,4768849.82207826,12.468850076133126
237,69.13,1037.0,312.079,59.167,9.44,6.613,298673.4194248536,4768844.582002151,25.20834435189217
237,69.2,1038.0,312.595,58.27,9.378,6.584,298674.8217562286,4768843.728702,23.458604448432332
237,69.27,1039.0,313.48,56.855,9.686,7.946,298677.1210054333,4768842.329639178,38.473155227731546
237,69.33,1040.0,314.054,55.587,9.68,9.151,298679.27780817205,4768841.017253151,42.08193066857119
237,69.4,1041.0,314.35,55.196,8.71,7.969,298679.9665983885,4768840.598133387,11.529907872135443
237,69.47,1042.0,314.74,54.803,8.393,7.383,298680.66871064244,4768840.170907338,11.774236839149143
237,69.53,1043.0,315.443,54.014,8.827,7.208,298682.1138653555,4768839.291549752,28.249877086914143
237,69.6,1044.0,315.975,53.427,8.996,7.151,298683.2204942527,4768838.61818066,18.549987623052104
237,69.67,1045.0,316.449,53.141,8.361,6.757,298683.7747552678,4768838.28092014,9.348141800855274
237,69.73,1046.0,316.878,52.501,7.818,6.404,298685.0174968191,4768837.5247282935,24.268177604322823
237,69.8,1047.0,317.287,52.211,7.548,5.991,298685.59809222916,4768837.171443643,9.772932214903044
237,69.87,1048.0,317.561,51.385,7.061,6.137,298687.2434572916,4768836.170260699,27.515116443785555
237,69.93,1049.0,317.784,50.656,6.517,6.009,298688.7422448878,4768835.258268209,29.240858013782894
237,70.0,1050.0,318.138,50.197,6.767,6.385,298689.7197493565,4768834.663469629,16.36384766380908
237,70.07,1051.0,318.554,49.799,6.764,6.442,298690.5801776602,4768834.139910352,14.431400004467442
237,70.13,1052.0,319.206,49.786,6.966,6.098,298690.6426568478,4768834.1018925905,3.2058973349471156
237,70.2,1053.0,319.87,49.448,6.818,6.338,298691.4009144778,4768833.640502822,12.861110506162591
237,70.27,1054.0,320.335,49.156,7.084,6.273,298692.0636799786,4768833.237218753,11.177601503238035
237,70.33,1055.0,321.024,47.99,6.674,6.635,298694.72778939456,4768831.616143304,52.00480746954216
237,70.4,1056.0,321.482,47.336,6.703,6.699,298696.27828168817,4768830.672689188,25.952075145911156
237,70.47,1057.0,321.95,46.43,6.5,6.164,298698.49536080216,4768829.323625782,37.0892470262982
237,70.53,1058.0,322.128,45.799,6.364,6.177,298700.0864736212,4768828.3554546125,31.042086125019612
237,70.6,1059.0,322.447,45.532,6.716,5.873,298700.7857286489,4768827.929967148,11.742996177360547
237,70.67,1060.0,322.804,45.279,6.831,5.804,298701.45135137596,4768827.524944496,11.20131187223248
237,70.73,1061.0,323.048,45.176,6.906,5.736,298701.7359346289,4768827.351779339,5.661762588865259
237,70.8,1062.0,323.318,44.825,6.903,5.998,298702.6709254384,4768826.782849761,15.650519971360557
237,70.87,1063.0,324.131,44.041,6.874,5.493,298704.82421653764,4768825.472600521,36.12026397533363
237,70.93,1064.0,324.571,43.696,6.986,5.447,298705.8020306856,4768824.877613505,19.166666661233226
238,66.2,993.0,287.3,93.387,16.204,13.163,298639.93254118226,4768864.981610492,
238,66.27,994.0,288.359,91.1,16.04,12.62,298641.3653379515,4768864.109772551,23.96085242846675
238,66.33,995.0,289.896,88.556,14.762,12.459,298643.0592408041,4768863.079055001,33.05634919089761
238,66.4,996.0,291.122,86.493,14.633,12.331,298644.5069430637,4768862.198147266,24.214180363237393
238,66.47,997.0,292.798,84.633,14.334,11.781,298645.89213108155,4768861.355278622,23.23306932542868
238,66.53,998.0,294.079,82.651,14.123,11.61,298647.4175627529,4768860.427073565,29.771817394484298
238,66.6,999.0,295.068,80.763,14.208,11.391,298648.9369702924,4768859.502534113,25.40970407910289
238,66.67,1000.0,295.813,78.981,13.93,10.968,298650.4268765306,4768858.595945813,24.91659556544498
238,66.73,1001.0,296.541,77.577,13.381,10.304,298651.6502719126,4768857.851525855,23.868272758306503
238,66.8,1002.0,298.103,76.153,12.51,9.928,298652.9799339143,4768857.042444061,22.34287541454709
238,66.87,1003.0,298.79,74.739,11.876,9.969,298654.3029524239,4768856.237404742,22.124416281261485
238,66.93,1004.0,299.779,73.33,11.936,9.549,298655.69512866734,4768855.390283856,27.180466845759497
238,67.0,1005.0,300.922,71.173,11.675,10.639,298657.9090408754,4768854.043147471,37.02426121397375
238,67.07,1006.0,301.904,69.794,11.291,10.383,298659.4125788308,4768853.1282644505,25.159896821000306
238,67.13,1007.0,302.822,68.626,11.421,9.797,298660.7330497944,4768852.324775281,25.794594611758207
238,67.2,1008.0,303.489,68.065,11.683,9.291,298661.39423184237,4768851.922454723,11.114432607815306
238,67.27,1009.0,304.15,67.141,11.53,8.398,298662.483098023,4768851.259894011,18.225906656670045
238,67.33,1010.0,304.862,66.513,10.884,7.544,298663.26008246245,4768850.787109225,15.233369800903205
238,67.4,1011.0,305.486,65.34,10.463,7.232,298664.7106419483,4768849.904462905,24.258808628134627
238,67.47,1012.0,306.005,64.507,9.823,7.093,298665.7671496017,4768849.261591929,17.673339773407317
238,67.53,1013.0,306.731,63.564,9.705,6.904,298667.0143318325,4768848.5026979875,24.361285318554717
238,67.6,1014.0,307.515,62.69,9.73,7.015,298668.20884527307,4768847.77585231,20.012751036072437
238,67.67,1015.0,308.364,61.631,9.568,7.327,298669.6949301916,4768846.871589232,24.88340156162156
238,67.73,1016.0,309.36,60.621,9.18,7.566,298671.165145527,4768845.976982588,28.77161024213776
238,67.8,1017.0,310.127,59.97,9.212,7.733,298672.1502575802,4768845.3775548935,16.543079194583882
238,67.87,1018.0,310.804,59.304,9.462,7.511,298673.1690019341,4768844.757662388,17.088604630817745
238,67.93,1019.0,311.59,58.295,9.5,7.778,298674.7474120755,4768843.79722063,30.83333333326399
238,68.0,1020.0,311.791,57.699,9.659,7.297,298675.69383179,4768843.221336713,15.82686943120042
238,68.07,1021.0,312.37,57.334,8.939,6.254,298676.30678572715,4768842.848362325,10.352954817919473
238,68.13,1022.0,313.085,56.286,8.487,6.731,298678.0565242761,4768841.78366949,34.16056856075589
238,68.2,1023.0,313.571,55.065,7.822,6.801,298680.166372677,4768840.499854559,35.283111527537066
238,68.27,1024.0,314.244,54.607,8.026,6.626,298681.00649071805,4768839.988653809,14.145742854609564
238,68.33,1025.0,314.742,54.069,8.408,6.125,298681.9973172238,4768839.385748945,19.374955195730163
238,68.4,1026.0,315.258,53.426,8.319,6.119,298683.2019857959,4768838.652724004,20.167664562598496
238,68.47,1027.0,316.055,52.721,8.196,6.553,298684.5652800975,4768837.823177398,22.886588170094637
238,68.53,1028.0,316.322,52.147,8.127,6.145,298685.6861951255,4768837.141115384,21.871467970277997
238,68.6,1029.0,316.668,51.486,7.727,6.279,298687.00793986215,4768836.336851141,22.11103704391514
238,68.67,1030.0,317.07,51.168,7.012,6.111,298687.6691219106,4768835.934530583,11.114432615852687
238,68.73,1031.0,317.096,50.959,6.806,5.891,298688.1012467222,4768835.671588333,8.434387285953417
238,68.8,1032.0,317.902,50.158,6.713,5.999,298689.798626161,4768834.638755327,28.464084065718403
238,68.87,1033.0,318.483,49.813,7.169,5.934,298690.5625982426,4768834.173888389,12.89597310358163
238,68.93,1034.0,319.213,49.112,7.038,5.808,298692.1178408951,4768833.227543742,30.438006216436957
238,69.0,1035.0,320.123,48.461,7.294,5.604,298693.6191409841,4768832.314022435,25.259469834886506
238,69.07,1036.0,320.291,48.099,7.321,5.34,298694.4484845337,4768831.809377821,13.871126961166514
238,69.13,1037.0,320.531,47.736,7.22,5.202,298695.30574593146,4768831.287745564,16.734030528620245
238,69.2,1038.0,321.039,46.631,7.282,5.266,298697.9711291209,4768829.66589504,44.58264511373008
238,69.27,1039.0,321.502,45.876,7.24,5.591,298699.8703023615,4768828.510273166,31.777286199848554
238,69.33,1040.0,321.836,45.652,6.6,5.455,298700.4581956768,4768828.152547835,11.53376685028902
238,69.4,1041.0,322.085,45.584,6.305,5.253,298700.64315580163,4768828.040002039,3.2387954419229437
242,67.13,1007.0,205.007,164.048,34.599,26.049,298616.44088754355,4768884.247577066,
242,67.2,1008.0,211.979,156.708,31.471,23.46,298617.997403969,4768883.300457345,26.075244339461303
242,67.27,1009.0,219.034,148.49,28.966,21.945,298619.9111730206,4768882.135954113,32.016577344049075
242,67.33,1010.0,225.201,141.164,26.84,20.501,298621.79702422366,4768880.988438522,36.80164548973016
242,67.4,1011.0,230.328,134.676,25.567,18.902,298623.6225990518,4768879.877600312,30.52867504586601
242,67.47,1012.0,235.219,129.128,23.969,17.646,298625.3561583373,4768878.822752346,29.00422207402443
242,67.53,1013.0,239.299,123.984,22.738,17.058,298627.0865507165,4768877.7698314,33.76100642978982
242,67.6,1014.0,243.432,119.205,21.805,16.01,298628.8347058126,4768876.706102076,29.243872551458875
242,67.67,1015.0,246.719,114.756,21.313,15.427,298630.57081264426,4768875.649703962,29.03235352040527
242,67.73,1016.0,250.384,110.688,19.879,14.983,298632.3088126088,4768874.592153901,33.92966581478027
242,67.8,1017.0,253.596,107.025,19.045,13.385,298633.98811965133,4768873.570317709,28.093865990077624
242,67.87,1018.0,256.655,103.428,18.359,13.319,298635.74357265234,4768872.502147705,29.364006839595366
242,67.93,1019.0,259.317,99.916,17.475,12.895,298637.56470680144,4768871.39401159,35.52972152050775
242,68.0,1020.0,261.667,96.98,16.831,12.909,298639.1999167324,4768870.399007909,27.348096232564842
242,68.07,1021.0,263.855,94.1,17.131,12.604,298640.8950933585,4768869.367515285,28.348055399189825
242,68.13,1022.0,266.061,91.452,16.406,11.83,298642.55378045765,4768868.358226057,32.36596290938415
242,68.2,1023.0,268.355,89.101,15.335,11.304,298644.1233092409,4768867.403188488,26.269016438998435
242,68.27,1024.0,270.28,86.89,14.749,11.08,298645.6677774019,4768866.463399978,25.836218839056222
242,68.33,1025.0,272.18,84.72,14.132,10.267,298647.26649780635,4768865.490599693,31.20407737339614
242,68.4,1026.0,274.029,82.528,13.876,10.072,298648.9604006594,4768864.459882143,28.33401359937364
242,68.47,1027.0,275.527,80.864,13.159,9.507,298650.3129204699,4768863.636891673,22.626064070225006
242,68.53,1028.0,276.792,78.938,13.182,9.839,298651.92592700524,4768862.655398466,31.470003359837733
242,68.6,1029.0,278.09,77.038,14.406,10.02,298653.60778159386,4768861.632012126,28.125810644306984
242,68.67,1030.0,279.66,75.358,14.118,9.215,298655.1728696976,4768860.679676652,26.190043284342774
242,68.73,1031.0,281.284,73.813,13.217,9.471,298656.6897296906,4768859.756687348,29.63153350406337
242,68.8,1032.0,282.538,72.661,12.095,8.66,298657.86076596245,4768859.044127218,19.61517530194568
242,68.87,1033.0,283.379,71.305,11.12,8.435,298659.26278765727,4768858.191015504,23.446421769890726
