id,time,frame_num,x_pix,y_pix,w_pix,h_pix,x_utm,y_utm,speed
125,24.53,368.0,289.274,64.014,10.977,7.95,298667.04382649955,4768851.56372281,18.859863318871582
125,24.6,369.0,289.955,63.199,10.957,6.929,298668.1384071327,4768850.897684928,18.30857945759973
125,24.67,370.0,290.783,61.887,10.341,7.123,298669.93892133894,4768849.8020957755,30.110341298170972
125,24.73,371.0,291.59,60.832,10.853,7.219,298671.4465902937,4768848.884699097,29.415132157548744
125,24.8,372.0,292.123,60.055,11.752,7.137,298672.5966969429,4768848.184874366,19.232731455719378
125,24.87,373.0,292.394,59.126,12.401,7.372,298673.98222969426,4768847.341795957,23.201864805822545
125,24.93,374.0,294.531,57.803,10.673,7.663,298676.12281811546,4768846.039276129,42.04032455533941
125,25.0,375.0,296.135,56.409,9.781,7.71,298678.4531520748,4768844.621298643,39.03164598407877
125,25.07,376.0,297.296,55.726,9.538,7.627,298679.6612972326,4768843.886158245,20.34799293012106
125,25.13,377.0,298.37,55.15,9.149,7.263,298680.7009712087,4768843.25353034,20.486445376395434
125,25.2,378.0,299.17,54.307,8.831,7.315,298682.22354565415,4768842.327063867,25.477080539696967
125,25.27,379.0,300.156,53.502,8.556,7.081,298683.7346911946,4768841.407551732,25.32603725587717
125,25.33,380.0,301.16,52.648,8.848,6.899,298685.3879735219,4768840.401551236,32.318725225138515
125,25.4,381.0,301.746,51.865,8.686,7.095,298686.9425968144,4768839.4555834625,26.000392460180905
125,25.47,382.0,302.523,51.398,8.262,6.796,298687.9102558312,4768838.86677571,16.28822035979887
125,25.53,383.0,303.366,50.77,8.181,6.621,298689.2221551164,4768838.068502294,25.67153633820914
125,25.6,384.0,304.216,50.162,8.014,6.363,298690.5311971753,4768837.271967462,21.972617469191892
125,25.67,385.0,304.8,49.762,7.867,6.044,298691.4078047424,4768836.738563317,14.714979173695587
125,25.73,386.0,305.322,48.999,7.961,6.333,298693.10012414225,4768835.708809278,33.01893396045476
125,25.8,387.0,306.049,48.673,7.833,5.525,298693.8583817722,4768835.247419508,12.861110506163897
125,25.87,388.0,306.938,48.009,7.453,5.578,298695.4136244242,4768834.3010748625,26.08971960629466
125,25.93,389.0,307.606,47.452,7.381,5.899,298696.7474174253,4768833.489479409,26.078939995250586
125,26.0,390.0,308.53,46.671,7.515,6.106,298698.67037751473,4768832.31938355,32.21927424227677
125,26.07,391.0,308.939,46.298,7.551,5.879,298699.6025110984,4768831.752192557,15.612658391711088
125,26.13,392.0,309.522,45.755,7.441,5.775,298700.9962707946,4768830.90410816,27.22794724358146
125,26.2,393.0,309.821,45.487,7.505,5.473,298701.7012402744,4768830.475143528,11.808851745189775
125,26.27,394.0,310.347,45.291,7.507,5.184,298702.2278931211,4768830.154682214,8.995463706093066
125,26.33,395.0,310.766,45.288,7.351,5.026,298702.25928755495,4768830.135579116,2.061552814493554
125,26.4,396.0,312.005,44.251,7.114,5.371,298705.0734510225,4768828.423197754,47.16449720096758
125,26.47,397.0,312.72,43.787,6.776,5.492,298706.3840765342,4768827.625699412,22.028738184470907
125,26.53,398.0,313.301,43.101,7.016,5.849,298708.35209782847,4768826.428184405,38.41476856991827
125,26.6,399.0,313.938,42.457,6.988,5.602,298710.2645931066,4768825.264456247,32.01434627376178
125,26.67,400.0,314.402,42.29,6.716,5.199,298710.7795073689,4768824.951137708,8.793550511688101
125,26.73,401.0,315.13,42.107,7.547,5.146,298711.3651628179,4768824.59477409,11.91754076414766
125,26.8,402.0,315.535,42.109,7.681,4.643,298711.37466353585,4768824.588993028,1.9166296964129372
125,26.87,403.0,316.241,41.889,7.593,4.333,298712.074537923,4768824.163128693,12.02123970479106
125,26.93,404.0,316.793,41.413,7.637,4.976,298713.56664697384,4768823.25520001,29.178568997775713
125,27.0,405.0,317.152,41.301,7.269,4.832,298713.9305430917,4768823.033774021,6.262945781468518
126,24.13,362.0,246.362,120.996,22.932,19.073,298628.0702527806,4768876.668086499,
126,24.2,363.0,250.164,116.716,22.523,18.35,298629.7130702966,4768875.668453704,27.49730970351958
126,24.27,364.0,253.667,112.171,21.178,17.665,298631.5855994621,4768874.529044398,31.31538057957265
126,24.33,365.0,257.18,107.915,20.137,16.471,298633.48033202405,4768873.376124618,36.98235315702721
126,24.4,366.0,259.794,103.975,20.403,15.854,298635.3569921889,4768872.234201654,31.384709647153194
126,24.47,367.0,262.52,100.598,19.048,15.062,298637.100706606,4768871.173174424,29.16665695315714
126,24.53,368.0,265.199,97.512,18.465,14.629,298638.8079314962,4768870.13435059,33.32874968120907
126,24.6,369.0,267.23,94.548,18.681,14.457,298640.53229974344,4768869.085095249,28.83627250959375
126,24.67,370.0,269.967,91.947,17.526,13.588,298642.1709862601,4768868.087976112,27.46797764806754
126,24.73,371.0,272.626,89.426,16.215,13.068,298643.84488852986,4768867.069428653,32.74310783859497
126,24.8,372.0,274.396,87.053,14.615,12.703,298645.487396366,4768866.069984294,27.4690920966252
126,24.87,373.0,276.236,84.935,14.39,11.965,298647.0407458855,4768865.124791593,25.992149520771303
126,24.93,374.0,277.874,83.094,14.616,11.032,298648.4519586182,4768864.2660872545,27.550458750915176
126,25.0,375.0,279.263,81.234,14.043,10.9,298649.9377338574,4768863.362012613,24.84975260118667
126,25.07,376.0,281.055,79.138,13.386,10.721,298651.7020682169,4768862.28843842,29.51927768488476
126,25.13,377.0,282.509,77.35,13.381,10.432,298653.2846093576,4768861.325483004,30.88329285836924
126,25.2,378.0,284.233,75.542,12.731,10.584,298654.9626426266,4768860.304421887,28.092049856533365
126,25.27,379.0,285.433,73.835,13.249,10.465,298656.6124483681,4768859.300536848,27.590297026434587
126,25.33,380.0,286.691,72.416,13.759,10.69,298658.04999549617,4768858.425808376,28.059955649519505
126,25.4,381.0,288.349,70.388,11.96,10.493,298660.1982265565,4768857.118638103,35.93929121604482
126,25.47,382.0,289.297,68.592,11.547,10.335,298662.1846649809,4768855.9099165145,33.22465275954678
126,25.53,383.0,289.975,67.126,11.869,10.604,298663.88682983257,4768854.874171648,33.22064284772436
126,25.6,384.0,290.87,65.549,11.563,10.684,298665.8060036562,4768853.706379683,32.09488483280651
126,25.67,385.0,291.744,64.614,11.723,10.232,298667.00623154914,4768852.976056837,20.08807139374341
126,25.73,386.0,292.51,63.953,12.407,9.138,298667.88125566347,4768852.443616201,17.10831506549966
126,25.8,387.0,292.86,63.32,12.896,8.604,298668.7163136656,4768851.935494418,13.964970754428553
126,25.87,388.0,293.105,62.415,13.997,7.911,298669.9378159147,4768851.192226406,20.454030088489777
128,24.27,364.0,298.846,84.696,11.036,9.45,298646.1363013631,4768861.346013694,
128,24.33,365.0,300.008,82.948,11.772,9.245,298647.4758088163,4768860.530941072,26.164012603852992
128,24.4,366.0,301.25,81.089,11.129,8.606,298648.97648954595,4768859.617796636,25.12011959206951
128,24.47,367.0,302.338,78.888,11.604,8.888,298650.81538641115,4768858.498852141,30.755454132991822
128,24.53,368.0,303.425,77.158,10.873,8.924,298652.35414012003,4768857.5625408,30.046260628865436
128,24.6,369.0,304.028,75.42,10.245,8.455,298653.94366948627,4768856.59533314,26.582562952398675
128,24.67,370.0,305.084,73.955,9.805,7.887,298655.36820425687,4768855.728522517,23.853293105912556
129,24.4,366.0,305.793,51.034,8.221,6.037,298688.28376994055,4768837.488208773,
129,24.47,367.0,306.039,50.859,8.221,5.535,298688.654654284,4768837.26253054,6.228636964788885
129,24.53,368.0,306.993,50.006,8.408,5.495,298690.4735505663,4768836.155756137,35.55473089072745
129,24.6,369.0,307.743,49.307,8.581,5.681,298692.01832840743,4768835.21577919,25.876472650627143
129,24.67,370.0,308.196,48.651,8.11,5.624,298693.4923650619,4768834.318847323,24.652689549526254
129,24.73,371.0,308.689,48.104,7.584,5.492,298694.7614410082,4768833.546631344,24.776781239579854
129,24.8,372.0,308.964,47.666,7.761,5.34,298695.79003081395,4768832.92074801,17.202277974454226
129,24.87,373.0,309.545,47.089,7.639,5.457,298697.19108841545,4768832.068222934,23.45642942983685
129,24.93,374.0,309.977,46.694,7.617,5.312,298698.16573565744,4768831.47516294,19.047455351174875
129,25.0,375.0,310.524,46.633,7.564,5.327,298698.3408503309,4768831.36860797,3.5828389211480958
129,25.07,376.0,311.05,46.204,7.369,5.527,298699.42114483315,4768830.71126301,18.118093337923387
129,25.13,377.0,311.57,45.39,7.301,5.032,298701.52083810256,4768829.433627343,40.96916184086388
129,25.2,378.0,312.214,44.78,7.367,5.526,298703.1462025817,4768828.44461449,27.22281456224493
132,24.8,372.0,56.173,127.346,34.748,23.991,298631.2121424314,4768898.984915658,
132,24.87,373.0,46.451,131.999,36.407,25.284,298629.69748525106,4768899.906564579,25.338524351465292
132,24.93,374.0,34.199,137.217,38.392,26.766,298628.0810021304,4768900.890173242,31.572227595156704
132,25.0,375.0,21.854,143.112,39.57,28.524,298626.44038742717,4768901.888465656,27.44716631706486
132,25.07,376.0,13.584,149.431,31.457,29.957,298624.9589827595,4768902.789880862,25.849248992231626
140,25.6,384.0,253.452,108.183,20.824,15.989,298633.42657545157,4768873.807779939,
140,25.67,385.0,256.236,104.809,20.415,15.857,298635.0281530819,4768872.83324107,26.789047410142278
140,25.73,386.0,259.128,100.945,19.357,15.482,298636.99142401735,4768871.638616594,38.302886461181586
140,25.8,387.0,262.065,97.477,18.318,14.965,298638.8963117105,4768870.47951755,31.86194710880338
140,25.87,388.0,264.642,94.447,18.06,14.16,298640.6752418806,4768869.397062,29.75889508505215
140,25.93,389.0,266.912,91.408,17.508,13.15,298642.5652240834,4768868.24703275,36.87290484032743
140,26.0,390.0,269.516,88.999,16.244,13.162,298644.1848741099,4768867.261497066,27.15225400928171
140,26.07,391.0,271.44,86.689,16.219,12.286,298645.80548822985,4768866.275374744,27.1067428881221
140,26.13,392.0,273.834,84.432,15.168,12.04,298647.4895456315,4768865.250648022,32.919514652479364
140,26.2,393.0,275.748,82.292,14.79,11.231,298649.1615547683,4768864.2332525095,27.974113393294957
140,26.27,394.0,277.507,80.264,14.365,11.529,298650.8218253211,4768863.222999771,27.776439881194925
140,26.33,395.0,278.707,78.439,14.123,11.197,298652.3777223867,4768862.276256923,30.35530339446644
140,26.4,396.0,280.425,76.721,13.402,10.601,298653.9326553593,4768861.330100712,26.03177023238808
140,26.47,397.0,282.088,74.865,12.607,10.148,298655.67795322917,4768860.268109973,29.20197085927417
140,26.53,398.0,283.634,73.242,12.702,9.803,298657.2899956708,4768859.287203403,31.479270073205438
140,26.6,399.0,284.91,71.714,12.239,9.881,298658.8607982271,4768858.331390761,26.274065743527277
140,26.67,400.0,286.348,69.948,11.717,10.047,298660.7656859198,4768857.172291718,31.861947101645033
140,26.73,401.0,287.471,68.566,11.845,9.428,298662.3174519865,4768856.228062528,30.282466511910012
140,26.8,402.0,288.71,67.009,11.323,9.585,298664.14461026737,4768855.116260808,30.558408439787545
140,26.87,403.0,289.644,65.759,10.959,9.155,298665.67575639125,4768854.184578582,25.606520217218037
140,26.93,404.0,290.864,64.046,11.79,9.759,298667.86619143013,4768852.851727744,42.735946354600976
140,27.0,405.0,291.627,62.975,11.618,9.473,298669.3005716526,4768851.978926293,23.986816112795545
140,27.07,406.0,292.216,62.418,12.036,8.501,298670.0743891861,4768851.508068527,12.956756962059554
142,26.27,394.0,196.484,177.263,39.351,32.089,298614.20538016484,4768885.97294716,
142,26.33,395.0,203.337,168.149,37.273,31.679,298615.8374231897,4768884.9798705,31.84162196076092
142,26.4,396.0,211.349,159.63,33.227,28.181,298617.5712921551,4768883.924834098,29.0478142087007
142,26.47,397.0,218.045,151.251,30.862,25.207,298619.4365234152,4768882.789865471,31.1942563986557
142,26.53,398.0,223.886,143.944,28.76,23.49,298621.2475024328,4768881.687908619,35.3333333341513
142,26.6,399.0,229.192,137.524,26.915,22.146,298622.9985147552,4768880.62244071,29.287107985534863
142,26.67,400.0,234.014,131.591,26.111,21.283,298624.75682498247,4768879.5525321225,29.40775962831465
142,26.73,401.0,238.43,126.438,24.797,20.008,298626.4316913458,4768878.533398025,32.685793724281375
142,26.8,402.0,242.467,121.38,23.799,19.037,298628.2090380627,4768877.451905984,29.72561596728648
142,26.87,403.0,246.275,116.973,22.838,18.513,298629.8883451052,4768876.430069793,28.093865990074775
142,26.93,404.0,249.939,112.819,21.636,17.512,298631.59112931637,4768875.393948053,33.23736184050885
142,27.0,405.0,252.933,109.071,20.53,16.57,298633.2336371526,4768874.394503693,27.4690920966252
142,27.07,406.0,255.857,105.561,19.878,15.791,298634.8777284412,4768873.394095824,27.50139142351958
142,27.13,407.0,259.037,102.537,18.773,14.841,298636.41235115076,4768872.4602981405,30.0115718430529
142,27.2,408.0,261.494,99.302,18.377,14.538,298638.1192663616,4768871.421662742,28.544630294581495
142,27.27,409.0,263.673,96.34,18.168,14.425,298639.78366791335,4768870.408896346,27.833323146670562
142,27.33,410.0,266.097,93.542,17.269,13.953,298641.4629749558,4768869.387060154,32.77617698760744
142,27.4,411.0,268.256,90.883,16.532,13.375,298643.14799645037,4768868.361746794,28.180902491844638
142,27.47,412.0,270.576,88.554,15.986,13.093,298644.73084727075,4768867.398602941,26.509143588181335
142,27.53,413.0,272.509,86.513,15.247,11.899,298646.169977852,4768866.522910959,28.104962001769994
142,27.6,414.0,274.346,84.703,14.823,11.838,298647.52566456853,4768865.6979934685,22.70529920609675
142,27.67,415.0,276.169,82.652,14.472,11.482,298649.10978916235,4768864.734074541,26.507218889492645
142,27.73,416.0,277.858,80.706,14.483,11.65,298650.6894730768,4768863.77285771,30.833783778297793
142,27.8,417.0,279.241,78.655,14.138,11.627,298652.42557990836,4768862.716459596,29.03235352040822
142,27.87,418.0,280.434,76.992,14.06,10.727,298653.89803311013,4768861.8204912385,24.62328415553016
142,27.93,419.0,282.217,75.521,12.773,9.706,298655.2876618071,4768860.9749205,27.20294101720043
142,28.0,420.0,283.952,73.734,12.476,10.503,298657.03168590384,4768859.913704834,29.202320291040937
143,26.47,397.0,207.675,56.72,12.623,9.024,298686.29668965924,4768867.967822827,
143,26.53,398.0,205.418,57.555,12.898,9.137,298684.8559756252,4768868.844478319,28.154829859818083
143,26.6,399.0,202.83,58.514,13.016,9.143,298683.25694554107,4768869.81746704,26.789047413849367
143,26.67,400.0,199.886,59.59,13.56,9.905,298681.51133799145,4768870.8796462165,29.24666385997406
143,26.73,401.0,196.94,60.535,14.018,10.076,298680.0217764872,4768871.78602475,29.23563274176969
143,26.8,402.0,193.876,61.657,14.031,10.04,298678.3259805012,4768872.817894246,28.415646743867583
143,26.87,403.0,190.855,62.618,14.245,10.369,298676.9052670501,4768873.682379647,23.918654663875124
143,26.93,404.0,187.742,63.732,14.988,11.028,298675.3325713613,4768874.639344236,30.748532029818257
143,27.0,405.0,184.475,64.949,15.451,10.852,298673.6764318082,4768875.647083316,27.737839766635965
143,27.07,406.0,180.935,66.165,15.628,10.696,298672.0624962336,4768876.629141832,27.08753761319184
143,27.13,407.0,177.565,67.458,16.306,11.252,298670.4431558868,4768877.614489079,31.617944973545306
143,27.2,408.0,173.903,68.898,16.832,11.607,298668.7051559222,4768878.672039141,29.082570697689683
143,27.27,409.0,170.182,70.314,17.516,11.652,298667.0623384062,4768879.671671936,27.497309704210796
143,27.33,410.0,166.099,71.864,18.146,12.067,298665.3417914785,4768880.718602055,33.606381667826966
143,27.4,411.0,162.093,73.25,18.219,12.498,298663.84365829546,4768881.630196341,25.144480467202854
143,27.47,412.0,157.725,74.877,18.686,13.335,298662.1684822523,4768882.6495188745,28.054247743886233
143,27.53,413.0,153.105,76.665,19.542,13.73,298660.4260416087,4768883.709771031,34.02164343712646
143,27.6,414.0,148.223,78.431,19.998,13.853,298658.761020697,4768884.7229143,27.900698551572646
143,27.67,415.0,143.489,80.187,20.578,13.996,298657.18990846106,4768885.678915379,26.31054727576823
143,27.73,416.0,138.285,82.192,21.039,14.438,298655.4782428918,4768886.720441307,33.420718785146036
143,27.8,417.0,132.641,84.246,22.24,15.03,298653.80148339586,4768887.74072735,28.099676807286617
143,27.87,418.0,127.21,86.549,22.568,15.41,298652.05807865853,4768888.8015661435,29.154759479702516
143,27.93,419.0,120.87,88.996,23.466,16.075,298650.26582645124,4768889.892127979,34.992459497984974
143,28.0,420.0,114.711,91.332,24.564,16.798,298648.64934333024,4768890.875736643,27.06190937472126
149,27.73,416.0,219.497,138.874,28.126,21.164,298622.9909746824,4768881.995864973,
149,27.8,417.0,224.806,133.324,27.048,20.485,298624.61761293455,4768881.0060770465,27.22019058363141
149,27.87,418.0,229.893,127.07,26.261,19.032,298626.60721826495,4768879.795428438,33.2713028270725
149,27.93,419.0,234.697,121.432,24.462,17.975,298628.56763197423,4768878.602542547,38.24845675882984
149,28.0,420.0,238.914,116.772,23.341,17.24,298630.34656214435,4768877.520086995,29.75889508505215
150,28.13,422.0,56.97,113.64,35.442,22.596,298637.37602490647,4768899.504861989,
150,28.2,423.0,49.231,116.681,37.034,23.454,298636.09235314955,4768900.285959327,21.47613767856648
150,28.27,424.0,39.516,120.735,38.535,24.421,298634.5028237834,4768901.253166986,26.582562952398675
150,28.33,425.0,29.394,124.728,39.975,25.937,298633.0199057703,4768902.155503043,28.940552098855772
150,28.4,426.0,20.299,129.307,39.54,27.581,298631.51061830873,4768903.073884562,25.4562449722995
150,28.53,428.0,8.625,136.269,22.725,24.808,298629.46827408054,4768904.316624093,18.876427802711063
151,28.13,422.0,158.017,82.908,20.815,14.853,298654.4777145221,4768884.414928195,
151,28.2,423.0,152.676,85.156,22.393,14.87,298652.68831954064,4768885.503751446,29.95404643713969
151,28.27,424.0,146.54,87.908,23.206,15.271,298650.65303364553,4768886.742196076,34.04229062675608
151,28.33,425.0,139.839,90.722,23.72,16.643,298648.678988219,4768887.943376687,38.551913053329336
151,28.4,426.0,132.941,93.832,24.774,17.045,298646.6481430033,4768889.179119222,33.965769079525614
151,28.47,427.0,125.548,97.387,26.898,17.402,298644.50782920775,4768890.481471944,35.79562167138173
151,28.53,428.0,117.966,100.689,27.787,18.52,298642.63499036204,4768891.621069686,36.56425090762657
151,28.6,429.0,109.734,104.122,29.038,19.389,298640.7942003639,4768892.741166126,30.82802859066606
151,28.67,430.0,100.794,108.229,30.313,20.116,298638.7811178644,4768893.966100283,33.66400609485612
151,28.73,431.0,91.418,112.443,32.189,21.018,298636.8616343607,4768895.134080684,37.45367509239368
151,28.8,432.0,81.408,116.714,33.907,22.169,298635.0414643053,4768896.241630161,30.469121199287205
151,28.87,433.0,70.753,121.654,36.074,23.745,298633.1207070285,4768897.410385637,32.11999186718881
151,28.93,434.0,59.327,126.866,38.226,25.243,298631.25261854165,4768898.547092848,36.44668861960901
151,29.0,435.0,46.496,132.574,39.882,27.443,298629.36676733865,4768899.694608438,31.54426756262692
151,29.07,436.0,32.928,138.791,43.008,28.932,298627.5031195308,4768900.828613554,31.16512965461847
151,29.13,437.0,20.84,145.566,40.336,30.653,298625.72732121294,4768901.909163415,34.91139577996586
151,29.2,438.0,11.487,150.918,29.223,27.991,298624.4420309487,4768902.691245592,21.685130805475502
152,28.27,424.0,296.635,85.36,16.962,14.618,298645.75143840566,4768861.987324436,
152,28.33,425.0,297.769,83.682,15.947,13.696,298647.0249550314,4768861.212406362,24.869101758008636
152,28.4,426.0,298.725,81.434,16.374,13.02,298648.7845390317,4768860.141722701,29.42475702976512
152,28.47,427.0,300.007,79.817,15.227,12.285,298650.1373685224,4768859.318543795,22.66931757316129
152,28.53,428.0,300.642,78.132,14.88,12.124,298651.57746319694,4768858.442265174,28.09754833418261
152,28.6,429.0,301.547,76.476,14.72,11.892,298653.0676791148,4768857.535488439,24.92642233445014
152,28.67,430.0,302.373,74.457,13.488,11.998,298654.95766131754,4768856.385459189,31.605347005994137
152,28.73,431.0,303.379,72.811,13.779,12.088,298656.59889538033,4768855.386789904,32.035570506183774
153,28.33,425.0,304.734,50.664,8.545,6.649,298689.1876025096,4768837.377375716,
153,28.4,426.0,305.284,50.359,8.249,6.497,298689.85036801087,4768836.974091648,11.177601511568945
153,28.47,427.0,305.792,49.969,8.429,6.19,298690.69905773026,4768836.457675145,14.232042032857757
153,28.53,428.0,306.787,48.976,8.534,6.431,298692.9002672602,4768835.118268172,42.98966283550439
153,28.6,429.0,307.385,48.259,8.621,7.163,298694.54150132294,4768834.119598886,27.459060433871112
153,28.67,430.0,307.886,47.745,8.546,7.562,298695.7534678003,4768833.382133266,20.286217297799574
153,28.73,431.0,308.617,47.023,8.173,7.533,298697.49749189714,4768832.3209176,34.06937367288196
153,28.8,432.0,309.228,46.436,8.024,6.916,298698.96009964705,4768831.43094007,24.486564412155612
153,28.87,433.0,309.726,46.135,8.15,6.671,298699.72978618124,4768830.962595964,12.943361704440512
153,28.93,434.0,310.085,45.684,8.315,6.392,298700.8903576418,4768830.256403534,22.651956012933432
154,28.33,425.0,210.088,62.676,14.033,8.496,298675.8859861311,4768870.163100843,
154,28.4,426.0,207.171,64.174,14.12,8.707,298673.83197342604,4768871.41294049,34.34875157564009
154,28.47,427.0,203.612,65.21,14.278,9.329,298672.39446135174,4768872.287647632,24.475727254652394
154,28.53,428.0,199.985,66.364,14.001,9.772,298670.86779096106,4768873.2166064335,30.15377256588423
154,28.6,429.0,197.128,67.801,14.056,9.689,298669.10090905544,4768874.291730775,29.546918754755648
154,28.67,430.0,193.29,69.119,16.088,10.503,298667.49681893236,4768875.267798463,27.04040816561665
154,28.73,431.0,189.508,70.629,15.791,10.459,298665.76136651426,4768876.323798375,33.94439897916829
154,28.8,432.0,185.669,72.443,16.525,10.922,298663.79651212605,4768877.519386361,32.859937766787645
154,28.87,433.0,181.546,74.418,16.188,11.161,298661.7716910422,4768878.751463291,33.860457946893945
154,28.93,434.0,177.313,76.299,16.421,11.169,298659.92232936516,4768879.876775485,36.102477604141164
154,29.0,435.0,172.716,78.552,17.129,11.186,298657.8565780758,4768881.133757906,34.54485401302779
154,29.07,436.0,168.18,80.232,17.64,11.475,298656.33624149713,4768882.058862667,25.57302468932817
154,29.13,437.0,163.321,82.026,18.05,11.719,298654.78512984444,4768883.002693654,30.43481193337053
154,29.2,438.0,158.131,84.272,19.803,12.479,298652.96940046764,4768884.107541038,30.38964646986478
154,29.27,439.0,152.71,86.501,20.855,13.084,298651.250127313,4768885.153696082,28.813616396470323
154,29.33,440.0,147.163,88.998,21.015,13.111,298649.45216065325,4768886.247735085,35.0891721162815
154,29.4,441.0,141.211,91.733,22.123,13.677,298647.59866797697,4768887.375560938,30.99736657988812
154,29.47,442.0,135.034,94.456,22.827,14.249,298645.84163152275,4768888.444694452,29.399777868282314
154,29.53,443.0,127.986,97.873,24.165,14.65,298643.8110959868,4768889.680248551,39.6162144108171
154,29.6,444.0,120.64,101.095,25.228,15.187,298641.99250938423,4768890.786834518,30.42991278037855
154,29.67,445.0,113.363,104.409,26.534,16.294,298640.2532356466,4768891.845159653,29.089937946135286
154,29.73,446.0,105.173,108.409,27.325,16.719,298638.3121681067,4768893.026273656,37.87442702514594
154,29.8,447.0,96.724,112.601,28.819,16.972,298636.4370913947,4768894.1672331095,31.363569140621504
154,29.87,448.0,87.132,116.997,29.43,17.255,298634.5864559447,4768895.293320378,30.952564102656126
154,29.93,449.0,77.29,121.438,31.848,18.364,298632.84559875383,4768896.352609023,33.977934019400145
154,30.0,450.0,66.73,126.136,34.443,20.044,298631.13837386365,4768897.391432857,28.5674997267516
154,30.07,451.0,55.359,131.628,37.58,21.258,298629.3232638468,4768898.495903368,30.356050401252418
154,30.13,452.0,42.747,137.294,40.165,22.783,298627.58240665594,4768899.555192013,33.977934019400145
154,30.2,453.0,29.104,143.498,42.312,24.442,298625.82695365493,4768900.623362017,29.364006839598346
154,30.27,454.0,18.476,150.526,37.248,25.902,298624.15012405114,4768901.64369072,28.646330391314596
154,30.33,455.0,9.654,155.631,24.975,22.77,298623.00094644114,4768902.342950142,22.60838094844811
157,29.0,435.0,205.702,72.261,13.577,9.622,298663.18447769736,4768874.171240284,
157,29.07,436.0,202.363,73.995,13.517,9.556,298661.39380894246,4768875.260838609,29.956430952068835
157,29.13,437.0,198.809,75.579,14.767,10.05,298659.8049339898,4768876.227648067,31.076965389790736
157,29.2,438.0,195.192,77.34,14.858,10.34,298658.13134139986,4768877.2460070895,28.012387929054125
157,29.27,439.0,191.487,79.363,14.283,10.543,298656.3248030618,4768878.345261847,30.210486078663966
157,29.33,440.0,187.389,81.427,15.035,10.799,298654.54873011756,4768879.425978814,34.66987165203449
157,29.4,441.0,182.912,83.35,16.251,11.087,298652.9566882589,4768880.394715291,26.7429181938036
157,29.47,442.0,178.358,85.186,17.315,11.486,298651.48616324423,4768881.289510373,24.745644840973693
157,29.53,443.0,173.438,87.511,18.272,11.967,298649.74943705276,4768882.346285359,33.93171247288455
157,29.6,444.0,168.538,89.513,18.473,12.632,298648.29794852773,4768883.229496988,24.43233053594237
157,29.67,445.0,163.413,92.049,19.087,13.132,298646.59516431653,4768884.265618727,28.48916729256034
157,29.73,446.0,158.266,94.535,19.475,13.919,298645.0094562699,4768885.230501164,30.971312891543025
157,29.8,447.0,152.617,97.405,20.237,13.981,298643.2847783429,4768886.2799449405,28.84900875358155
157,29.87,448.0,146.232,100.776,21.352,14.419,298641.3976533664,4768887.428235604,31.558174335995048
157,29.93,449.0,139.661,103.979,22.342,15.04,298639.69772638154,4768888.462618759,33.18969049726626
157,30.0,450.0,132.722,107.262,23.356,15.516,298638.0533254127,4768889.463215065,27.539211376065698
157,30.07,451.0,125.204,111.133,24.281,15.815,298636.26424011105,4768890.55184988,29.922689501502276
157,30.13,452.0,117.529,115.204,25.196,16.791,298634.52369259996,4768891.610950089,33.95748976896389
157,30.2,453.0,109.038,119.583,27.666,17.565,298632.7653823727,4768892.680858677,29.40775962831465
157,30.27,454.0,100.512,124.228,28.624,18.563,298631.0571933888,4768893.720269149,28.56714253885155
157,30.33,455.0,90.653,129.092,31.229,19.84,298629.37630289356,4768894.743068851,32.819794161624905
157,30.4,456.0,80.26,134.393,33.662,20.406,298627.68684071995,4768895.771084306,28.25720063216972
157,30.47,457.0,69.152,140.463,35.76,21.375,298625.93328085146,4768896.838102363,29.32749632760338
157,30.53,458.0,56.859,146.572,38.122,22.752,298624.2876061092,4768897.839473744,32.126918451408386
157,30.6,459.0,43.855,153.383,40.716,24.075,298622.62606178375,4768898.850501556,27.78709140434386
157,30.67,460.0,29.892,160.772,43.938,26.043,298620.98228017444,4768899.85072099,27.48877321977132
157,30.73,461.0,18.485,168.875,37.593,27.328,298619.4412535451,4768900.788415374,30.549140742000983
157,30.8,462.0,9.838,174.159,25.63,24.077,298618.4894290582,4768901.367588024,15.971914124998433
169,30.73,461.0,133.593,82.873,19.603,11.561,298655.65917221433,4768888.545152747,
169,30.8,462.0,128.616,84.738,20.634,12.168,298654.17023006943,4768889.451154409,24.92191888117702
169,30.87,463.0,122.624,86.926,21.683,12.672,298652.4906133473,4768890.473179037,28.135241900198725
169,30.93,464.0,116.38,89.266,21.818,13.14,298650.7935435882,4768891.505823608,33.143626841794834
169,31.0,465.0,110.149,91.817,22.886,13.504,298649.06029398285,4768892.560483137,28.984513806960326
169,31.07,466.0,103.748,94.244,23.946,14.376,298647.4834672943,4768893.519961385,26.387999749899375
169,31.13,467.0,97.233,96.9,24.674,14.617,298645.8733179856,4768894.499716007,31.413461371385008
169,31.2,468.0,89.95,99.602,25.553,14.884,298644.2904671649,4768895.46285986,26.50914359570965
169,31.27,469.0,82.502,102.728,26.897,15.528,298642.5984574447,4768896.492425463,28.299058901463432
169,31.33,470.0,74.707,106.038,28.084,16.083,298640.9226269884,4768897.512146198,32.7040602265671
169,31.4,471.0,66.462,109.399,29.372,16.925,298639.31533490564,4768898.490162237,26.878790669042576
169,31.47,472.0,57.992,112.901,30.398,17.646,298637.7448420294,4768899.445786443,26.263966154748044
