id,time,x_pix,y_pix,w_pix,h_pix
3.0,1685917701.53,301.7,127.322,16.981,14.357
5.0,1685917701.53,107.194,78.879,12.288,10.793
,1685917705.07,101.082,75.478,11.797,8.609
,1685917705.07,248.573,62.751,8.232,7.262
,1685917705.07,303.407,56.018,18.059,16.291
,1685917705.07,5.865,149.949,11.628,22.82
,1685917705.53,82.39,87.151,13.662,9.604
,1685917705.53,303.407,56.007,18.092,16.305
,1685917705.53,244.027,58.465,9.181,6.791
5.0,1685917702.53,50.673,118.676,21.466,16.469
6.0,1685917702.53,108.326,77.331,12.563,11.042
6.0,1685917703.4,65.841,106.879,19.379,15.979
1.0,1685917701.47,47.629,105.99,20.633,18.719
2.0,1685917701.47,29.257,85.362,17.063,12.743
3.0,1685917701.47,303.049,129.362,17.547,14.573
1.0,1685917701.07,74.11,89.801,16.504,14.749
2.0,1685917701.07,39.322,80.062,16.32,11.695
3.0,1685917701.07,312.808,142.663,18.93,16.175
,1685917705.27,94.079,79.916,12.501,8.537
,1685917705.27,303.33,56.03,17.879,16.233
,1685917705.27,293.435,30.034,20.336,10.952
5.0,1685917702.67,38.248,127.228,25.061,18.23
6.0,1685917702.67,103.355,80.689,13.844,11.926
1.0,1685917701.27,61.877,97.285,18.395,16.13
2.0,1685917701.27,34.317,82.663,16.506,12.686
3.0,1685917701.27,307.814,135.805,18.116,15.11
6.0,1685917703.0,89.319,90.679,15.475,13.491
10.0,1685917706.4,25.841,122.781,23.076,16.568
1.0,1685917701.13,70.401,92.065,16.895,15.136
2.0,1685917701.13,37.463,81.033,16.833,12.219
3.0,1685917701.13,311.211,139.885,18.536,15.918
,1685917704.6,49.043,117.888,23.485,19.713
,1685917704.6,114.252,66.726,10.746,7.343
,1685917704.6,302.417,56.051,16.799,16.074
,1685917704.6,240.895,56.204,9.293,6.755
6.0,1685917703.93,17.406,138.797,29.54,24.978
10.0,1685917706.07,53.12,105.101,18.273,14.376
,1685917705.67,75.913,91.628,14.447,10.129
,1685917705.67,303.507,55.963,18.262,16.337
,1685917705.67,243.106,57.245,8.935,7.0
6.0,1685917703.6,50.588,116.885,22.65,19.205
2.0,1685917702.07,10.896,94.218,19.508,13.872
5.0,1685917702.07,82.757,96.466,16.953,12.491
6.0,1685917702.07,122.1,67.443,9.97,8.876
1.0,1685917701.87,10.9,129.875,23.104,23.446
2.0,1685917701.87,16.878,91.495,19.062,13.309
3.0,1685917701.87,294.085,117.739,15.134,12.604
5.0,1685917701.87,92.978,89.321,14.503,11.005
6.0,1685917701.87,126.876,63.843,9.766,8.348
10.0,1685917706.53,12.796,131.049,24.546,18.113
6.0,1685917703.87,25.067,133.66,27.671,24.154
1.0,1685917701.6,36.419,113.12,22.664,19.984
2.0,1685917701.6,24.736,87.575,17.863,12.846
3.0,1685917701.6,299.986,125.194,17.126,13.712
5.0,1685917701.6,104.754,80.813,12.303,10.003
2.0,1685917701.93,14.721,92.662,18.346,12.929
3.0,1685917701.93,292.732,116.109,14.765,12.902
5.0,1685917701.93,89.66,91.804,15.438,11.317
6.0,1685917701.93,125.269,64.979,9.656,8.744
5.0,1685917702.2,74.857,101.971,17.44,13.258
6.0,1685917702.2,118.462,70.069,10.617,9.314
10.0,1685917706.33,31.884,119.137,22.138,16.048
,1685917706.67,52.316,72.929,11.608,8.946
,1685917706.67,303.322,55.883,18.545,16.274
,1685917706.67,307.574,118.721,20.54,17.562
,1685917706.67,4.663,138.39,9.282,13.959
,1685917706.67,234.917,49.941,7.716,6.134
5.0,1685917702.33,65.909,108.189,18.429,14.092
6.0,1685917702.33,114.594,72.99,12.36,9.773
5.0,1685917702.6,44.623,122.777,23.364,17.221
6.0,1685917702.6,106.028,79.085,12.84,11.374
,1685917706.73,50.328,73.875,12.032,8.485
,1685917706.73,303.382,55.962,17.959,16.162
,1685917706.73,140.214,54.325,8.515,6.401
,1685917706.73,234.449,49.448,8.197,6.326
5.0,1685917702.4,61.301,111.44,19.788,15.056
6.0,1685917702.4,112.752,74.52,11.937,9.881
,1685917706.8,48.179,74.771,12.595,9.051
,1685917706.8,139.027,54.757,9.282,7.142
,1685917706.8,303.329,55.845,18.554,16.26
,1685917706.8,234.193,49.33,6.974,5.151
,1685917707.0,303.244,55.875,18.414,16.244
,1685917707.0,41.205,78.354,13.295,8.901
,1685917707.0,296.977,106.77,18.364,15.665
1.0,1685917700.73,91.172,79.675,12.925,12.638
2.0,1685917700.73,48.071,75.517,15.552,10.98
,1685917704.27,303.11,55.987,17.961,16.174
,1685917704.27,256.685,72.073,10.022,8.808
,1685917704.27,74.469,100.527,17.876,16.261
,1685917704.27,121.638,61.98,9.151,6.728
5.0,1685917702.73,31.64,131.803,25.921,18.751
6.0,1685917702.73,101.26,82.352,14.304,12.034
5.0,1685917702.87,17.101,142.214,28.717,21.148
6.0,1685917702.87,95.389,86.098,14.171,12.787
10.0,1685917706.0,57.322,102.87,17.592,12.971
1.0,1685917701.73,23.308,121.002,25.407,21.836
2.0,1685917701.73,20.958,89.695,18.23,12.877
3.0,1685917701.73,296.844,121.11,16.458,12.855
5.0,1685917701.73,98.792,85.1,14.195,10.919
1.0,1685917700.67,93.578,78.433,13.28,11.333
2.0,1685917700.67,49.259,74.94,15.516,10.687
6.0,1685917703.13,82.607,95.164,16.828,14.72
,1685917704.4,65.475,106.705,19.309,17.674
,1685917704.4,118.907,63.461,9.87,6.968
,1685917704.4,303.097,55.999,18.055,16.228
,1685917704.4,255.182,69.858,9.82,9.246
,1685917704.4,242.72,57.963,8.634,6.702
1.0,1685917701.0,77.812,87.42,15.792,14.563
2.0,1685917701.0,40.969,79.134,15.862,11.278
3.0,1685917701.0,315.378,145.213,19.066,16.93
,1685917705.47,85.508,85.375,13.885,9.614
,1685917705.47,303.414,55.976,18.135,16.194
,1685917705.47,243.867,58.712,9.794,7.993
10.0,1685917706.2,42.852,111.997,19.939,14.426
10.0,1685917706.13,48.256,108.305,18.692,14.547
6.0,1685917703.27,74.698,100.714,18.28,15.34
1.0,1685917700.93,81.431,85.29,14.766,14.044
2.0,1685917700.93,43.095,77.908,15.524,11.401
3.0,1685917700.93,317.069,147.443,19.979,17.517
1.0,1685917701.2,66.337,94.593,17.31,15.846
2.0,1685917701.2,35.874,81.835,16.922,12.403
3.0,1685917701.2,309.253,137.923,18.376,15.91
,1685917705.6,79.461,89.075,14.87,10.327
,1685917705.6,243.513,58.133,9.718,6.705
,1685917705.6,303.479,55.969,18.229,16.288
,1685917706.87,45.597,76.137,12.219,8.332
,1685917706.87,302.895,55.974,17.07,15.868
,1685917706.87,137.802,55.799,8.999,6.943
,1685917706.87,300.82,111.634,19.367,16.188
,1685917706.87,233.884,49.843,7.33,6.599
1.0,1685917700.87,84.932,83.218,14.175,13.179
2.0,1685917700.87,44.752,77.032,15.651,11.329
3.0,1685917700.87,319.132,149.864,20.345,17.661
,1685917705.93,60.607,100.681,17.466,12.81
,1685917705.93,338.953,153.702,25.801,24.276
,1685917705.93,303.355,55.976,17.862,16.235
,1685917705.93,240.322,54.577,10.289,7.103
,1685917705.93,74.423,62.152,10.413,7.963
6.0,1685917703.2,78.764,97.923,17.871,14.997
6.0,1685917703.07,86.038,92.902,15.934,13.945
1.0,1685917753.33,59.724,99.752,19.43,15.986
1.0,1685917752.13,113.094,66.785,10.495,8.757
1.0,1685917753.47,49.95,105.578,20.991,16.778
,1685917754.67,303.285,56.144,18.038,16.505
,1685917754.67,133.552,51.751,9.024,6.118
,1685917754.67,200.242,90.527,10.624,10.522
1.0,1685917752.4,104.851,72.024,12.255,9.846
1.0,1685917753.53,44.655,109.061,21.714,17.316
1.0,1685917752.07,114.716,65.609,10.884,8.85
1.0,1685917752.0,116.695,64.216,10.726,8.843
,1685917754.07,303.298,55.941,18.153,16.296
,1685917754.07,191.41,119.442,14.295,14.981
,1685917754.6,303.309,55.972,18.254,16.272
,1685917754.6,135.195,50.729,9.367,6.79
,1685917754.6,199.547,93.357,11.695,10.609
1.0,1685917753.8,19.043,124.23,25.609,20.359
1.0,1685917753.67,32.901,115.674,23.147,18.566
1.0,1685917753.87,12.921,128.904,24.606,21.942
1.0,1685917753.73,26.129,119.874,24.193,19.421
,1685917754.33,195.788,104.179,12.398,13.258
,1685917754.33,303.339,56.002,18.164,16.305
1.0,1685917753.13,72.426,92.096,17.0,14.188
,1685917754.93,201.873,81.531,10.034,10.024
,1685917754.93,130.275,54.733,9.835,6.971
,1685917754.93,303.498,55.96,18.479,16.324
,1685917754.47,303.173,56.019,17.736,16.192
,1685917754.47,197.72,98.89,11.227,11.815
1.0,1685917752.93,83.236,85.33,15.159,12.415
,1685917755.0,129.383,54.818,9.46,7.648
,1685917755.0,122.617,197.297,31.775,31.881
,1685917755.0,202.201,79.722,10.405,10.095
,1685917755.0,303.482,56.051,18.383,16.451
,1685917755.0,143.979,42.896,7.651,6.105
,1685917754.73,303.337,56.123,18.103,16.42
,1685917754.73,200.371,88.197,10.697,10.199
,1685917754.73,132.941,52.439,8.084,6.553
,1685917754.13,192.486,115.577,14.216,14.7
,1685917754.13,303.037,55.932,17.591,15.995
,1685917754.0,3.875,136.118,7.705,17.107
,1685917754.0,303.12,55.96,17.898,16.276
,1685917754.0,102.003,17.302,10.91,5.129
1.0,1685917751.87,119.379,62.353,10.272,8.212
1.0,1685917752.67,95.032,78.124,14.009,11.375
1.0,1685917752.6,97.621,76.676,13.594,10.958
1.0,1685917751.93,117.857,63.414,10.254,8.361
1.0,1685917753.0,79.744,87.511,15.681,12.927
,1685917754.87,201.541,83.759,9.967,10.439
,1685917754.87,303.462,56.034,18.315,16.378
,1685917754.87,131.027,54.129,9.561,6.611
1.0,1685917753.4,54.843,102.327,20.003,16.555
1.0,1685917753.93,8.285,132.967,19.288,21.784
1.0,1685917752.8,89.579,81.652,14.393,11.975
1.0,1685917752.53,100.067,75.093,12.733,10.672
,1685917754.27,303.355,55.985,18.182,16.32
,1685917754.27,194.657,108.011,13.522,13.305
1.0,1685917752.33,107.167,70.608,12.145,9.701
,1685917754.53,303.12,55.966,18.329,16.111
,1685917754.53,135.591,50.048,9.301,6.908
,1685917754.53,198.597,95.731,11.628,11.627
1.0,1685917752.47,102.547,73.394,12.857,10.617
1.0,1685917752.2,111.237,68.032,11.676,9.476
1.0,1685917753.07,76.196,89.752,16.165,13.58
1.0,1685917753.27,64.256,97.122,18.749,15.435
,1685917754.2,193.862,111.634,14.205,14.483
,1685917754.2,303.065,55.933,17.657,15.957
1.0,1685917752.27,109.244,69.143,11.823,9.811
,1685917754.4,196.734,101.656,12.041,11.833
,1685917754.4,303.373,56.016,18.195,16.304
1.0,1685917752.73,92.274,80.046,14.485,11.622
1.0,1685917752.87,86.21,83.642,14.716,12.183
1.0,1685917753.2,68.676,94.436,17.658,14.778
,1685917754.8,200.95,86.022,9.846,10.026
,1685917754.8,303.466,56.058,18.462,16.47
,1685917754.8,131.73,53.06,9.271,7.09
1.0,1685917753.6,38.647,112.184,22.538,18.044
3.0,1685917736.2,199.578,89.915,12.064,13.058
7.0,1685917737.4,119.729,61.844,9.951,8.762
1.0,1685917732.67,31.171,116.339,25.273,20.743
1.0,1685917732.93,7.921,131.814,17.531,21.998
1.0,1685917732.8,18.296,124.13,28.033,22.886
,1685917734.2,302.296,56.221,16.4,16.288
,1685917735.07,181.497,148.749,23.847,24.874
,1685917735.07,302.526,56.11,16.197,16.211
3.0,1685917736.33,200.384,86.142,11.674,11.984
7.0,1685917737.87,106.165,70.085,12.203,10.861
7.0,1685917737.27,122.629,59.73,9.461,8.546
,1685917733.2,302.394,56.244,16.464,16.187
,1685917733.47,302.417,56.124,16.471,16.026
3.0,1685917736.53,201.797,80.445,10.296,11.335
,1685917734.87,302.574,56.157,16.465,16.31
,1685917735.6,302.413,56.083,16.407,16.186
,1685917735.6,192.53,113.507,15.846,17.585
,1685917735.6,145.274,40.528,7.513,7.794
,1685917733.27,302.36,56.179,16.418,16.075
,1685917733.07,302.31,56.301,16.156,16.258
,1685917734.67,166.473,193.806,29.751,36.002
,1685917734.67,302.528,56.177,16.425,16.273
,1685917734.67,163.574,201.85,23.364,20.17
,1685917733.73,302.315,56.166,16.462,16.078
,1685917734.33,302.362,56.162,16.211,16.188
7.0,1685917738.2,93.779,78.085,13.426,11.523
,1685917733.8,302.332,56.161,16.529,16.093
,1685917733.53,302.433,56.095,16.392,15.952
7.0,1685917737.2,123.97,58.693,9.624,8.481
,1685917735.0,179.901,154.83,24.066,25.738
,1685917735.0,302.677,56.134,16.723,16.391
7.0,1685917738.33,88.029,81.477,14.148,12.577
,1685917734.07,302.286,56.198,16.426,16.201
3.0,1685917736.4,200.789,84.235,11.451,11.641
,1685917734.73,302.532,56.143,16.452,16.281
,1685917734.73,169.302,184.887,29.113,34.027
,1685917733.93,302.249,56.145,16.29,16.042
3.0,1685917736.07,198.4,94.606,12.436,14.009
3.0,1685917735.93,197.217,99.565,13.141,15.439
7.0,1685917738.27,90.675,79.736,13.487,12.37
,1685917733.0,302.313,56.331,16.208,16.287
,1685917733.0,3.645,135.992,7.272,19.002
7.0,1685917737.13,125.205,57.657,9.683,8.29
,1685917735.53,302.446,56.1,16.39,16.262
,1685917735.53,148.927,44.933,7.527,7.165
7.0,1685917737.93,103.998,71.384,12.256,11.245
7.0,1685917738.0,101.676,73.026,13.013,11.413
,1685917734.8,302.59,56.15,16.489,16.332
,1685917735.67,193.179,110.4,15.26,16.945
,1685917735.67,302.419,56.078,16.402,16.205
7.0,1685917737.73,110.595,67.386,11.727,10.38
7.0,1685917737.33,121.258,60.9,9.45,8.433
7.0,1685917737.8,108.22,68.653,12.007,10.918
7.0,1685917738.13,96.297,76.203,12.973,11.877
1.0,1685917732.73,25.361,119.857,26.199,22.288
7.0,1685917737.53,116.245,63.969,10.436,8.753
3.0,1685917736.47,201.309,82.316,10.612,11.653
7.0,1685917736.73,132.505,52.03,8.573,7.771
7.0,1685917738.93,51.148,103.849,21.053,18.338
,1685917734.0,302.183,56.233,16.316,16.19
7.0,1685917737.47,117.944,63.083,10.255,8.755
7.0,1685917737.07,126.809,56.683,9.243,8.025
7.0,1685917737.0,127.863,55.995,8.687,7.674
,1685917734.47,302.579,56.207,16.555,16.276
7.0,1685917737.6,114.205,65.147,11.363,9.662
7.0,1685917738.07,99.026,74.483,13.064,11.783
3.0,1685917736.27,200.029,87.884,11.915,12.496
,1685917734.6,302.489,56.387,16.313,16.565
,1685917734.6,161.671,204.187,32.935,39.752
,1685917735.27,186.647,133.35,18.158,21.388
,1685917735.27,149.268,40.467,11.112,8.287
,1685917735.27,147.677,39.894,7.359,7.055
,1685917735.27,151.438,41.828,7.106,6.99
,1685917735.27,302.61,56.048,16.567,16.197
3.0,1685917735.87,196.348,102.351,13.947,15.433
,1685917735.4,302.602,56.046,16.615,16.152
,1685917735.4,149.942,43.693,7.953,6.119
,1685917735.73,194.377,107.02,15.425,16.84
,1685917735.73,302.581,56.063,16.581,16.26
7.0,1685917738.53,77.496,87.786,15.699,14.489
,1685917735.33,149.174,42.15,9.856,7.763
,1685917735.33,187.888,129.307,17.366,20.204
,1685917735.33,302.643,56.034,16.676,16.184
,1685917735.33,147.492,40.183,6.563,6.641
,1685917735.33,148.691,40.762,10.249,9.634
,1685917735.13,183.305,142.911,20.864,23.035
,1685917735.13,302.547,56.032,16.399,16.15
,1685917735.13,152.798,40.945,5.364,6.181
,1685917735.13,150.319,39.528,10.838,8.558
,1685917735.13,148.086,38.027,6.506,5.758
,1685917733.4,302.422,56.178,16.359,16.17
7.0,1685917739.0,45.538,107.359,21.848,18.611
,1685917734.93,302.569,56.12,16.434,16.214
,1685917734.93,177.705,161.164,24.386,28.366
7.0,1685917737.67,112.574,66.256,11.516,9.799
1.0,1685917732.87,12.549,128.901,24.989,24.259
,1685917734.27,302.362,56.176,16.179,16.179
3.0,1685917736.0,198.045,96.965,12.81,14.52
,1685917734.4,302.347,56.17,16.188,16.179
7.0,1685917736.87,130.416,54.095,9.281,7.885
7.0,1685917738.87,56.274,100.819,19.842,17.023
7.0,1685917738.8,61.059,97.759,19.03,16.486
,1685917733.67,302.45,56.103,16.397,16.003
,1685917735.2,184.547,138.206,20.185,22.318
,1685917735.2,302.449,56.088,16.511,16.229
,1685917735.2,148.121,39.062,7.355,6.187
,1685917735.2,149.734,40.115,10.829,8.381
,1685917735.2,151.889,41.311,6.363,6.615
7.0,1685917738.4,84.744,83.548,14.998,12.776
7.0,1685917736.93,129.166,55.005,8.843,8.104
7.0,1685917738.6,73.936,90.147,16.683,14.919
,1685917733.6,302.46,56.097,16.431,16.003
3.0,1685917736.13,198.863,92.219,12.1,13.651
,1685917733.87,302.324,56.169,16.489,16.102
,1685917733.13,302.398,56.251,16.483,16.203
7.0,1685917738.73,65.649,95.112,18.321,15.946
7.0,1685917738.47,81.268,85.428,14.841,13.88
,1685917735.47,302.396,56.173,16.227,16.328
,1685917735.47,190.757,121.232,16.409,18.759
,1685917735.47,149.784,44.44,7.485,7.16
,1685917734.13,302.269,56.196,16.385,16.164
3.0,1685917736.6,202.217,79.002,10.282,10.953
3.0,1685917736.67,202.534,77.448,10.352,10.607
7.0,1685917736.67,133.221,51.166,9.074,8.426
,1685917734.53,302.611,56.124,16.621,16.162
,1685917733.33,302.326,56.169,16.158,16.104
7.0,1685917738.67,69.929,92.472,17.318,15.311
7.0,1685917736.8,131.509,53.136,9.223,7.976
,1685917735.8,195.099,104.598,14.179,16.279
,1685917735.8,302.56,56.041,16.484,16.173
,1685917735.8,145.177,46.435,9.296,11.404
,1685917730.0,9.449,149.398,18.779,25.271
,1685917730.0,302.922,56.105,17.101,15.98
,1685917730.0,120.113,62.244,9.598,7.913
2.0,1685917726.67,84.273,82.62,14.176,13.206
3.0,1685917726.67,172.118,142.914,21.681,21.874
,1685917730.6,302.734,56.113,16.536,15.766
,1685917730.6,99.725,75.373,12.353,9.691
,1685917730.53,302.748,56.128,16.573,15.802
2.0,1685917727.13,57.695,99.288,18.047,15.344
3.0,1685917727.13,187.128,112.95,15.865,16.423
6.0,1685917727.13,72.388,103.268,19.271,15.069
,1685917730.93,83.801,85.562,14.655,12.206
2.0,1685917727.6,17.58,122.728,26.296,21.427
3.0,1685917727.6,195.486,93.96,12.492,13.498
6.0,1685917727.6,25.922,135.555,26.968,21.625
1.0,1685917725.87,41.788,122.738,24.053,21.504
2.0,1685917725.87,113.126,64.984,10.281,9.305
2.0,1685917727.4,37.446,111.119,22.178,18.34
3.0,1685917727.4,192.526,101.149,13.338,14.512
6.0,1685917727.4,48.918,119.822,22.544,18.449
,1685917730.47,302.764,56.13,16.621,15.855
,1685917730.47,104.99,72.005,11.262,9.402
2.0,1685917726.93,70.245,91.082,16.054,14.718
3.0,1685917726.93,181.818,124.118,18.423,18.521
6.0,1685917726.93,86.761,93.71,16.464,13.933
1.0,1685917725.73,54.375,114.071,22.233,19.729
2.0,1685917725.73,115.682,63.027,9.762,8.503
2.0,1685917727.53,25.035,118.642,24.396,20.225
3.0,1685917727.53,194.769,96.314,12.849,13.864
6.0,1685917727.53,34.329,130.097,24.768,19.936
11.0,1685917729.27,80.712,98.017,21.474,17.342
11.0,1685917728.6,114.822,74.42,14.107,11.627
11.0,1685917729.47,65.185,108.3,24.046,19.797
2.0,1685917726.53,90.158,79.012,13.108,12.127
3.0,1685917726.53,165.752,154.347,24.209,24.634
11.0,1685917728.53,116.602,72.78,14.259,11.502
,1685917731.6,31.9,118.205,22.188,18.638
,1685917731.6,322.87,128.021,19.137,16.117
,1685917731.6,302.857,56.143,16.906,15.863
,1685917731.6,71.942,62.091,10.971,7.077
2.0,1685917726.73,80.992,84.496,14.489,13.606
3.0,1685917726.73,174.909,137.578,20.895,20.469
6.0,1685917726.73,98.001,85.627,15.569,12.111
1.0,1685917726.13,9.707,146.659,22.959,27.893
2.0,1685917726.13,104.761,70.233,10.934,10.088
,1685917730.33,302.705,56.099,16.593,15.723
2.0,1685917726.8,77.379,86.617,14.821,13.782
3.0,1685917726.8,177.438,132.833,19.865,19.819
6.0,1685917726.8,94.667,88.071,15.765,12.586
,1685917727.93,79.18,88.196,13.946,11.373
,1685917727.93,78.596,89.932,12.692,7.949
,1685917727.93,133.057,60.672,10.582,8.568
,1685917727.93,176.645,167.751,23.858,26.616
,1685917727.93,302.466,56.058,17.824,15.981
11.0,1685917729.13,89.198,91.981,19.099,15.768
11.0,1685917729.67,46.439,121.156,27.699,24.202
2.0,1685917727.47,31.579,114.453,23.384,19.73
3.0,1685917727.47,193.724,98.817,12.784,14.301
6.0,1685917727.47,41.948,124.884,23.273,19.04
11.0,1685917728.4,120.668,69.653,12.861,10.185
,1685917730.27,302.66,56.111,16.499,15.695
,1685917730.87,302.777,56.113,16.654,15.758
,1685917731.93,63.233,66.001,11.957,7.635
,1685917731.93,302.824,56.13,17.098,15.766
,1685917731.93,143.592,42.187,6.68,6.678
2.0,1685917727.2,52.967,101.951,19.198,16.204
3.0,1685917727.2,188.73,109.683,15.549,16.03
6.0,1685917727.2,67.024,107.084,19.606,15.483
,1685917731.53,38.79,113.447,21.163,17.773
,1685917731.53,325.0,130.465,20.394,16.578
,1685917731.53,302.853,56.147,16.869,15.915
,1685917731.53,146.711,39.359,5.902,5.471
2.0,1685917727.67,12.106,127.306,24.133,22.07
3.0,1685917727.67,196.301,91.669,11.92,13.121
6.0,1685917727.67,17.244,141.614,28.382,22.593
11.0,1685917728.33,123.156,67.956,11.442,9.947
13.0,1685917728.33,55.012,103.127,16.798,14.204
1.0,1685917726.07,16.08,140.006,29.01,25.945
2.0,1685917726.07,106.781,68.876,11.153,9.921
2.0,1685917727.27,48.158,104.648,19.942,17.095
