id,time,frame_num,class,x_pix,y_pix,w_pix,h_pix,x_utm,y_utm
1627,213.8,1069,2,1545.441,487.909,74.758,34.553,305755.95,4770985.67
1634,213.8,1069,2,630.104,453.298,22.791,19.237,305762.21,4771054.01
1655,213.8,1069,2,1855.004,552.216,117.593,60.886,305744.62,4770980.35
1660,213.8,1069,2,1814.661,523.972,171.925,43.983,305749.2,4770979.54
1661,213.8,1069,1,1049.497,667.702,44.338,56.829,305727.36,4770998.71
1662,213.8,1069,0,1049.931,641.966,38.831,76.674,305728.83,4770999.25
1664,213.8,1069,2,877.421,444.29,25.42,17.903,305772.34,4771032.5
1665,213.8,1069,2,946.197,443.492,24.849,19.643,305773.54,4771025.86
5034,761.8,3809,2,887.758,450.165,35.515,22.513,305767.63,4771028.36
5075,761.8,3809,2,828.918,515.027,106.876,49.594,305740.82,4771014.56
5091,761.8,3809,2,854.022,476.947,74.367,28.626,305752.37,4771021.21
5340,761.8,3809,2,708.438,472.052,43.321,26.202,305752.37,4771033.87
5372,761.8,3809,2,675.992,466.352,31.905,23.018,305754.66,4771039.63
5443,761.8,3809,2,652.003,460.773,25.953,19.137,305757.45,4771045.53
5439,761.8,3809,2,623.53,452.147,31.308,23.06,305763.0,4771055.92
5472,761.8,3809,2,761.677,466.629,47.656,23.35,305755.8,4771031.93
5547,761.8,3809,2,1370.932,480.663,113.815,40.928,305756.81,4770992.54
5598,761.8,3809,2,1624.541,506.299,131.298,49.527,305751.52,4770983.93
5599,761.8,3809,2,541.229,564.915,129.659,59.39,305729.45,4771019.02
5601,761.8,3809,2,1718.289,752.021,324.417,128.123,305728.12,4770988.11
5603,761.8,3809,2,1423.847,512.167,92.75,46.514,305748.29,4770990.77
5607,761.8,3809,2,1773.898,512.824,91.818,43.461,305751.24,4770979.85
8,24.2,121,2,560.423,557.2,136.891,32.537,305730.53,4771019.46
7,24.2,121,2,1260.119,495.518,114.326,45.816,305750.91,4770997.1
78,24.2,121,2,1529.491,519.318,163.177,55.845,305747.71,4770987.49
136,24.2,121,2,1833.437,557.527,171.874,65.462,305743.67,4770981.14
88,24.2,121,0,938.317,644.329,29.506,30.827,305727.71,4771001.59
266,24.2,121,2,827.507,494.261,67.121,36.442,305746.0,4771018.52
277,24.2,121,2,503.464,484.75,43.907,30.133,305743.78,4771044.37
281,24.2,121,2,659.856,457.024,37.347,23.27,305759.97,4771047.44
284,24.2,121,2,723.717,472.974,45.715,25.312,305752.19,4771032.21
187,24.2,121,2,1276.044,558.238,138.106,73.719,305738.69,4770995.32
289,24.2,121,2,889.043,485.3,69.473,34.755,305749.72,4771016.89
294,24.2,121,2,555.082,467.868,24.987,19.18,305751.86,4771050.41
212,24.2,121,2,291.569,532.277,85.02,44.482,305729.39,4771038.19
163,24.2,121,2,1394.868,598.682,180.979,97.441,305735.19,4770992.17
2951,453.2,2266,2,702.536,463.983,43.644,26.043,305756.35,4771038.52
2961,453.2,2266,2,746.392,458.189,49.371,27.444,305760.42,4771037.69
3077,453.2,2266,2,662.861,457.928,36.237,26.451,305759.41,4771046.43
3145,453.2,2266,2,1267.283,492.033,124.098,42.176,305752.02,4770996.91
3153,453.2,2266,2,1364.807,474.728,105.498,38.448,305758.99,4770992.81
3160,453.2,2266,2,1362.53,457.599,102.006,24.409,305766.91,4770992.92
3187,453.2,2266,2,1587.759,499.636,137.048,50.438,305752.91,4770984.77
3241,453.2,2266,2,1451.827,506.407,154.929,55.217,305749.93,4770989.71
3232,453.2,2266,2,1860.505,534.103,123.24,48.531,305747.65,4770979.07
3258,453.2,2266,2,1723.085,540.624,144.762,56.382,305745.4,4770982.92
3271,453.2,2266,2,932.404,467.63,53.974,28.173,305757.56,4771018.38
3244,453.2,2266,2,299.209,627.372,198.307,94.598,305722.09,4771018.92
3265,453.2,2266,2,914.25,433.449,21.7,19.427,305783.86,4771035.29
3876,639.8,3199,2,633.94,584.176,158.104,70.676,305728.83,4771013.35
3853,639.8,3199,1,924.647,584.447,43.48,41.58,305732.08,4771004.46
3875,639.8,3199,0,820.986,603.921,34.391,69.1,305729.3,4771006.23
3893,639.8,3199,1,969.13,601.439,43.938,40.762,305731.01,4771002.43
3918,639.8,3199,0,965.491,580.499,29.291,55.803,305732.9,4771003.49
3849,639.8,3199,0,921.782,565.881,32.84,56.922,305734.01,4771005.67
4015,639.8,3199,2,552.15,569.418,136.034,54.388,305729.15,4771017.96
4447,639.8,3199,2,702.455,468.847,48.982,29.617,305753.8,4771035.92
4463,639.8,3199,2,756.582,465.795,50.011,25.654,305756.16,4771032.75
4542,639.8,3199,2,666.724,463.044,32.53,19.977,305756.34,4771042.52
4600,639.8,3199,2,642.52,456.823,31.392,21.653,305759.85,4771049.52
4623,639.8,3199,2,468.902,524.346,124.992,50.678,305733.63,4771030.81
4646,639.8,3199,2,802.535,489.118,90.044,32.387,305747.23,4771021.23
4649,639.8,3199,2,1161.391,484.599,105.488,41.217,305753.29,4771002.18
4666,639.8,3199,2,1836.57,555.002,126.863,61.451,305744.06,4770980.93
2951,436.6,2183,2,705.581,467.736,45.353,26.46,305754.41,4771036.22
2961,436.6,2183,2,749.526,462.729,48.762,27.365,305757.73,4771034.89
3077,436.6,2183,2,665.103,461.542,37.825,27.344,305757.19,4771043.66
3145,436.6,2183,2,1269.669,498.135,123.745,43.39,305750.27,4770996.63
3153,436.6,2183,2,1366.554,482.407,105.824,39.081,305756.15,4770992.74
3160,436.6,2183,2,1365.796,463.672,97.191,22.945,305763.83,4770992.75
3172,436.6,2183,2,887.756,463.395,55.984,28.84,305759.19,4771023.0
3176,436.6,2183,2,759.688,505.709,78.061,40.438,305741.96,4771019.78
3177,436.6,2183,2,901.106,435.119,25.977,19.744,305781.84,4771035.72
3178,436.6,2183,2,801.969,432.913,25.056,16.633,305784.52,4771051.16
3180,436.6,2183,2,745.966,549.435,112.231,53.153,305733.94,4771013.31
3182,436.6,2183,2,737.724,803.018,259.711,142.584,305720.56,4771001.13
3169,436.6,2183,2,972.334,458.083,42.407,25.53,305763.18,4771018.14
3187,436.6,2183,2,1873.012,538.502,69.534,49.654,305746.97,4770979.07
647,209.4,1047,2,822.772,432.424,30.471,18.867,305785.18,4771048.59
650,209.4,1047,2,886.62,446.518,33.614,19.058,305770.5,4771030.31
1382,209.4,1047,2,709.356,470.736,45.854,27.493,305753.0,4771034.41
1418,209.4,1047,2,677.958,465.04,28.315,21.739,305755.4,4771040.21
1448,209.4,1047,2,656.788,457.115,32.943,22.948,305759.87,4771047.7
1597,209.4,1047,2,1367.929,472.268,75.772,30.2,305760.02,4770992.66
1526,209.4,1047,2,1567.284,527.907,161.418,55.699,305746.33,4770986.63
1599,209.4,1047,2,1476.238,492.895,128.77,41.601,305753.81,4770988.47
1600,209.4,1047,2,1330.291,498.122,144.871,57.659,305750.9,4770994.18
1626,209.4,1047,2,813.859,488.74,78.34,38.259,305747.51,4771020.64
1627,209.4,1047,2,1542.079,488.012,80.518,34.228,305755.89,4770985.8
1634,209.4,1047,2,630.094,453.055,23.344,19.195,305762.39,4771054.24
1638,209.4,1047,2,652.406,544.25,107.137,47.751,305733.4,4771017.76
1644,209.4,1047,0,1000.04,510.674,33.689,42.504,305744.0,4771007.31
1653,209.4,1047,2,752.058,547.93,114.866,52.665,305734.22,4771013.26
1624,209.4,1047,1,1003.069,524.714,31.55,30.888,305741.09,4771005.87
4447,662.4,3312,2,693.946,470.332,48.129,29.643,305752.95,4771035.91
4463,662.4,3312,2,748.076,466.857,49.435,25.418,305755.49,4771032.98
4542,662.4,3312,2,657.477,464.962,29.835,19.239,305755.12,4771042.21
4682,662.4,3312,2,1295.086,496.188,106.559,47.217,305751.08,4770995.63
4699,662.4,3312,2,1494.023,515.487,157.126,56.101,305748.21,4770988.5
4710,662.4,3312,2,1316.469,473.029,100.61,29.755,305759.23,4770995.13
4728,662.4,3312,2,1827.347,553.248,178.157,58.447,305744.25,4770981.05
4729,662.4,3312,2,1521.556,495.031,124.204,40.678,305753.6,4770986.88
4748,662.4,3312,2,1749.064,515.046,148.3,44.079,305750.54,4770980.72
4749,662.4,3312,2,1380.061,472.185,46.482,25.947,305760.16,4770992.09
4767,662.4,3312,2,1519.19,476.234,113.92,25.795,305759.75,4770986.08
4796,662.4,3312,0,1002.858,642.199,43.045,63.389,305728.41,4771000.25
4812,662.4,3312,2,748.324,425.759,24.657,16.27,305796.36,4771070.44
4823,662.4,3312,2,867.299,444.599,32.291,17.945,305771.99,4771033.4
4824,662.4,3312,2,1450.272,713.78,312.468,153.397,305728.07,4770991.56
4791,662.4,3312,2,884.882,462.522,53.019,25.101,305759.63,4771023.53
4861,662.4,3312,1,1656.945,476.05,49.029,27.345,305760.91,4770980.62
647,201.8,1009,2,604.944,551.512,111.135,50.345,305731.81,4771018.57
650,201.8,1009,2,404.7,607.187,147.687,56.471,305724.4,4771018.09
667,201.8,1009,2,775.926,530.687,113.682,54.081,305737.13,4771014.58
1265,201.8,1009,0,931.582,543.043,25.798,54.877,305737.14,4771007.04
1382,201.8,1009,2,708.95,470.754,44.704,26.907,305752.98,4771034.43
1418,201.8,1009,2,678.054,465.235,28.089,21.169,305755.29,4771040.09
1448,201.8,1009,2,655.64,456.734,33.893,23.963,305760.11,4771048.13
1588,201.8,1009,0,1130.396,483.804,16.884,31.872,305753.22,4771003.8
1586,201.8,1009,2,856.431,429.399,35.444,14.296,305789.42,4771046.72
1597,201.8,1009,2,1488.123,485.37,114.508,33.62,305756.26,4770987.75
1526,201.8,1009,2,1577.489,527.261,162.058,57.387,305746.55,4770986.31
1599,201.8,1009,2,1832.337,532.484,68.637,54.587,305747.72,4770979.67
889,201.8,1009,2,566.623,589.978,100.095,39.998,305727.54,4771014.91
1743,299.4,1497,0,925.659,550.594,29.331,55.807,305735.99,4771006.64
1811,299.4,1497,2,596.991,592.464,168.714,77.311,305727.71,4771013.68
1885,299.4,1497,0,832.6,582.928,20.988,59.775,305731.23,4771007.25
1941,299.4,1497,2,48.165,707.095,94.052,61.396,305717.07,4771017.55
1888,299.4,1497,1,920.721,570.566,31.711,41.929,305733.47,4771005.4
2089,299.4,1497,2,183.794,492.385,27.434,14.773,305734.57,4771068.34
1526,299.4,1497,2,699.583,495.398,94.266,40.056,305743.77,4771025.86
2154,299.4,1497,2,697.319,469.616,42.093,23.069,305753.35,4771035.98
2158,299.4,1497,2,758.678,465.417,47.9,23.854,305756.39,4771032.75
2189,299.4,1497,2,719.149,789.061,312.87,164.364,305720.74,4771001.68
2190,299.4,1497,2,382.477,539.544,157.856,57.502,305729.99,4771031.11
2136,299.4,1497,2,1380.006,504.445,138.858,52.219,305749.72,4770992.26
4447,680.6,3403,2,776.842,485.537,66.767,39.683,305748.05,4771023.85
4463,680.6,3403,2,867.982,484.382,70.509,34.076,305749.75,4771018.38
4542,680.6,3403,2,670.74,466.35,38.108,22.514,305754.58,4771040.12
4682,680.6,3403,2,1214.657,487.746,111.104,47.43,305752.81,4770999.43
4699,680.6,3403,2,1466.694,514.417,153.746,54.886,305748.19,4770989.37
4710,680.6,3403,2,1104.787,459.296,82.868,29.243,305763.81,4771008.35
4728,680.6,3403,2,1748.863,546.421,185.656,56.795,305744.67,4770982.57
4729,680.6,3403,2,1391.881,483.547,122.672,32.585,305756.0,4770991.65
4748,680.6,3403,2,1664.991,509.364,153.718,43.478,305751.13,4770982.84
4767,680.6,3403,2,1395.89,467.041,108.468,25.798,305762.51,4770991.28
4890,680.6,3403,2,611.925,453.713,22.638,17.592,305761.63,4771055.86
4894,680.6,3403,2,1722.033,498.533,86.808,40.185,305754.34,4770980.3
4895,680.6,3403,2,634.353,457.814,28.801,21.483,305759.06,4771049.65
4897,680.6,3403,2,734.703,461.421,53.681,27.743,305758.28,4771036.96
4898,680.6,3403,2,1174.466,456.016,63.595,22.473,305766.32,4771004.22
1743,301.0,1505,0,924.063,549.92,30.445,56.413,305736.06,4771006.75
1811,301.0,1505,2,596.254,591.132,170.877,78.333,305727.81,4771013.84
1885,301.0,1505,0,832.858,580.108,21.575,58.668,305731.5,4771007.45
1941,301.0,1505,2,47.674,707.257,93.675,61.368,305717.06,4771017.54
1888,301.0,1505,1,919.436,569.584,31.358,42.005,305733.57,4771005.5
2089,301.0,1505,2,182.6,491.997,26.429,13.965,305734.64,4771068.8
1526,301.0,1505,2,439.933,531.401,114.992,49.07,305732.05,4771030.37
2154,301.0,1505,2,695.32,469.216,43.247,24.226,305753.51,4771036.35
2158,301.0,1505,2,757.342,464.152,48.331,24.27,305757.05,4771033.48
2189,301.0,1505,2,1502.223,736.814,316.22,147.232,305727.43,4770990.9
2136,301.0,1505,2,1130.976,481.852,106.526,41.267,305753.92,4771003.95
2192,301.0,1505,2,1769.854,541.278,103.91,65.71,305745.68,4770981.78
2193,301.0,1505,2,604.879,448.819,25.195,16.267,305765.52,4771061.88
2194,301.0,1505,2,310.913,854.574,410.669,139.668,305717.02,4771005.73
4447,676.0,3380,2,691.309,468.444,48.643,29.858,305753.83,4771037.1
4463,676.0,3380,2,745.384,465.032,49.508,24.937,305756.41,4771034.09
4542,676.0,3380,2,655.181,463.157,29.62,19.478,305756.09,4771043.59
4682,676.0,3380,2,1293.277,495.778,104.558,46.82,305751.18,4770995.71
4699,676.0,3380,2,1491.059,515.446,156.805,55.8,305748.19,4770988.6
4710,676.0,3380,2,1324.57,472.407,83.662,28.436,305759.57,4770994.74
4728,676.0,3380,2,1825.273,554.178,190.257,59.006,305744.09,4770981.15
4729,676.0,3380,2,1519.133,495.481,124.672,39.748,305753.45,4770986.98
4748,676.0,3380,2,1746.651,515.719,149.25,43.628,305750.37,4770980.83
4749,676.0,3380,2,1377.938,471.738,47.211,26.532,305760.33,4770992.18
4767,676.0,3380,2,1516.028,476.394,116.909,26.656,305759.67,4770986.22
4890,676.0,3380,2,609.648,453.491,23.28,16.213,305761.76,4771056.36
4893,676.0,3380,0,1259.078,445.001,13.912,29.545,305774.17,4770999.68
4447,678.8,3394,2,706.894,472.138,52.399,31.826,305752.31,4771033.95
4463,678.8,3394,2,770.573,469.798,53.581,26.995,305754.35,4771029.82
4542,678.8,3394,2,657.049,463.535,32.716,20.164,305755.91,4771043.16
4682,678.8,3394,2,1290.831,496.657,104.423,47.265,305750.91,4770995.79
4699,678.8,3394,2,1488.78,516.559,157.858,56.238,305747.92,4770988.7
4710,678.8,3394,2,1273.834,469.173,77.981,25.03,305760.48,4770997.4
4728,678.8,3394,2,1808.517,553.636,190.186,58.518,305744.04,4770981.51
4729,678.8,3394,2,1504.664,493.815,119.033,34.558,305753.8,4770987.44
4748,678.8,3394,2,1746.576,516.682,143.208,41.602,305750.16,4770980.9
4749,678.8,3394,2,1341.437,470.391,48.928,25.647,305760.57,4770993.94
4767,678.8,3394,2,1503.274,477.133,112.313,24.919,305759.28,4770986.79
4890,678.8,3394,2,610.815,453.248,23.838,17.572,305761.96,4771056.45
4894,678.8,3394,2,1800.488,506.144,69.864,42.305,305753.02,4770978.54
4895,678.8,3394,2,630.472,458.168,27.399,21.929,305758.77,4771049.8
5340,774.4,3872,2,707.136,471.377,43.59,25.974,305752.66,4771034.29
5372,774.4,3872,2,673.089,465.722,32.364,23.489,305754.95,4771040.27
5443,774.4,3872,2,649.632,460.295,26.489,18.964,305757.71,4771046.12
5439,774.4,3872,2,621.88,451.86,30.86,22.445,305763.21,4771056.41
5472,774.4,3872,2,759.757,466.302,48.129,23.488,305755.94,4771032.24
5547,774.4,3872,2,1370.905,480.846,108.959,41.264,305756.75,4770992.54
5598,774.4,3872,2,1612.078,505.214,137.558,48.474,305751.68,4770984.27
5603,774.4,3872,2,1306.639,497.878,96.225,42.519,305750.73,4770995.13
5607,774.4,3872,2,1567.246,489.607,101.023,28.996,305755.61,4770984.95
5627,774.4,3872,2,1807.753,514.934,153.437,44.259,305751.04,4770979.05
5649,774.4,3872,2,1354.099,727.1,267.057,116.119,305726.87,4770993.03
5656,774.4,3872,2,764.026,427.852,20.923,11.237,305792.4,4771063.99
5660,774.4,3872,2,658.07,798.426,285.483,142.126,305720.14,4771002.36
5629,774.4,3872,0,848.06,557.507,28.077,64.296,305734.17,4771008.76
5665,774.4,3872,1,962.711,592.242,53.351,37.099,305731.75,4771003.0
5604,774.4,3872,0,960.899,577.871,38.216,63.227,305733.12,4771003.76
5669,774.4,3872,0,1455.095,922.467,165.285,123.915,305722.15,4770992.0
5673,774.4,3872,0,901.283,568.282,27.779,56.61,305733.51,4771006.16
5679,774.4,3872,2,829.582,507.519,91.919,45.441,305742.51,4771015.78
5680,774.4,3872,1,1465.951,980.527,150.366,123.068,305721.24,4770991.99
647,166.2,831,2,573.928,561.348,125.975,59.772,305730.26,4771018.3
650,166.2,831,2,387.583,610.087,145.865,63.984,305724.02,4771018.28
649,166.2,831,2,905.165,745.691,290.586,128.859,305723.15,4770999.74
648,166.2,831,2,1078.927,480.453,86.36,33.507,305753.84,4771006.87
654,166.2,831,2,1327.974,498.599,137.737,50.16,305750.74,4770994.27
667,166.2,831,2,641.595,573.808,145.116,67.249,305729.87,4771014.22
723,166.2,831,0,906.29,573.922,25.049,63.874,305732.95,4771005.63
757,166.2,831,2,467.268,778.217,448.416,189.489,305719.22,4771005.81
889,166.2,831,2,484.435,626.966,166.97,76.181,305724.21,4771013.7
734,166.2,831,0,937.25,553.503,21.953,57.008,305735.73,4771006.02
1122,166.2,831,2,1661.165,532.78,195.379,71.342,305746.25,4770984.18
1222,166.2,831,2,852.995,440.457,53.643,17.872,305775.82,4771037.71
1234,166.2,831,2,789.75,423.981,29.13,11.987,305799.31,4771065.25
1248,166.2,831,1,1088.348,629.841,60.99,56.899,305729.97,4770998.69
1255,166.2,831,2,626.244,450.753,26.379,18.605,305764.16,4771056.94
1259,166.2,831,2,666.647,447.51,28.928,15.619,305767.45,4771054.92
5603,816.0,4080,2,1144.504,482.045,79.827,36.833,305754.0,4771003.24
5704,816.0,4080,2,1638.046,529.876,169.658,55.336,305746.59,4770984.69
5721,816.0,4080,2,541.386,565.903,113.737,52.545,305729.36,4771018.87
5735,816.0,4080,1,919.897,590.773,24.775,34.442,305731.44,4771004.25
5741,816.0,4080,0,918.342,548.028,28.048,60.399,305736.26,4771007.1
5782,816.0,4080,3,882.134,550.282,30.368,38.518,305735.51,4771008.2
5798,816.0,4080,0,904.247,572.448,29.535,66.461,305733.08,4771005.78
5807,816.0,4080,2,613.342,580.745,156.128,71.398,305728.88,4771014.4
5745,816.0,4080,0,882.029,535.734,20.33,40.119,305737.67,4771009.6
5913,816.0,4080,2,603.049,770.815,278.813,128.583,305720.35,4771003.9
5916,816.0,4080,2,814.251,423.929,28.572,14.529,305799.07,4771060.63
5921,816.0,4080,2,856.141,493.531,77.306,45.328,305746.61,4771017.05
5899,816.0,4080,2,884.797,439.353,54.587,21.504,305777.13,4771034.75
5931,816.0,4080,2,958.929,435.354,44.105,16.745,305781.68,4771028.75
5934,816.0,4080,2,700.735,452.622,38.889,22.746,305763.68,4771046.26
5935,816.0,4080,2,527.618,444.63,20.72,15.716,305768.56,4771079.53
5937,816.0,4080,2,658.489,458.901,34.133,19.33,305758.72,4771046.18
5859,816.0,4080,2,1828.295,627.543,154.252,79.384,305735.99,4770984.05
1941,322.2,1611,2,886.424,449.913,46.812,26.8,305767.8,4771028.61
2089,322.2,1611,2,175.255,492.536,30.204,16.921,305734.32,4771069.08
2154,322.2,1611,2,690.891,469.698,41.728,23.755,305753.21,4771036.49
2158,322.2,1611,2,752.329,465.032,48.367,23.926,305756.5,4771033.48
2193,322.2,1611,2,660.492,461.584,36.774,24.029,305757.09,4771044.1
2197,322.2,1611,2,635.902,456.529,27.617,23.282,305759.96,4771050.51
2198,322.2,1611,2,713.833,457.048,36.042,21.492,305760.72,4771041.67
2201,322.2,1611,2,613.14,453.592,22.872,18.451,305761.74,4771055.83
2205,322.2,1611,2,599.286,449.553,25.346,17.054,305764.8,4771061.82
2212,322.2,1611,2,822.401,516.69,75.782,47.682,305740.38,4771014.6
2217,322.2,1611,2,720.006,512.726,98.185,45.804,305739.77,4771020.37
2209,322.2,1611,2,838.41,433.398,38.65,21.582,305783.88,4771045.38
2225,322.2,1611,2,914.832,439.523,21.412,20.052,305777.1,4771031.25
2228,322.2,1611,2,330.816,666.03,145.726,108.068,305720.91,4771014.36
2231,322.2,1611,2,59.116,711.278,79.229,65.27,305717.1,4771016.96
8,68.2,341,2,563.737,567.435,123.314,54.787,305729.5,4771017.81
434,68.2,341,2,13.295,768.588,23.393,50.037,305715.88,4771013.93
433,68.2,341,2,749.983,460.567,45.4,29.32,305759.0,4771036.0
437,68.2,341,0,1336.356,860.589,69.652,124.209,305722.79,4770993.19
438,68.2,341,2,609.788,588.45,165.776,74.368,305728.18,4771013.69
440,68.2,341,1,1336.072,892.468,127.342,83.664,305722.14,4770993.17
441,68.2,341,0,833.22,581.08,28.013,64.608,305731.41,4771007.37
444,68.2,341,0,893.163,575.419,28.984,68.543,305732.65,4771005.93
446,68.2,341,0,922.491,554.296,28.408,57.722,305735.45,4771006.47
448,68.2,341,1,902.813,592.233,32.517,40.105,305731.13,4771004.65
449,68.2,341,3,925.557,572.8,28.804,39.501,305733.28,4771005.11
459,68.2,341,2,636.889,455.871,21.578,18.94,305760.43,4771050.95
468,68.2,341,2,481.031,492.485,52.261,32.217,305740.9,4771042.1
472,68.2,341,2,1800.947,708.603,264.895,114.684,305730.56,4770986.36
483,68.2,341,2,925.889,732.849,291.42,142.535,305723.7,4770999.65
497,68.2,341,2,565.327,430.148,20.51,14.882,305789.46,4771101.9
459,116.6,583,2,997.642,532.998,104.362,56.736,305739.53,4771005.41
601,116.6,583,2,829.778,428.745,34.99,15.929,305790.54,4771051.56
605,116.6,583,2,886.095,444.598,49.297,18.887,305772.14,4771031.41
608,116.6,583,2,982.383,441.973,52.61,18.809,305775.12,4771022.99
628,116.6,583,0,921.765,558.972,23.205,59.742,305734.84,4771006.15
647,116.6,583,2,571.162,564.046,137.215,62.079,305729.94,4771018.01
619,116.6,583,2,1112.721,461.358,80.085,31.246,305762.75,4771007.49
650,116.6,583,2,392.728,615.073,168.416,64.119,305723.81,4771017.54
649,116.6,583,2,881.426,749.941,288.881,130.5,305722.85,4771000.03
651,116.6,583,2,910.391,488.889,77.269,40.424,305748.8,4771014.91
655,116.6,583,2,764.536,466.107,48.244,27.175,305756.11,4771031.93
657,116.6,583,2,1220.127,543.815,98.701,57.326,305740.22,4770997.24
658,116.6,583,2,1366.644,485.082,124.75,39.219,305755.24,4770992.74
662,116.6,583,2,702.756,456.272,38.619,19.091,305761.09,4771043.35
664,116.6,583,2,644.177,458.406,34.625,22.891,305758.82,4771048.1
648,116.6,583,2,1465.716,513.44,125.473,37.054,305748.4,4770989.38
665,116.6,583,2,1257.961,496.59,115.055,39.346,305750.58,4770997.16
654,116.6,583,2,1827.706,542.535,96.515,45.58,305745.93,4770980.42
8,61.4,307,2,546.353,569.812,112.397,54.62,305729.04,4771018.12
434,61.4,307,2,11.165,770.17,23.65,49.984,305715.84,4771013.87
433,61.4,307,2,747.852,462.465,46.334,29.686,305757.86,4771035.18
437,61.4,307,0,1330.132,860.908,75.649,123.92,305722.75,4770993.26
438,61.4,307,2,606.845,590.869,165.064,73.786,305727.95,4771013.53
440,61.4,307,1,1332.826,893.121,123.233,83.006,305722.11,4770993.21
441,61.4,307,0,829.699,582.561,27.218,64.552,305731.23,4771007.37
444,61.4,307,0,892.095,577.853,29.437,68.047,305732.38,4771005.8
446,61.4,307,0,917.126,560.551,32.703,65.862,305734.6,4771006.19
448,61.4,307,1,900.732,593.8,32.18,40.343,305730.97,4771004.62
449,61.4,307,1,926.698,572.793,32.39,40.185,305733.29,4771005.07
459,61.4,307,2,634.355,458.716,23.892,19.72,305758.47,4771048.94
465,61.4,307,2,1680.1,730.686,279.149,120.324,305728.78,4770988.37
467,61.4,307,2,752.872,775.79,330.96,150.597,305721.27,4771001.47
468,61.4,307,2,529.352,443.108,14.997,12.302,305770.24,4771081.76
3876,581.6,2908,2,632.763,585.186,156.021,68.894,305728.73,4771013.28
3853,581.6,2908,1,924.152,586.267,42.433,41.461,305731.9,4771004.37
3875,581.6,2908,0,821.578,603.872,31.322,68.358,305729.31,4771006.22
3893,581.6,2908,1,968.832,604.062,39.896,39.303,305730.79,4771002.33
3896,581.6,2908,2,1226.152,580.009,154.9,83.797,305735.57,4770996.37
3902,581.6,2908,2,478.673,491.454,52.462,35.507,305741.16,4771042.8
3904,581.6,2908,2,842.225,497.159,70.135,43.142,305745.37,4771017.08
3906,581.6,2908,2,880.744,484.349,63.115,32.327,305749.94,4771017.61
3918,581.6,2908,0,966.228,579.992,22.66,53.847,305732.96,4771003.5
3926,581.6,2908,2,720.632,459.712,37.013,20.747,305759.11,4771039.3
3849,581.6,2908,0,922.668,566.568,31.841,55.028,305733.94,4771005.59
3935,581.6,2908,2,707.255,472.402,43.695,26.448,305752.19,4771033.8
3936,581.6,2908,2,562.07,784.836,263.524,147.936,305719.76,4771004.13
3899,581.6,2908,0,929.958,538.135,19.87,28.111,305737.88,4771007.53
3692,569.2,2846,2,788.436,470.162,55.225,31.343,305754.44,4771028.26
3733,569.2,2846,2,726.908,472.989,53.057,35.148,305752.23,4771031.95
3767,569.2,2846,2,666.885,465.478,37.111,20.271,305754.99,4771041.0
3748,569.2,2846,2,729.917,457.908,33.336,20.685,305760.38,4771039.49
3803,569.2,2846,2,1300.631,464.633,97.778,29.314,305762.82,4770996.15
3811,569.2,2846,2,1508.886,486.923,113.853,34.472,305755.94,4770987.01
3826,569.2,2846,2,614.861,451.92,23.996,19.434,305763.06,4771057.24
3836,569.2,2846,2,640.946,456.384,35.918,25.139,305760.13,4771050.06
3849,569.2,2846,0,1415.32,796.258,87.442,111.157,305724.85,4770992.24
3853,569.2,2846,1,1410.516,831.116,103.008,100.894,305723.88,4770992.34
3856,569.2,2846,2,1336.823,501.859,138.757,47.622,305749.96,4770993.89
3858,569.2,2846,1,1595.844,1015.987,241.029,124.967,305721.26,4770990.97
3851,569.2,2846,0,875.075,590.778,24.024,66.307,305730.97,4771005.51
3863,569.2,2846,2,1763.426,512.691,141.878,41.788,305751.18,4770980.14
3868,569.2,2846,1,933.485,585.401,37.544,37.628,305732.08,4771004.15
3854,569.2,2846,0,901.692,585.338,22.351,65.853,305731.75,4771005.07
3874,569.2,2846,0,930.885,567.542,26.66,63.673,305733.92,4771005.27
3875,569.2,2846,0,1323.247,931.38,161.269,136.738,305721.38,4770993.28
3876,569.2,2846,2,83.116,759.662,89.849,91.775,305716.57,4771013.18
3877,569.2,2846,0,1603.594,971.283,187.694,126.27,305721.97,4770990.77
3876,617.0,3085,2,632.634,584.702,154.27,67.134,305728.77,4771013.34
3853,617.0,3085,1,923.862,584.023,40.391,39.073,305732.11,4771004.5
3875,617.0,3085,0,806.594,602.438,30.099,67.101,305729.27,4771006.72
3893,617.0,3085,1,966.822,598.126,44.762,42.894,305731.27,4771002.63
3918,617.0,3085,0,963.51,577.946,29.296,55.656,305733.14,4771003.68
3849,617.0,3085,0,924.204,562.904,40.416,55.923,305734.39,4771005.79
3936,617.0,3085,2,1004.851,728.842,312.703,139.104,305724.4,4770998.44
3856,617.0,3085,2,1249.346,491.481,120.937,44.407,305752.0,4770997.7
3968,617.0,3085,2,1486.201,516.749,143.38,50.638,305747.86,4770988.79
3992,617.0,3085,2,446.175,828.563,419.382,167.124,305718.23,4771004.6
4015,617.0,3085,2,549.56,568.458,133.406,53.52,305729.21,4771018.19
4160,617.0,3085,2,1839.31,556.429,161.69,59.968,305743.87,4770980.94
4324,617.0,3085,2,553.244,467.885,32.194,24.142,305751.82,4771050.59
4340,617.0,3085,2,795.514,486.158,59.973,32.733,305748.11,4771022.47
